symbol,name,sector,industry,current_price,high_52w,low_52w,price_to_52w_high,market_cap,pe_ratio,forward_pe,pb_ratio,peg_ratio,roe,profit_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,rsi,beta,max_drawdown,avg_volume,dividend_yield,total_revenue,order_book_value,order_book_to_revenue_ratio,order_book_visibility_months,has_order_book_data,order_book_relevant,valuation_score,valuation_reasons,growth_score,growth_reasons,risk_score,risk_reasons,composite_score,is_estimated
IDBI,IDBI Bank Limited,Financial Services,Banks - Regional,73.25,118.37999725341797,61.0099983215332,61.87700768668929,78761.3483008,8.478009,14.948979,1.1466813,0.51,14.152999,43.376,,,,,,,43.92058864362072,1.3644773070372878,46.98732965474771,14663704.803212851,281.0,212330692608,,,,False,False,19.8,"['P/E 77.1% below sector (8.5 vs 37.1)', 'Attractive PEG ratio: 0.51', 'Corrected 38.1% from 52W high']",18.0,"['Balanced RSI: 43.9', 'Strong liquidity', 'Profit margin: 43.4%']",26,['High max drawdown: 47.0%'],63.8,
INDUSTOWER,Indus Towers Limited,Communication Services,Telecom Services,410.6499938964844,481.5,312.54998779296875,85.28556467216706,108294.701056,15.15873,13.137449,2.7316027,,19.806999,21.989,4.8,0.8,0.8,53.289,1.724,1.199,46.53715593610895,0.8440934192140781,23.88726064757052,6945034.795180723,0.0,324930994176,,,,False,False,11.181365567267267,"['P/E 56.4% below sector (15.2 vs 34.8)', 'Strong P/B-ROE combo (P/B: 2.73, ROE: 19.8%)']",24.602333,"['Balanced RSI: 46.5', 'Strong liquidity', 'Profit margin: 22.0%']",28,[],63.783698567267265,
INDIANB,Indian Bank,Financial Services,Banks - Regional,839.6500244140625,1000.9000244140625,548.9638706212528,83.88949984346364,113097.834496,9.662255,7.824041,1.4127887,,15.442,34.144002,1.7999999999999998,6.4,6.4,,,,27.147669165305288,0.9788541042753008,16.257376248456943,2099681.136546185,211.0,342794010624,,,,False,False,15.446603754355555,"['P/E 81.7% below sector (9.7 vs 52.8)', 'Strong P/B-ROE combo (P/B: 1.41, ROE: 15.4%)', 'Corrected 16.1% from 52W high']",18.147333333333332,"['Strong liquidity', 'Profit margin: 34.1%']",30,[],63.593937087688886,
KFINTECH,KFin Technologies Limited,Technology,Software - Application,890.7999877929688,1379.265477825795,856.7000122070312,64.58509997634258,15370.493952,44.384655,31.073526,9.192887,,22.312,26.409,27.700000000000003,-5.0,-4.6,3.314,3.304,2.646,31.580771226739813,1.054809888662902,35.46528327156579,1223282.1325301204,82.0,13014930432,,,,False,False,10.0,"['P/E 66.4% below sector (44.4 vs 131.9)', 'Corrected 35.4% from 52W high']",25.54,"['Revenue growth: 27.7%', 'Strong liquidity', 'Profit margin: 26.4%']",28,[],63.54,
GESHIP,The Great Eastern Shipping Company Limited,Industrials,Marine Shipping,1582.300048828125,1618.9000244140625,839.8178986069006,97.73920717561393,22590.0494848,10.012023,6.932311,1.483947,,,44.164002,17.599999999999998,36.9,36.9,8.236,,,67.54815354099605,0.9520837710715864,10.503380958328313,529002.2289156626,181.0,51207299072,,,,False,True,10.0,['P/E 80.6% below sector (10.0 vs 51.6)'],23.38,"['Earnings growth: 36.9%', 'Strong liquidity', 'Profit margin: 44.2%']",30,[],63.379999999999995,
NATIONALUM,National Aluminium Company Limited,Basic Materials,Aluminum,393.04998779296875,442.9435720664075,154.3869410833675,88.73590510848219,72188.8083968,11.753888,10.831535,3.3408697,,29.42,31.319999999999997,-4.8,-16.7,-16.7,0.277,3.604,2.796,35.880210017131546,1.1724173552219357,19.973291753702206,11929252.425702812,199.0,185088802816,,,,False,False,10.0,['P/E 56.0% below sector (11.8 vs 26.7)'],23.0,"['Strong liquidity', 'Profit margin: 31.3%']",30,[],63.0,
CAMS,Computer Age Management Services Limited,Technology,Information Technology Services,815.7000122070312,860.9351462680627,611.4000244140625,94.74581398411782,20228.096,42.595303,31.698658,16.584663,,38.694,31.394,11.0,10.6,10.9,4.863,3.426,2.444,67.7521775988577,0.9362982556424455,26.318010586047407,1750016.0682730924,149.0,15162489856,,,,False,False,10.0,['P/E 67.7% below sector (42.6 vs 131.9)'],23.0,"['Strong liquidity', 'Profit margin: 31.4%']",30,[],63.0,
IREDA,Indian Renewable Energy Development Agency Limited,Financial Services,Credit Services,130.67999267578125,185.59594007243405,108.07695869934327,70.41101902594404,36711.0324224,19.10526,15.744577,2.7114282,,,45.951,40.8,32.5,37.6,554.116,89.346,89.346,53.19521126836025,0.9627861756182812,40.5260860174728,9480441.192771085,89.0,6974939136,,,,False,False,10.0,"['P/E 63.8% below sector (19.1 vs 52.8)', 'Corrected 29.6% from 52W high']",31.5,"['Revenue growth: 40.8%', 'Earnings growth: 32.5%', 'Balanced RSI: 53.2', 'Strong liquidity', 'Profit margin: 46.0%']",21,"['High debt-to-equity: 5.54', 'High max drawdown: 40.5%']",62.5,
JMFINANCIL,JM Financial Limited,Financial Services,Capital Markets,140.92999267578125,197.855161732981,99.73876084337834,71.22886835066545,13479.477248,11.00156,11.2744,1.3108547,,,35.617,31.4,50.0,49.7,104.102,,,64.83908534445078,1.4171696647474195,40.562251913463996,5728298.5622489955,289.0,34987601920,,,,False,False,10.0,"['P/E 70.3% below sector (11.0 vs 37.1)', 'Corrected 28.8% from 52W high']",30.28,"['Revenue growth: 31.4%', 'Earnings growth: 50.0%', 'Strong liquidity', 'Profit margin: 35.6%']",21,"['High debt-to-equity: 1.04', 'High max drawdown: 40.6%']",61.28,
MOTILALOFS,Motilal Oswal Financial Services Limited,Financial Services,Capital Markets,860.7000122070312,1088.3156211947492,614.9000244140625,79.08551484928222,51863.9550464,26.161093,14.723517,4.004783,,15.55,23.452999,152.29999999999998,,,164.419,5.632,5.538,59.714710828955596,1.2270003079173841,41.970997081869456,1353623.7550200804,125.0,79705202688,,,,False,False,10.0,"['P/E 50.4% below sector (26.2 vs 52.8)', 'Corrected 20.9% from 52W high']",30.183333333333334,"['Revenue growth: 152.3%', 'Balanced RSI: 59.7', 'Strong liquidity', 'Profit margin: 23.5%']",21,"['High debt-to-equity: 1.64', 'High max drawdown: 42.0%']",61.18333333333334,
KALYANKJIL,Kalyan Jewellers India Limited,Consumer Cyclical,Luxury Goods,385.20001220703125,615.8977245777407,347.5,62.54285359977978,39781.154816,35.178085,20.242044,7.4551477,,24.305001,3.778,66.9,117.0,118.30000000000001,96.966,1.299,0.137,33.976416083327095,1.2061434460099343,40.8306228185732,4800093.767068273,35.0,357428592640,,,,False,False,10.0,"['P/E 64.5% below sector (35.2 vs 99.2)', 'Corrected 37.5% from 52W high']",27.0,"['Revenue growth: 66.9%', 'Earnings growth: 117.0%', 'Strong liquidity']",24,['High max drawdown: 40.8%'],61.0,
NATCOPHARM,NATCO Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1206.0,1218.0,786.2389853809464,99.01477832512316,21600.6508544,13.873231,30.687023,2.497515,,,34.13,36.3,13.900000000000002,13.900000000000002,3.012,,,97.59421913944007,1.1005368093209893,23.21826359877301,1170690.2088353413,55.00000000000001,45625999360,,,,False,False,10.0,['P/E 79.4% below sector (13.9 vs 67.3)'],20.0,"['Revenue growth: 36.3%', 'Strong liquidity', 'Profit margin: 34.1%']",30,[],60.0,
ANANTRAJ,Anant Raj Limited,Real Estate,Real Estate - Development,538.5499877929688,743.6500244140625,403.0,72.41981713337583,19381.1709952,35.43092,23.481579,4.2017756,,,21.916,20.0,28.199999999999996,30.8,12.727,,,55.74315419236772,1.4433047215075223,44.8477398488393,3367272.8313253014,13.0,24054441984,,,,False,False,10.0,"['P/E 98.4% below sector (35.4 vs 2195.9)', 'Corrected 27.6% from 52W high']",23.64,"['Earnings growth: 28.2%', 'Balanced RSI: 55.7', 'Strong liquidity', 'Profit margin: 21.9%']",26,['High max drawdown: 44.8%'],59.64,
SAGILITY,Sagility Limited,Healthcare,Health Information Services,44.959999084472656,57.832189582754076,35.83000183105469,77.74216990373128,21047.2534016,24.839779,18.62847,2.3922527,,,12.611,35.699999999999996,23.9,23.400000000000002,13.851,,,67.12672792201357,1.220246454984096,33.33394433230365,34043396.76305221,23.0,67370700800,,,,False,False,10.0,"['P/E 63.1% below sector (24.8 vs 67.3)', 'Corrected 22.3% from 52W high']",21.305500000000002,"['Revenue growth: 35.7%', 'Strong liquidity', 'Profit margin: 12.6%']",28,[],59.3055,
IIFL,IIFL Finance Limited,Financial Services,Credit Services,462.3500061035156,670.042216249161,380.1869346552716,69.00311575764754,19660.4133376,11.931613,6.8981724,1.4124502,,12.286,21.691,-14.099999999999998,183.1,182.6,446.24,238.982,238.91,45.00178480544318,1.2325056403803374,36.487581780911505,2005999.497991968,87.0,76564602880,,,,False,False,10.0,"['P/E 67.8% below sector (11.9 vs 37.1)', 'Corrected 31.0% from 52W high']",26.0,"['Earnings growth: 183.1%', 'Balanced RSI: 45.0', 'Strong liquidity', 'Profit margin: 21.7%']",23,['High debt-to-equity: 4.46'],59.0,
FIVESTAR,Five-Star Business Finance Limited,Financial Services,Credit Services,469.6499938964844,825.1401329076257,338.1499938964844,56.91760407308435,13862.9054464,12.604671,9.582092,1.8747679,,16.058001,48.518001999999996,4.1000000000000005,-3.6999999999999997,-3.5000000000000004,111.115,329.678,327.731,49.73045192975442,1.2682210599926036,56.48870879927574,1552178.447580645,43.0,22646188032,,,,False,False,14.015328486007133,"['P/E 66.0% below sector (12.6 vs 37.1)', 'Strong P/B-ROE combo (P/B: 1.87, ROE: 16.1%)']",23.352667,"['Balanced RSI: 49.7', 'Strong liquidity', 'Profit margin: 48.5%']",21,"['High debt-to-equity: 1.11', 'High max drawdown: 56.5%']",58.36799548600713,
NMDC,NMDC Limited,Basic Materials,Steel,86.79000091552734,92.7699966430664,63.333055921097966,93.5539550027719,76304.1808384,11.056051,9.459648,2.3509495,,,24.884,15.9,-6.5,-6.7,11.21,,,43.72197066502902,0.8400976882907194,11.374195220745117,22794296.62248996,394.0,277323513856,,,,False,False,10.0,['P/E 58.6% below sector (11.1 vs 26.7)'],18.0,"['Balanced RSI: 43.7', 'Strong liquidity', 'Profit margin: 24.9%']",30,[],58.0,
ABCAPITAL,Aditya Birla Capital Limited,Financial Services,Financial Conglomerates,352.95001220703125,375.95001220703125,199.00999450683594,93.88216538018513,92491.3369088,24.803234,14.349767,2.686216,,11.181000000000001,11.645000399999999,7.7,30.099999999999998,30.599999999999998,491.748,69.788,58.157,55.51884122749656,1.0238197205951745,19.722562889852544,5778595.678714859,0.0,323269885952,,,,False,False,10.0,['P/E 53.0% below sector (24.8 vs 52.8)'],21.8425002,"['Earnings growth: 30.1%', 'Balanced RSI: 55.5', 'Strong liquidity', 'Profit margin: 11.6%']",25,['High debt-to-equity: 4.92'],56.8425002,
BANKINDIA,Bank of India Limited,Financial Services,Banks - Regional,143.86000061035156,178.36000061035156,105.01016895069674,80.65709807022859,65494.679552,6.3542404,5.768822,0.75771224,,12.049999999999999,31.186000000000003,8.9,6.7,6.7,,,,39.335459427044995,0.9797610546391318,22.69186915777594,10143681.248995984,290.0,314905919488,,,,False,False,10.0,"['P/E 88.0% below sector (6.4 vs 52.8)', 'Corrected 19.3% from 52W high']",16.0,"['Strong liquidity', 'Profit margin: 31.2%']",30,[],56.0,
FEDERALBNK,The Federal Bank Limited,Financial Services,Banks - Regional,292.45001220703125,302.0,183.99616636888095,96.83775238643419,72061.845504,16.73055,12.308595,1.9799601,,11.731,29.906,12.3,22.2,22.900000000000002,,,,44.81133795639631,0.7685944505605683,15.174253484688057,8782703.726907631,40.0,145300701184,,,,False,False,10.0,['P/E 68.3% below sector (16.7 vs 52.8)'],18.0,"['Balanced RSI: 44.8', 'Strong liquidity', 'Profit margin: 29.9%']",28,[],56.0,
IRCTC,Indian Railway Catering & Tourism Corporation Limited,Consumer Cyclical,Travel Services,556.7999877929688,808.7690463867202,492.6499938964844,68.84536324437049,44544.0,31.29848,25.777777,10.442806,,,28.371000000000002,18.4,15.7,15.6,1.836,,,47.58505730338434,0.658046879252237,38.0112839079598,1321715.1767068272,168.0,50236735488,,,,False,False,10.0,"['P/E 68.4% below sector (31.3 vs 99.2)', 'Corrected 31.2% from 52W high']",18.0,"['Balanced RSI: 47.6', 'Strong liquidity', 'Profit margin: 28.4%']",26,[],54.0,
PGEL,PG Electroplast Limited,Technology,Electronic Components,510.3999938964844,898.1041210795671,436.54998779296875,56.83082639493486,14570.8793856,52.028538,36.25572,5.3929543,,,5.0520000000000005,45.9,47.599999999999994,56.699999999999996,20.346,,,29.258509876562243,1.5800627141418242,47.94612940513481,3534020.5381526104,5.0,54813835264,,,,False,False,10.0,['P/E 60.6% below sector (52.0 vs 131.9)'],20.0,"['Revenue growth: 45.9%', 'Earnings growth: 47.6%', 'Strong liquidity']",23,"['High beta: 1.58', 'High max drawdown: 47.9%']",53.0,
CONCOR,Container Corporation of India Limited,Industrials,Railroads,530.0,641.2302720533197,421.45001220703125,82.6536149490973,40365.7490432,31.566406,24.651163,3.1565654,,,14.035,4.5,-8.9,-8.9,7.016,,,66.12499237060547,0.7610593548575817,33.59772254817896,1746579.0803212852,254.0,91035000832,,,,False,True,10.0,"['P/E 53.1% below sector (31.6 vs 67.3)', 'Corrected 17.3% from 52W high']",15.0175,"['Strong liquidity', 'Profit margin: 14.0%']",26,[],51.0175,
ASHOKLEY,Ashok Leyland Limited,Industrials,Farm & Heavy Construction Machinery,161.52000427246094,215.4199981689453,110.08861761310224,74.97911319532517,94874.50112,28.689165,21.732433,7.520253,,,6.152,23.599999999999998,6.6000000000000005,6.800000000000001,327.886,,,31.539028455199556,1.0460436799664998,29.954698129495068,16969615.289156627,185.0,538111901696,80716.78525439999,1.5,18.0,True,True,10.0,"['P/E 57.3% below sector (28.7 vs 67.3)', 'Corrected 25.0% from 52W high']",15.719999999999999,"['Revenue growth: 23.6%', 'Strong liquidity', 'Strong order book: 1.5x revenue (18 months)']",25,['High debt-to-equity: 3.28'],50.72,True
FORCEMOT,Force Motors Limited,Consumer Cyclical,Auto Manufacturers,20626.0,26450.0,9945.044095144376,77.98109640831758,27177.3581312,19.878757,,6.479515,,33.507999999999996,13.217,8.200000000000001,-37.0,-35.9,,1.874,0.5,41.0352264557872,1.7036881677660143,29.959423655174994,119603.23694779117,19.0,91675099136,,,,False,False,10.0,"['P/E 76.5% below sector (19.9 vs 84.6)', 'Corrected 22.0% from 52W high']",18.6085,"['Balanced RSI: 41.0', 'Profit margin: 13.2%']",22,"['Low trading volume', 'High beta: 1.70']",50.6085,
PNBHOUSING,PNB Housing Finance Limited,Financial Services,Mortgage Finance,1072.800048828125,1136.110567247901,729.5999755859375,94.42743336389006,27951.75936,12.213116,10.31417,1.4543641,,12.7,58.886002999999995,21.6,19.0,19.2,277.418,4.982,4.982,75.14764092312188,1.1425784893665156,32.998070062768,1590433.2891566264,46.0,38909501440,,,,False,False,10.0,['P/E 67.1% below sector (12.2 vs 37.1)'],17.32,"['Revenue growth: 21.6%', 'Strong liquidity', 'Profit margin: 58.9%']",23,['High debt-to-equity: 2.77'],50.32,
FSL,Firstsource Solutions Limited,Technology,Information Technology Services,260.9599914550781,395.17512550052356,202.0,66.0365429439795,18015.5826176,27.268547,16.509485,4.127155,,15.9,7.0569999999999995,19.5,27.900000000000002,27.700000000000003,66.635,0.794,0.689,62.17511094906016,1.344338886741913,47.09287146425161,2102161.5100401607,200.99999999999997,95563939840,,,,False,False,10.0,"['P/E 79.3% below sector (27.3 vs 131.9)', 'Corrected 34.0% from 52W high']",18.88,"['Earnings growth: 27.9%', 'Strong liquidity']",21,"['Low current ratio: 0.79', 'High max drawdown: 47.1%']",49.879999999999995,
APTUS,Aptus Value Housing Finance India Limited,Financial Services,Mortgage Finance,287.0,361.5309312302414,193.02999877929688,79.38463218717618,14371.315712,15.241635,11.142373,3.0752087,,,60.890995999999994,26.0,23.9,24.0,157.024,,,76.76181852472342,1.0179718844621581,45.49281499811706,2158269.550200803,168.0,14600003584,,,,False,False,10.0,"['P/E 58.9% below sector (15.2 vs 37.1)', 'Corrected 20.6% from 52W high']",18.2,"['Revenue growth: 26.0%', 'Strong liquidity', 'Profit margin: 60.9%']",21,"['High debt-to-equity: 1.57', 'High max drawdown: 45.5%']",49.2,
LICHSGFIN,LIC Housing Finance Limited,Financial Services,Mortgage Finance,585.5999755859375,635.3119818933732,458.8999938964844,92.17518200124564,32211.6878336,5.8718534,5.6802797,0.8362811,,,65.141,-2.0,-2.6,-2.6,679.251,,,60.89502210533299,0.7564795294050533,26.54710599971473,1637984.1124497992,172.0,84194304000,,,,False,False,10.0,['P/E 88.9% below sector (5.9 vs 52.8)'],16.0,"['Strong liquidity', 'Profit margin: 65.1%']",23,['High debt-to-equity: 6.79'],49.0,
