symbol,name,sector,risk_score,volatility_risk_score,concentration_risk_score,liquidity_risk_score,beta_score,beta,volatility_score,annual_volatility_pct,drawdown_score,max_drawdown_pct,volatility_risk_total,institutional_score,institutional_holding_pct,promoter_score,promoter_holding_pct,float_score,float_pct,concentration_risk_total,volume_score,avg_volume,mcap_score,market_cap_cr,liquidity_risk_total,risk_flags
DDEVPLSTIK,Ddev Plastiks Industries Limited,Basic Materials,6.5,4.0,1.0,1.5,1,-0.02,2.0,44.4,1.0,45.9,4.0,1.0,0.0,0.0,81.1,0.0,14.6,1.0,1.0,176451,0.5,2501.0,1.5,NONE
LATTEYS,Latteys Industries Limited,Industrials,6.5,3.0,2.5,1.0,2,1.61,1.0,59.3,0.0,54.2,3.0,1.0,,1.0,,0.5,30.1,2.5,1.0,119188,0.0,141.0,1.0,"HIGH_BETA,SEVERE_DRAWDOWN"
PASHUPATI,Pashupati Cotspin Limited,Consumer Cyclical,6.5,6.0,0.0,0.5,1,-0.16,2.5,28.7,2.5,24.4,6.0,0.0,0.0,0.0,88.4,0.0,18.9,0.0,0.0,71877,0.5,1440.0,0.5,LOW_LIQUIDITY
ICDSLTD,ICDS Limited,Real Estate,6.5,4.0,2.5,0.0,2,,1.0,61.7,1.0,42.4,4.0,1.0,4.9,1.0,76.5,0.5,,2.5,0.0,3983,0.0,60.0,0.0,"HIGH_VOLATILITY,LOW_LIQUIDITY"
CROWN,Crown Lifters Limited,Industrials,6.5,4.0,2.5,0.0,2,,1.0,55.2,1.0,49.8,4.0,1.0,,1.0,,0.5,31.1,2.5,0.0,26404,0.0,143.0,0.0,LOW_LIQUIDITY
BALKRISHNA,Balkrishna Paper Mills Limited,Consumer Cyclical,6.5,4.0,2.5,0.0,1,0.04,2.0,43.4,1.0,47.8,4.0,0.0,0.0,2.0,68.1,0.5,31.6,2.5,0.0,50804,0.0,59.0,0.0,LOW_LIQUIDITY
IMPEXFERRO,Impex Ferro Tech Limited,Basic Materials,6.5,4.0,2.5,0.0,1,-0.57,2.0,40.2,1.0,42.4,4.0,0.0,0.0,2.0,69.1,0.5,34.8,2.5,0.0,13868,0.0,15.0,0.0,LOW_LIQUIDITY
NECCLTD,North Eastern Carrying Corporation Limited,Industrials,6.5,4.0,2.5,0.0,2,0.41,2.0,40.6,0.0,58.8,4.0,0.0,0.0,2.0,69.1,0.5,37.5,2.5,0.0,85830,0.0,150.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
EMMBI,Emmbi Industries Limited,Consumer Cyclical,6.5,4.0,2.5,0.0,2,0.43,2.0,36.5,0.0,50.7,4.0,0.0,0.0,2.0,65.6,0.5,35.4,2.5,0.0,22989,0.0,163.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
EVERESTIND,Everest Industries Limited,Industrials,6.5,3.0,3.5,0.0,1,0.12,2.0,44.6,0.0,59.7,3.0,1.0,0.3,2.0,67.6,0.5,31.8,3.5,0.0,14886,0.0,603.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
ARCHIDPLY,Archidply Industries Limited,Basic Materials,6.5,4.0,2.5,0.0,1,0.2,2.0,40.2,1.0,44.1,4.0,0.0,0.0,2.0,69.9,0.5,30.1,2.5,0.0,23910,0.0,165.0,0.0,LOW_LIQUIDITY
MODIS,Modi's Navnirman Limited,Real Estate,6.5,5.5,1.0,0.0,1,0.16,2.0,37.4,2.5,26.6,5.5,0.0,0.0,1.0,78.6,0.0,20.7,1.0,0.0,40509,0.0,711.0,0.0,LOW_LIQUIDITY
KAPSTON,Kapston Services Limited,Industrials,6.5,4.0,2.5,0.0,1,0.19,1.0,53.6,2.0,36.7,4.0,1.0,,1.0,,0.5,,2.5,0.0,19454,0.0,998.0,0.0,LOW_LIQUIDITY
JITFINFRA,JITF Infralogistics Limited,Industrials,6.5,3.0,3.5,0.0,2,,1.0,59.0,0.0,50.9,3.0,1.0,1.9,2.0,63.0,0.5,34.4,3.5,0.0,47552,0.0,766.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
ACEINTEG,Ace Integrated Solutions Limited,Industrials,6.5,4.0,2.5,0.0,1,0.07,2.0,49.1,1.0,45.9,4.0,1.0,,1.0,,0.5,27.0,2.5,0.0,15203,0.0,19.0,0.0,LOW_LIQUIDITY
DCM,DCM Limited,Industrials,6.5,3.0,3.5,0.0,1,0.4,2.0,41.9,0.0,56.3,3.0,1.0,3.3,2.0,66.0,0.5,27.6,3.5,0.0,28939,0.0,156.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
ELECTHERM,Electrotherm (India) Limited,Basic Materials,6.5,4.0,2.5,0.0,3,0.74,1.0,53.4,0.0,55.9,4.0,0.0,0.0,2.0,70.0,0.5,32.9,2.5,0.0,32073,0.0,909.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
ALKALI,Alkali Metals Limited,Basic Materials,6.5,4.0,2.5,0.0,2,0.48,2.0,45.4,0.0,55.8,4.0,0.0,0.0,2.0,69.6,0.5,30.1,2.5,0.0,16041,0.0,67.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
COMPINFO,Compuage Infocom Limited,Technology,6.5,4.0,2.5,0.0,2,0.45,2.0,47.0,0.0,69.3,4.0,0.0,0.0,1.5,43.7,1.0,54.6,2.5,0.0,27020,0.0,12.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
ACCURACY,Accuracy Shipping Limited,Industrials,6.5,3.0,2.5,1.0,1,0.12,2.0,46.3,0.0,62.4,3.0,0.0,0.0,2.0,63.7,0.5,33.1,2.5,1.0,167345,0.0,86.0,1.0,SEVERE_DRAWDOWN
MAZDA,Mazda Limited,Industrials,6.5,4.0,2.5,0.0,1,-0.09,2.0,45.8,1.0,48.6,4.0,0.0,0.0,2.0,62.4,0.5,37.6,2.5,0.0,50600,0.0,393.0,0.0,LOW_LIQUIDITY
INSECTICID,Insecticides (India) Limited,Basic Materials,6.5,3.5,2.5,0.5,1,0.39,2.5,34.7,0.0,50.6,3.5,1.0,9.4,1.0,75.5,0.5,27.1,2.5,0.0,48420,0.5,2103.0,0.5,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
NRL,Nupur Recyclers Limited,Industrials,6.5,4.0,2.5,0.0,1,0.3,2.0,38.9,1.0,48.3,4.0,1.0,,1.0,,0.5,27.4,2.5,0.0,75365,0.0,370.0,0.0,LOW_LIQUIDITY
BVCL,Barak Valley Cements Limited,Basic Materials,6.5,4.0,2.5,0.0,3,0.77,1.0,61.7,0.0,52.6,4.0,0.0,0.0,2.0,67.3,0.5,33.1,2.5,0.0,60687,0.0,93.0,0.0,"HIGH_VOLATILITY,SEVERE_DRAWDOWN,LOW_LIQUIDITY"
BCG,Brightcom Group Limited,Communication Services,6.5,1.0,2.0,3.5,1,-0.01,0.0,115.8,0.0,60.6,1.0,1.0,1.4,0.0,23.7,1.0,79.6,2.0,3.0,7806920,0.5,1867.0,3.5,"HIGH_VOLATILITY,SEVERE_DRAWDOWN"
ORTEL,Ortel Communications Limited,Communication Services,6.5,3.0,3.5,0.0,1,-0.18,1.0,51.5,1.0,46.5,3.0,1.0,7.3,2.0,62.5,0.5,30.3,3.5,0.0,8725,0.0,5.0,0.0,LOW_LIQUIDITY
BAGFILMS,B.A.G. Films and Media Limited,Communication Services,6.5,3.0,2.5,1.0,1,0.39,2.0,46.1,0.0,53.1,3.0,0.0,0.0,2.0,62.6,0.5,37.9,2.5,1.0,126223,0.0,103.0,1.0,SEVERE_DRAWDOWN
ORIENTCER,Orient Ceratech Limited,Basic Materials,6.5,5.0,0.5,1.0,1,0.35,2.0,49.2,2.0,37.4,5.0,0.0,0.0,0.0,80.2,0.5,30.7,0.5,1.0,123072,0.0,488.0,1.0,NONE
KRONOX,KRONOX,Basic Materials,6.5,4.0,1.5,1.0,2,,2.0,40.8,0.0,51.9,4.0,0.0,0.0,1.0,75.9,0.5,25.6,1.5,1.0,117312,0.0,488.0,1.0,SEVERE_DRAWDOWN
ACL,Andhra Cements Limited,Basic Materials,6.5,4.0,2.5,0.0,2,,2.0,42.8,0.0,61.1,4.0,0.0,0.0,1.5,75.0,1.0,48.8,2.5,0.0,41906,0.0,514.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
BONLON,Bonlon Industries Limited,Basic Materials,6.5,5.5,1.0,0.0,1,0.15,2.0,49.8,2.5,21.2,5.5,0.0,0.0,1.0,78.6,0.0,7.7,1.0,0.0,17599,0.0,78.0,0.0,LOW_LIQUIDITY
LAMBODHARA,Lambodhara Textiles Limited,Consumer Cyclical,6.5,4.0,2.5,0.0,1,0.38,2.0,45.9,1.0,45.4,4.0,0.0,0.0,1.5,74.3,1.0,61.5,2.5,0.0,30770,0.0,110.0,0.0,LOW_LIQUIDITY
OSWALSEEDS,ShreeOswal Seeds and Chemicals Limited,Basic Materials,6.5,4.0,2.5,0.0,1,-0.86,2.0,46.2,1.0,47.3,4.0,1.0,,1.0,,0.5,34.3,2.5,0.0,83481,0.0,110.0,0.0,LOW_LIQUIDITY
GVPTECH,GVP Infotech Limited,Technology,6.5,3.0,2.5,1.0,2,,1.0,52.8,0.0,50.7,3.0,1.0,,1.0,,0.5,,2.5,1.0,118434,0.0,111.0,1.0,SEVERE_DRAWDOWN
GTL,GTL Limited,Communication Services,6.5,3.0,1.0,2.5,2,,1.0,52.3,0.0,58.2,3.0,0.0,0.0,0.0,24.2,1.0,82.1,1.0,2.5,633675,0.0,119.0,2.5,SEVERE_DRAWDOWN
JHS,JHS Svendgaard Laboratories Limited,Consumer Defensive,6.5,3.0,2.5,1.0,2,0.52,1.0,54.8,0.0,57.7,3.0,0.0,0.0,1.5,50.0,1.0,52.9,2.5,1.0,140980,0.0,74.0,1.0,SEVERE_DRAWDOWN
NGIL,Nakoda Group of Industries Limited,Consumer Defensive,6.5,4.0,2.5,0.0,1,-0.11,1.0,51.3,2.0,37.9,4.0,0.0,0.0,2.0,57.3,0.5,37.4,2.5,0.0,67263,0.0,73.0,0.0,LOW_LIQUIDITY
PALREDTEC,Palred Technologies Limited,Technology,6.5,4.0,2.5,0.0,2,0.56,2.0,48.6,0.0,59.5,4.0,0.0,0.0,2.0,61.4,0.5,38.8,2.5,0.0,8500,0.0,48.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
ANSALAPI,Ansal Properties & Infrastructure Limited,Real Estate,6.5,3.5,3.0,0.0,1,-0.1,2.5,25.7,0.0,50.9,3.5,0.0,0.0,2.0,52.7,1.0,43.5,3.0,0.0,41773,0.0,70.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
NELCAST,Nelcast Limited,Industrials,6.5,4.0,0.0,2.5,2,,1.0,55.8,1.0,49.3,4.0,0.0,0.0,0.0,80.6,0.0,16.4,0.0,2.0,276123,0.5,1241.0,2.5,NONE
HBSL,HB Stockholdings Limited,Financial Services,6.5,4.0,2.5,0.0,3,1.25,1.0,57.1,0.0,62.7,4.0,0.0,0.0,2.0,62.2,0.5,37.8,2.5,0.0,38379,0.0,43.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
COUNCODOS,Country Condo's Limited,Real Estate,6.5,4.0,2.5,0.0,2,0.59,2.0,49.1,0.0,56.6,4.0,0.0,0.0,2.0,58.2,0.5,36.7,2.5,0.0,80677,0.0,39.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
MADHAV,Madhav Marbles and Granites Limited,Industrials,6.5,4.0,2.5,0.0,1,0.36,2.0,42.9,1.0,41.5,4.0,0.0,0.0,2.0,62.4,0.5,38.3,2.5,0.0,21859,0.0,34.0,0.0,LOW_LIQUIDITY
NRAIL,N R Agarwal Industries Limited,Basic Materials,6.5,5.5,1.0,0.0,2,,1.0,53.8,2.5,23.2,5.5,0.0,0.0,1.0,79.6,0.0,19.6,1.0,0.0,19449,0.0,780.0,0.0,LOW_LIQUIDITY
MKPL,M. K. Proteins Limited,Consumer Defensive,6.5,3.0,1.5,2.0,1,0.13,2.0,49.6,0.0,57.0,3.0,0.0,0.0,1.5,74.8,0.0,24.0,1.5,2.0,259589,0.0,193.0,2.0,SEVERE_DRAWDOWN
CYBERTECH,CyberTech Systems and Software Limited,Technology,6.5,3.0,2.5,1.0,2,,1.0,55.4,0.0,60.7,3.0,0.0,0.0,2.0,58.9,0.5,39.3,2.5,1.0,166871,0.0,429.0,1.0,SEVERE_DRAWDOWN
BIL,Bhartiya International Ltd.,Consumer Cyclical,6.5,5.0,1.5,0.0,1,0.21,2.0,42.9,2.0,35.2,5.0,0.0,0.0,1.0,78.1,0.5,27.0,1.5,0.0,7841,0.0,985.0,0.0,LOW_LIQUIDITY
AGARIND,Agarwal Industrial Corporation Limited,Basic Materials,6.5,3.0,3.5,0.0,1,0.22,2.0,43.5,0.0,66.1,3.0,1.0,0.1,2.0,66.2,0.5,36.1,3.5,0.0,39083,0.0,621.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
DCMSIL,DCM Shriram International Limited,Industrials,6.5,4.0,1.5,1.0,2,,0.0,99.8,2.0,38.1,4.0,1.0,0.4,0.0,0.0,0.5,,1.5,1.0,197565,0.0,542.0,1.0,HIGH_VOLATILITY
AHLEAST,Asian Hotels (East) Limited,Consumer Cyclical,6.5,6.0,0.5,0.0,1,-0.3,2.5,32.3,2.5,21.4,6.0,0.0,0.0,0.0,83.4,0.5,26.8,0.5,0.0,7776,0.0,279.0,0.0,LOW_LIQUIDITY
MADHUCON,Madhucon Projects Limited,Industrials,6.5,4.0,2.5,0.0,2,0.53,2.0,48.2,0.0,58.9,4.0,0.0,0.0,2.0,61.9,0.5,38.1,2.5,0.0,40245,0.0,40.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
NAGREEKCAP,Nagreeka Capital & Infrastructure Ltd.,Financial Services,6.5,4.0,2.5,0.0,2,0.51,1.0,60.2,1.0,48.1,4.0,0.0,0.0,2.0,69.2,0.5,30.8,2.5,0.0,21880,0.0,36.0,0.0,"HIGH_VOLATILITY,LOW_LIQUIDITY"
GLOTTIS,GLOTTIS,Industrials,6.5,3.0,1.0,2.5,2,,1.0,50.6,0.0,54.4,3.0,0.0,0.0,1.0,77.1,0.0,24.9,1.0,2.5,618329,0.0,535.0,2.5,SEVERE_DRAWDOWN
ASMS,Avio Smart Market Stack Limited,Technology,6.5,2.0,1.5,3.0,1,0.33,1.0,57.6,0.0,58.8,2.0,0.0,0.0,1.5,70.5,0.0,21.1,1.5,3.0,1200384,0.0,231.0,3.0,SEVERE_DRAWDOWN
CLEDUCATE,CL Educate Limited,Consumer Defensive,6.5,3.0,3.5,0.0,2,,1.0,52.7,0.0,67.5,3.0,1.0,4.8,2.0,64.5,0.5,34.0,3.5,0.0,75790,0.0,229.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
OSWALAGRO,Oswal Agro Mills Limited,Real Estate,6.5,2.0,2.5,2.0,1,0.07,1.0,55.7,0.0,67.4,2.0,0.0,0.0,2.0,58.8,0.5,38.2,2.5,2.0,206607,0.0,626.0,2.0,SEVERE_DRAWDOWN
INFOMEDIA,Infomedia Press Limited,Financial Services,6.5,4.0,2.5,0.0,2,0.49,2.0,47.0,0.0,52.0,4.0,0.0,0.0,2.0,60.7,0.5,33.8,2.5,0.0,20852,0.0,28.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
KALYANIFRG,Kalyani Forge Limited,Consumer Cyclical,6.5,5.0,1.5,0.0,1,-0.27,2.0,39.1,2.0,36.7,5.0,0.0,0.0,1.0,78.1,0.5,37.2,1.5,0.0,2131,0.0,225.0,0.0,LOW_LIQUIDITY
DSFCL,DSFCL,Basic Materials,6.5,2.0,3.5,1.0,2,,0.0,74.1,0.0,61.5,2.0,1.0,7.8,2.0,53.5,0.5,39.8,3.5,1.0,130650,0.0,241.0,1.0,"HIGH_VOLATILITY,SEVERE_DRAWDOWN"
NKIND,N.K Industries Limited,Consumer Defensive,6.5,5.5,1.0,0.0,1,-0.33,2.0,47.7,2.5,28.7,5.5,0.0,0.0,1.0,79.3,0.0,20.7,1.0,0.0,3349,0.0,40.0,0.0,LOW_LIQUIDITY
BANSWRAS,Banswara Syntex Limited,Consumer Cyclical,6.5,4.0,2.5,0.0,1,-0.09,2.0,37.5,1.0,40.0,4.0,0.0,0.0,2.0,67.9,0.5,28.9,2.5,0.0,38269,0.0,412.0,0.0,LOW_LIQUIDITY
MHLXMIRU,Mahalaxmi Rubtech Limited,Consumer Cyclical,6.5,5.5,1.0,0.0,1,0.06,2.5,33.8,2.0,32.8,5.5,0.0,0.0,1.0,78.9,0.0,21.1,1.0,0.0,13895,0.0,187.0,0.0,LOW_LIQUIDITY
NDGL,Naga Dhunseri Group Limited,Financial Services,6.5,4.0,2.5,0.0,2,,2.0,38.2,0.0,52.1,4.0,1.0,,1.0,,0.5,,2.5,0.0,237,0.0,254.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
BALAJEE,BALAJEE,Consumer Cyclical,6.5,4.0,1.5,1.0,2,,2.0,46.6,0.0,63.4,4.0,0.0,0.0,1.5,72.0,0.0,19.8,1.5,1.0,157023,0.0,259.0,1.0,SEVERE_DRAWDOWN
LGHL,LGHL,Consumer Cyclical,6.5,3.0,2.0,1.5,1,-0.11,1.0,51.0,1.0,42.1,3.0,1.0,,1.0,,0.0,25.0,2.0,1.0,102813,0.5,1224.0,1.5,NONE
NPST,NPST,Technology,6.0,2.0,3.5,0.5,1,0.35,1.0,55.2,0.0,62.7,2.0,1.0,9.4,2.0,66.9,0.5,29.9,3.5,0.0,28332,0.5,2192.0,0.5,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
BIRLAMONEY,Aditya Birla Money Limited,Financial Services,6.0,3.0,2.0,1.0,1,0.35,2.0,39.7,0.0,53.4,3.0,0.0,0.0,1.5,74.5,0.5,25.5,2.0,1.0,103261,0.0,789.0,1.0,SEVERE_DRAWDOWN
AAATECH,AAA Technologies Limited,Technology,6.0,4.0,2.0,0.0,1,0.38,1.0,52.2,2.0,34.0,4.0,0.0,0.0,1.5,70.4,0.5,37.2,2.0,0.0,77108,0.0,120.0,0.0,LOW_LIQUIDITY
MASTERTR,Master Trust Limited,Financial Services,6.0,3.0,0.0,3.0,2,,1.0,56.6,0.0,66.4,3.0,0.0,0.0,0.0,84.5,0.0,7.3,0.0,2.5,529593,0.5,1144.0,3.0,SEVERE_DRAWDOWN
NACLIND,NACL Industries Limited,Basic Materials,6.0,2.0,1.5,2.5,1,0.31,1.0,56.7,0.0,64.1,2.0,0.0,0.0,1.5,71.4,0.0,13.6,1.5,2.0,330263,0.5,3785.0,2.5,SEVERE_DRAWDOWN
ARSHIYA,Arshiya Limited,Industrials,6.0,4.0,1.0,1.0,2,0.47,2.0,49.5,0.0,63.0,4.0,0.0,0.0,0.0,28.4,1.0,85.6,1.0,1.0,161132,0.0,32.0,1.0,SEVERE_DRAWDOWN
ATAM,Atam Valves Limited,Industrials,6.0,3.0,3.0,0.0,1,0.07,2.0,47.2,0.0,59.3,3.0,0.0,0.0,2.0,56.2,1.0,44.9,3.0,0.0,28358,0.0,83.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
FOCUS,Focus Lighting and Fixtures Limited,Consumer Cyclical,6.0,3.0,3.0,0.0,1,0.17,2.0,47.9,0.0,53.9,3.0,1.0,,1.0,,1.0,48.8,3.0,0.0,98223,0.0,568.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
FLFL,Future Lifestyle Fashions Limited,Consumer Cyclical,6.0,4.0,2.0,0.0,1,0.32,2.0,46.8,1.0,47.0,4.0,1.0,3.2,0.0,0.0,1.0,84.7,2.0,0.0,53758,0.0,32.0,0.0,LOW_LIQUIDITY
ORTINGLOBE,Ortin Global Limited,Healthcare,6.0,5.0,1.0,0.0,2,0.52,1.0,50.5,2.0,37.9,5.0,0.0,0.0,0.0,26.0,1.0,68.5,1.0,0.0,16126,0.0,12.0,0.0,LOW_LIQUIDITY
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,Consumer Cyclical,6.0,6.0,0.0,0.0,1,-0.05,2.5,28.6,2.5,25.0,6.0,0.0,0.0,0.0,82.0,0.0,17.4,0.0,0.0,50039,0.0,486.0,0.0,LOW_LIQUIDITY
HITECHCORP,Hitech Corporation Limited,Consumer Cyclical,6.0,5.0,1.0,0.0,2,0.42,2.0,42.1,1.0,47.0,5.0,0.0,0.0,1.0,75.4,0.0,24.7,1.0,0.0,12486,0.0,231.0,0.0,LOW_LIQUIDITY
KUANTUM,Kuantum Papers Limited,Basic Materials,6.0,4.5,1.5,0.0,1,0.07,2.5,33.5,1.0,49.1,4.5,0.0,0.0,1.5,74.9,0.0,21.5,1.5,0.0,65066,0.0,683.0,0.0,LOW_LIQUIDITY
DPSCLTD,India Power Corporation Limited,Utilities,6.0,4.0,1.0,1.0,2,0.59,2.0,35.0,0.0,50.5,4.0,1.0,0.1,0.0,0.0,0.0,12.9,1.0,1.0,179319,0.0,965.0,1.0,SEVERE_DRAWDOWN
MONEYBOXX,Moneyboxx Finance Limited,Financial Services,6.0,3.0,3.0,0.0,1,0.31,1.0,51.7,1.0,41.7,3.0,0.0,0.0,2.0,59.6,1.0,45.7,3.0,0.0,59688,0.0,492.0,0.0,LOW_LIQUIDITY
MOHITIND,Mohit Industries Limited,Consumer Cyclical,6.0,3.0,3.0,0.0,1,0.23,2.0,43.7,0.0,50.6,3.0,0.0,0.0,2.0,59.9,1.0,40.3,3.0,0.0,23495,0.0,32.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
KRITINUT,Kriti Nutrients Limited,Consumer Defensive,6.0,6.0,0.0,0.0,4,0.92,2.0,46.8,0.0,56.4,6.0,0.0,0.0,0.0,81.0,0.0,18.9,0.0,0.0,33385,0.0,427.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
ENERGYDEV,Energy Development Company Limited,Utilities,6.0,2.0,3.0,1.0,1,0.37,1.0,53.5,0.0,53.0,2.0,0.0,0.0,2.0,58.2,1.0,42.3,3.0,1.0,124135,0.0,79.0,1.0,SEVERE_DRAWDOWN
DUCON,Ducon Infratechnologies Limited,Industrials,6.0,2.0,1.5,2.5,1,-0.2,1.0,54.5,0.0,67.2,2.0,0.0,0.0,1.5,42.2,0.0,16.4,1.5,2.5,630579,0.0,107.0,2.5,SEVERE_DRAWDOWN
DONEAR,Donear Industries Limited,Consumer Cyclical,6.0,5.0,1.0,0.0,1,0.07,2.0,36.1,2.0,36.2,5.0,0.0,0.0,1.0,76.8,0.0,22.6,1.0,0.0,60167,0.0,488.0,0.0,LOW_LIQUIDITY
IITL,Industrial Investment Trust Limited,Financial Services,6.0,4.0,2.0,0.0,1,0.18,2.0,39.4,1.0,40.1,4.0,1.0,1.0,1.0,78.9,0.0,7.7,2.0,0.0,32814,0.0,368.0,0.0,LOW_LIQUIDITY
ATLANTAA,Atlantaa Limited,Industrials,6.0,4.0,1.0,1.0,4,1.0,0.0,70.9,0.0,52.6,4.0,0.0,0.0,1.0,79.9,0.0,19.1,1.0,1.0,194731,0.0,362.0,1.0,"HIGH_VOLATILITY,SEVERE_DRAWDOWN"
KANPRPLA,Kanpur Plastipack Limited,Consumer Cyclical,6.0,5.0,1.0,0.0,2,,1.0,54.9,2.0,35.5,5.0,0.0,0.0,1.0,79.5,0.0,18.0,1.0,0.0,23281,0.0,480.0,0.0,LOW_LIQUIDITY
JINDALPHOT,Jindal Photo Limited,Financial Services,6.0,5.0,0.5,0.5,2,,1.0,60.7,2.0,36.9,5.0,0.0,0.0,0.0,83.5,0.5,26.3,0.5,0.0,23375,0.5,1062.0,0.5,"HIGH_VOLATILITY,LOW_LIQUIDITY"
DHARMAJ,Dharmaj Crop Guard Limited,Basic Materials,6.0,4.0,2.0,0.0,1,0.01,2.0,40.4,1.0,42.1,4.0,0.0,0.0,1.5,73.6,0.5,28.4,2.0,0.0,56162,0.0,896.0,0.0,LOW_LIQUIDITY
ARTNIRMAN,Art Nirman Limited,Real Estate,6.0,4.0,2.0,0.0,3,0.73,1.0,58.9,0.0,56.6,4.0,1.0,,1.0,,0.0,24.1,2.0,0.0,8951,0.0,96.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
NIBL,NRB Industrial Bearings Limited,Industrials,6.0,5.0,1.0,0.0,3,0.61,1.0,69.8,1.0,40.9,5.0,0.0,0.0,1.0,75.9,0.0,22.7,1.0,0.0,61025,0.0,80.0,0.0,"HIGH_VOLATILITY,LOW_LIQUIDITY"
KSR,KSR Footwear Limited,Consumer Cyclical,6.0,2.0,3.0,1.0,2,,0.0,73.3,0.0,52.2,2.0,1.0,1.3,1.5,71.8,0.5,32.9,3.0,1.0,112001,0.0,70.0,1.0,"HIGH_VOLATILITY,SEVERE_DRAWDOWN"
MODINATUR,Modi Naturals Limited,Consumer Defensive,6.0,5.0,1.0,0.0,2,,1.0,54.6,2.0,30.7,5.0,0.0,0.0,1.0,77.3,0.0,22.4,1.0,0.0,8064,0.0,563.0,0.0,LOW_LIQUIDITY
DCMSRIND,DCM Shriram Industries Limited,Consumer Defensive,6.0,1.0,4.0,1.0,1,0.25,0.0,78.8,0.0,82.4,1.0,1.0,7.8,2.0,58.1,1.0,48.2,4.0,1.0,147075,0.0,354.0,1.0,"HIGH_VOLATILITY,SEVERE_DRAWDOWN"
MURUDCERA,Murudeshwar Ceramics Ltd.,Industrials,6.0,4.5,1.5,0.0,1,0.29,2.5,34.6,1.0,46.3,4.5,0.0,0.0,1.0,75.8,0.5,25.7,1.5,0.0,49107,0.0,205.0,0.0,LOW_LIQUIDITY
BFINVEST,BF Investment Limited,Financial Services,6.0,4.5,1.0,0.5,1,0.28,2.5,30.6,1.0,42.4,4.5,1.0,0.0,0.0,82.6,0.0,17.2,1.0,0.0,44508,0.5,1535.0,0.5,LOW_LIQUIDITY
GILLANDERS,Gillanders Arbuthnot and Company Limited,Consumer Defensive,6.0,4.0,2.0,0.0,1,0.26,2.0,42.9,1.0,47.5,4.0,0.0,0.0,1.5,73.9,0.5,27.2,2.0,0.0,28053,0.0,201.0,0.0,LOW_LIQUIDITY
OMFREIGHT,OMFREIGHT,Industrials,6.0,5.0,0.0,1.0,2,,2.0,46.9,1.0,41.5,5.0,0.0,0.0,0.0,83.5,0.0,23.7,0.0,1.0,141394,0.0,301.0,1.0,NONE
DHRUV,Dhruv Consultancy Services Limited,Industrials,6.0,3.0,3.0,0.0,1,0.24,2.0,44.9,0.0,67.0,3.0,0.0,0.0,2.0,57.0,1.0,45.4,3.0,0.0,30908,0.0,55.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
BIOFILCHEM,Biofil Chemicals and Pharmaceuticals Limited,Healthcare,6.0,3.0,3.0,0.0,2,0.51,1.0,60.2,0.0,52.6,3.0,0.0,0.0,2.0,58.5,1.0,43.3,3.0,0.0,26410,0.0,53.0,0.0,"HIGH_VOLATILITY,SEVERE_DRAWDOWN,LOW_LIQUIDITY"
AKSHARCHEM,AksharChem (India) Limited,Basic Materials,6.0,4.0,2.0,0.0,2,0.55,2.0,41.7,0.0,53.6,4.0,0.0,0.0,1.5,71.2,0.5,28.7,2.0,0.0,8064,0.0,159.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
INDORAMA,Indo Rama Synthetics (India) Limited,Consumer Cyclical,6.0,3.0,1.0,2.0,1,0.23,2.0,46.2,0.0,59.3,3.0,1.0,0.0,0.0,86.3,0.0,13.3,1.0,2.0,316672,0.0,942.0,2.0,SEVERE_DRAWDOWN
