symbol,name,sector,market_cap_cr,avg_volume,current_price
PARADEEP,Paradeep Phosphates Limited,Basic Materials,12505.8,14914907,120.46
INDGN,INDEGENE LIMITED,Healthcare,12402.77,203859,516.1
AFCONS,AFCONS INFRASTRUCTURE LTD,Industrials,12375.95,3047521,336.5
MINDACORP,Minda Corporation Limited,Consumer Cyclical,12361.16,248857,525.2
GRAVITA,Gravita India Limited,Industrials,12295.6,229479,1688.1
HEG,HEG Limited,Industrials,12053.38,1762199,624.6
BLUEDART,Blue Dart Express Limited,Industrials,12032.43,28885,5071.0
CONCORDBIO,Concord Biotech Limited,Healthcare,11877.08,136978,1135.3
ARVIND,Arvind Limited,Consumer Cyclical,11823.99,945571,451.1
INDIAMART,IndiaMART InterMESH Limited,Communication Services,11760.97,79186,1956.5
JWL,Jupiter Wagons Limited,Industrials,11759.1,1380082,275.15
NUVOCO,Nuvoco Vistas Corporation Limited,Basic Materials,11671.86,354379,326.8
JUBLINGREA,Jubilant Ingrevia Limited,Basic Materials,11541.7,198231,731.8
HONASA,Honasa Consumer Limited,Consumer Defensive,11522.11,830802,354.0
MEDPLUS,MedPlus Health Services Limited,Healthcare,11412.32,188159,951.0
CANFINHOME,Can Fin Homes Limited,Financial Services,11312.11,155361,849.55
HOMEFIRST,Home First Finance Company India Limited,Financial Services,11237.64,196471,1075.8
LUMAXTECH,Lumax Auto Technologies Limited,Consumer Cyclical,11151.28,129352,1636.1
IEX,Indian Energy Exchange Limited,Financial Services,11140.26,6741311,125.27
NAZARA,Nazara Technologies Limited,Communication Services,11112.1,13675710,299.95
AAVAS,Aavas Financiers Limited,Financial Services,10978.28,50628,1384.7
METROPOLIS,Metropolis Healthcare Limited,Healthcare,10964.75,1011161,528.85
GODREJAGRO,Godrej Agrovet Limited,Consumer Defensive,10959.71,320208,569.75
JKTYRE,JK Tyre & Industries Limited,Consumer Cyclical,10898.78,605785,378.05
BALRAMCHIN,Balrampur Chini Mills Limited,Consumer Defensive,10897.24,1173871,539.6
ELECON,Elecon Engineering Company Limited,Industrials,10880.03,471025,484.85
FIRSTCRY,BRAINBEES SOLUTIONS LTD,Consumer Cyclical,10878.86,1917940,224.22
LLOYDSENT,Lloyds Enterprises Limited,Basic Materials,10762.19,3850241,70.5
MGL,Mahanagar Gas Limited,Utilities,10743.07,306416,1087.6
EDELWEISS,Edelweiss Financial Services Limited,Financial Services,10732.72,4414017,113.39
MANYAVAR,Vedant Fashions Limited,Consumer Cyclical,10685.96,241523,439.8
IIFLCAPS,IIFL Capital Services Limited,Financial Services,10680.65,694897,342.95
BBTC,The Bombay Burmah Trading Corporation Limited,Consumer Defensive,10624.87,74610,1522.8
ACE,Action Construction Equipment Limited,Industrials,10571.96,372480,888.25
PARKHOSPS,PARK MEDI WORLD LIMITED,Healthcare,10558.98,1733773,244.46
APOLLO,Apollo Micro Systems Limited,Industrials,10524.42,6969100,294.55
ASTRAMICRO,Astra Microwave Products Limited,Technology,10506.61,290122,1106.6
BLS,BLS International Services Limited,Industrials,10411.67,981059,252.9
DIACABS,Diamond Power Infrastructure Limited,Industrials,10352.35,10166907,196.45
FINPIPE,Finolex Industries Limited,Industrials,10262.16,233973,165.97
OLECTRA,Olectra Greentech Limited,Industrials,10159.13,962250,1237.7
ESABINDIA,ESAB India Limited,Industrials,10140.15,3806,6587.5
JAYNECOIND,Jayaswal Neco Industries Limited,Basic Materials,10103.24,4984490,104.05
NCC,NCC Limited,Industrials,10088.24,2918743,160.68
LLOYDSENGG,Lloyds Engineering Works Limited,Industrials,10061.0,24387294,70.59
KIRLPNU,Kirloskar Pneumatic Company Limited,Industrials,10012.66,159781,1541.4
EUREKAFORB,Eureka Forbes Limited,Consumer Cyclical,9902.91,185952,511.8
EMBDL,Embassy Developments Limited,Real Estate,9763.59,4666835,70.24
BLACKBUCK,BlackBuck Limited,Technology,9653.24,793913,530.7
CYIENT,Cyient Limited,Industrials,9615.89,356618,870.7
INTELLECT,Intellect Design Arena Limited,Technology,9540.45,653115,686.6
HCG,HealthCare Global Enterprises Limited,Healthcare,9513.54,197236,637.2
MMTC,MMTC Limited,Industrials,9448.5,1914775,62.99
MARKSANS,Marksans Pharma Limited,Healthcare,9400.88,2300777,207.45
KTKBANK,The Karnataka Bank Limited,Financial Services,9307.05,1674103,246.1
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,Consumer Cyclical,9047.86,176273,458.95
GRINFRA,G R Infraprojects Limited,Industrials,9046.14,138413,934.9
INDIASHLTR,India Shelter Finance Corporation Limited,Financial Services,8991.63,117693,826.55
BATAINDIA,Bata India Limited,Consumer Cyclical,8921.1,79421,694.1
GMRP&UI,GMR Power And Urban Infra Limited,Energy,8895.79,3637337,113.9
AVALON,Avalon Technologies Limited,Technology,8836.68,327442,1323.1
ALKYLAMINE,Alkyl Amines Chemicals Limited,Basic Materials,8810.07,1104452,1722.6
LEMONTREE,Lemon Tree Hotels Limited,Consumer Cyclical,8807.72,2482012,111.23
BSOFT,Birlasoft Limited,Technology,8787.05,1951568,314.4
CELLO,Cello World Limited,Consumer Cyclical,8769.14,189371,397.0
AXISCADES,AXISCADES Technologies Limited,Industrials,8754.15,128373,2058.3
AMAGI,AMAGI MEDIA LABS LIMITED,Technology,8750.91,91893,404.5
CARTRADE,CarTrade Tech Limited,Consumer Cyclical,8745.91,533890,1824.8
BANCOINDIA,Banco Products (India) Limited,Consumer Cyclical,8701.67,155882,608.35
JLHL,Jupiter Life Line Hospitals Limited,Healthcare,8697.33,113089,1326.5
GENUSPOWER,Genus Power Infrastructures Limited,Industrials,8686.96,836110,313.95
NESCO,Nesco Limited,Industrials,8669.39,39416,1230.4
ORKLAINDIA,ORKLA INDIA LIMITED,Consumer Defensive,8647.44,33970,631.25
MAHSEAMLES,Maharashtra Seamless Limited,Basic Materials,8639.6,152484,644.75
KPIGREEN,KPI Green Energy Limited,Utilities,8300.17,1114437,420.6
CLEAN,Clean Science and Technology Limited,Basic Materials,8147.75,410404,766.65
JKLAKSHMI,JK Lakshmi Cement Limited,Basic Materials,8115.32,188885,653.7
JYOTHYLAB,Jyothy Labs Limited,Consumer Defensive,8053.01,1282266,219.3
ISGEC,Isgec Heavy Engineering Limited,Industrials,7983.1,53794,1085.7
IMFA,Indian Metals and Ferro Alloys Limited,Basic Materials,7966.32,179039,1476.5
JSLL,JEENA SIKHO LIFECARE LTD,Healthcare,7944.06,575664,639.1
AKUMS,AKUMS DRUGS AND PHARMA L,Healthcare,7914.61,443765,516.95
BIRLACORPN,Birla Corporation Limited,Basic Materials,7844.15,384526,1018.65
MANORAMA,Manorama Industries Limited,Consumer Defensive,7795.54,455714,1305.6
EQUITASBNK,Equitas Small Finance Bank Limited,Financial Services,7758.13,2662564,67.96
KRBL,KRBL Limited,Consumer Defensive,7755.93,683599,338.85
MIDHANI,Mishra Dhatu Nigam Limited,Basic Materials,7644.41,1549842,408.05
ABFRL,Aditya Birla Fashion and Retail Limited,Consumer Cyclical,7621.88,2434324,62.66
GNFC,Gujarat Narmada Valley Fertilizers & Chemicals Limited,Basic Materials,7557.89,859689,514.35
GAEL,Gujarat Ambuja Exports Limited,Consumer Defensive,7466.7,1953402,162.79
BLUEJET,Blue Jet Healthcare Limited,Healthcare,7465.95,269392,430.4
63MOONS,63 moons technologies limited,Technology,7438.99,73267,645.95
KIRLFER,Kirloskar Ferrous Industries Limited,Industrials,7366.94,161604,446.55
GPPL,Gujarat Pipavav Port Limited,Industrials,7305.17,1008740,151.05
DYNAMATECH,Dynamatic Technologies Limited,Consumer Cyclical,7291.29,34103,10736.0
KRN,KRN HEAT EXCHANGE N REF L,Technology,7288.48,726007,1172.6
CAMPUS,Campus Activewear Limited,Consumer Cyclical,7280.15,162263,238.23
CERA,Cera Sanitaryware Limited,Industrials,7265.83,39190,5635.5
IXIGO,LE TRAVENUES TECHNOLOGY L,Consumer Cyclical,7257.2,937048,165.62
BLUESTONE,BLUESTONE JEWEL LFSTL LTD,Consumer Cyclical,7242.48,249870,475.35
DBL,Dilip Buildcon Limited,Industrials,7171.94,159982,441.5
INOXGREEN,Inox Green Energy Services Limited,Utilities,7132.1,1626005,177.64
AVL,Aditya Vision Limited,Consumer Cyclical,7129.71,245412,552.1
GOKULAGRO,Gokul Agro Resources Limited,Consumer Defensive,7083.26,761375,240.04
BAJAJCON,Bajaj Consumer Care Limited,Consumer Defensive,7020.08,1552301,537.45
BORORENEW,Borosil Renewables Limited,Technology,7016.96,1207888,500.2
KINGFA,Kingfa Science & Technology (India) Limited,Basic Materials,7015.69,6735,5177.1
JAIBALAJI,Jai Balaji Industries Limited,Basic Materials,6986.02,3203894,76.58
MAHLIFE,Mahindra Lifespace Developers Limited,Real Estate,6964.57,249314,326.45
JKPAPER,JK Paper Limited,Basic Materials,6920.03,678278,381.65
EPL,EPL Limited,Consumer Cyclical,6895.3,1300169,215.29
ALOKINDS,Alok Industries Limited,Consumer Cyclical,6852.03,5527300,13.8
INDIAGLYCO,India Glycols Limited,Basic Materials,6832.04,189885,1019.3
KALPATARU,KALPATARU LIMITED,Real Estate,6814.72,856810,330.95
HMT,HMT Limited,Industrials,6807.93,12631,56.54
LOTUSDEV,SRI LOTUS DEVLPRS N RTY L,Industrials,6788.37,821652,138.9
GSFC,Gujarat State Fertilizers & Chemicals Limited,Basic Materials,6774.12,555665,170.0
NEWGEN,Newgen Software Technologies Limited,Technology,6666.96,1174288,472.3
ACI,Archean Chemical Industries Limited,Basic Materials,6634.65,320031,537.4
MAXESTATES,MAX ESTATES LIMITED,Real Estate,6619.61,87941,404.9
GALAXYSURF,Galaxy Surfactants Limited,Basic Materials,6469.78,10653,1824.8
NEPHROPLUS,NEPHROCARE HEALTH SERV L,Healthcare,6461.44,501326,643.95
AARTIPHARM,Aarti Pharmalabs Limited,Healthcare,6452.57,146490,711.75
KENNAMET,Kennametal India Limited,Industrials,6413.91,16116,2918.3
DBREALTY,Valor Estate Limited,Real Estate,6385.21,2558590,117.72
LATENTVIEW,Latent View Analytics Limited,Industrials,6357.77,1840871,307.25
MOIL,MOIL Limited,Basic Materials,6245.98,808162,306.95
GARFIBRES,Garware Technical Fibres Limited,Consumer Cyclical,6238.36,62517,628.45
E2E,E2E Networks Limited,Technology,6226.1,106089,3116.7
HNDFDS,Hindustan Foods Limited,Industrials,6214.84,59389,520.15
ETHOSLTD,Ethos Limited,Consumer Cyclical,6202.97,73329,2318.2
KWIL,KWALITY WALL'S (INDIA) L,Consumer Defensive,6202.92,10794070,26.4
DODLA,Dodla Dairy Limited,Consumer Defensive,6187.22,33568,1025.6
ASHAPURMIN,Ashapura Minechem Limited,Basic Materials,6103.16,704059,638.9
CSBBANK,CSB Bank Limited,Financial Services,6078.31,575254,358.65
PARAS,Paras Defence and Space Technologies Limited,Industrials,6071.45,2621912,753.4
AJAXENGG,AJAX ENGINEERING LIMITED,Industrials,6022.95,97261,526.45
CEIGALL,CEIGALL INDIA LIMITED,Industrials,6017.04,517193,345.4
FDC,FDC Limited,Healthcare,5961.29,82309,366.15
GREENLAM,Greenlam Industries Limited,Consumer Cyclical,5950.04,700916,233.2
KOVAI,Kovai Medical Center and Hospital Limited,Healthcare,5938.91,4790,5427.5
DCBBANK,DCB Bank Limited,Financial Services,5908.8,1479743,183.55
BALUFORGE,Balu Forge Industries Limited,Industrials,5806.92,509862,478.15
MASFIN,MAS Financial Services Limited,Financial Services,5795.62,106397,319.4
ARVINDFASN,Arvind Fashions Limited,Consumer Cyclical,5792.61,299327,433.4
ICIL,Indo Count Industries Limited,Consumer Cyclical,5747.54,206697,290.2
GANESHHOU,Ganesh Housing Limited,Real Estate,5716.18,50157,685.5
FIEMIND,Fiem Industries Limited,Consumer Cyclical,5706.63,51329,2168.2
FEDFINA,Fedbank Financial Services Limited,Financial Services,5673.98,1850219,151.58
HCC,Hindustan Construction Company Limited,Industrials,5608.28,39716082,21.41
BECTORFOOD,Mrs. Bectors Food Specialities Limited,Consumer Defensive,5582.01,514895,181.83
MAPMYINDIA,C. E. Info Systems Limited,Technology,5553.32,1825272,1014.1
BALAMINES,Balaji Amines Limited,Basic Materials,5528.26,981474,1706.2
HAPPSTMNDS,Happiest Minds Technologies Limited,Technology,5428.21,593493,361.25
CARERATING,CARE Ratings Limited,Financial Services,5410.05,194828,1800.4
NIRLON,Nirlon Limited,Real Estate,5389.51,13727,598.05
AHLUCONT,Ahluwalia Contracts (India) Limited,Industrials,5320.82,32280,794.3
EPIGRAL,Epigral Limited,Basic Materials,5247.71,43747,1216.4
AGIIL,AGI Infra Limited,Real Estate,5239.27,1909147,419.15
ICRA,ICRA Limited,Financial Services,5201.12,5269,5390.0
ENTERO,Entero Healthcare Solutions Limited,Healthcare,5187.81,69885,1192.3
JSFB,Jana Small Finance Bank Limited,Financial Services,5169.86,1200107,490.85
GUJALKALI,Gujarat Alkalies and Chemicals Limited,Basic Materials,5161.88,216430,702.9
LGBBROSLTD,L.G. Balakrishnan & Bros Limited,Consumer Cyclical,5069.05,31660,1589.2
ELECTCAST,Electrosteel Castings Limited,Industrials,5066.64,2337264,81.96
OMNI,OMNITECH ENGINEERING LTD,Industrials,5055.47,582595,408.8
GOKEX,Gokaldas Exports Limited,Consumer Cyclical,5039.03,272077,687.7
CMSINFO,CMS Info Systems Limited,Industrials,4987.69,1519223,302.95
NETWORK18,Network18 Media & Investments Limited,Communication Services,4976.34,2852194,32.22
LUMAXIND,Lumax Industries Limited,Consumer Cyclical,4936.54,16643,5281.0
INNOVACAP,Innova Captab Limited,Healthcare,4911.62,57775,858.3
AEROFLEX,Aeroflex Industries Limited,Industrials,4907.49,3317349,370.85
DHANUKA,Dhanuka Agritech Limited,Basic Materials,4884.24,39959,1083.5
KMEW,Knowledge Marine & Engineering Works Limited,Industrials,4834.56,138560,1977.8
MIDWESTLTD,MIDWEST LIMITED,Basic Materials,4811.56,24321,1330.6
MASTEK,Mastek Limited,Technology,4804.81,45347,1549.9
IONEXCHANG,Ion Exchange (India) Limited,Industrials,4796.13,188854,390.15
CRAMC,CANARA ROBECO AMC LIMITED,Financial Services,4794.99,279201,240.45
EBGNG,GNG ELECTRONICS LIMITED,Technology,4778.79,376674,419.15
CCAVENUE,AvenuesAI Limited,Technology,4762.03,18814170,13.68
BANSALWIRE,BANSAL WIRE INDUSTRIES L,Basic Materials,4758.52,214444,303.95
MANINFRA,Man Infraconstruction Limited,Industrials,4746.31,2842520,117.58
MHRIL,Mahindra Holidays & Resorts India Limited,Consumer Cyclical,4728.31,178311,234.45
ITDC,India Tourism Development Corporation Limited,Consumer Cyclical,4703.16,102968,548.35
INDIGOPNTS,Indigo Paints Limited,Basic Materials,4697.48,159947,985.3
MBAPL,Madhya Bharat Agro Products Limited,Basic Materials,4690.67,177137,535.3
KSCL,Kaveri Seed Company Limited,Basic Materials,4687.34,104687,918.35
GVPIL,GE Power India Limited,Industrials,4679.7,265060,696.1
GULFOILLUB,Gulf Oil Lubricants India Limited,Basic Materials,4664.88,38250,942.25
JAMNAAUTO,Jamna Auto Industries Limited,Consumer Cyclical,4645.12,1689105,116.19
EMIL,Electronics Mart India Limited,Consumer Cyclical,4612.75,814154,119.89
NEOGEN,Neogen Chemicals Limited,Basic Materials,4558.5,42994,1664.8
NORTHARC,Northern Arc Capital Limited,Financial Services,4543.08,2737341,281.2
BAJAJELEC,Bajaj Electricals Limited,Consumer Cyclical,4536.01,174384,393.1
BANARISUG,Bannari Amman Sugars Limited,Consumer Defensive,4519.68,349,3604.3
IFBIND,IFB Industries Limited,Consumer Cyclical,4510.15,66838,1113.1
JUNIPER,Juniper Hotels Limited,Consumer Cyclical,4494.1,71140,201.98
CENTUM,Centum Electronics Limited,Technology,4438.22,81196,3010.8
JUSTDIAL,Just Dial Limited,Communication Services,4434.03,109380,521.35
GOODLUCK,Goodluck India Limited,Basic Materials,4417.4,141609,1329.0
OSWALPUMPS,OSWAL PUMPS LIMITED,Industrials,4389.76,646480,385.05
DATAMATICS,Datamatics Global Services Limited,Technology,4384.51,71894,741.8
GHCL,GHCL Limited,Basic Materials,4354.56,142718,472.65
KSHINTL,KSH INTERNATIONAL LIMITED,Industrials,4304.18,349795,635.25
IBULLSLTD,INDIABULLS LIMITED,Real Estate,4297.02,13196643,19.24
GOLDIAM,Goldiam International Limited,Consumer Cyclical,4275.07,698063,378.6
PAISALO,Paisalo Digital Limited,Financial Services,4250.49,11837493,46.73
HEMIPROP,Hemisphere Properties India Limited,Real Estate,4247.5,2164002,148.97
LXCHEM,Laxmi Organic Industries Limited,Basic Materials,4227.2,1075643,152.49
MANINDS,Man Industries (India) Limited,Basic Materials,4201.66,568129,560.15
BAJAJHIND,Bajaj Hindusthan Sugar Limited,Consumer Defensive,4201.57,9946610,17.82
CAPILLARY,CAPILLARY TECHNO INDIA L,Technology,4183.8,36734,526.45
AURIONPRO,Aurionpro Solutions Limited,Technology,4145.98,490123,750.9
KRISHANA,Krishana Phoschem Limited,Basic Materials,4140.29,351777,669.65
ORIENTELEC,Orient Electric Limited,Consumer Cyclical,4112.67,565304,192.73
LUXIND,Lux Industries Limited,Consumer Cyclical,4111.1,56328,1367.1
ADVENZYMES,Advanced Enzyme Technologies Limited,Basic Materials,4073.13,1898063,363.75
GUJTHEM,Gujarat Themis Biosyn Limited,Healthcare,4042.29,74702,370.3
GMMPFAUDLR,GMM Pfaudler Limited,Industrials,4030.42,79953,896.5
AVANTEL,Avantel Limited,Technology,3994.43,3252199,150.33
ANUP,The Anup Engineering Limited,Industrials,3939.19,30733,1966.5
HGINFRA,H.G. Infra Engineering Limited,Industrials,3937.64,389076,604.2
MOSCHIP,MOSCHIP TECHNOLOGIES LTD,Technology,3917.12,3893534,201.98
ELLEN,ELLENBARRIE INDUS GASES L,Basic Materials,3881.37,562679,275.4
PACEDIGITK,Pace Digitek Limited,Technology,3865.9,1913840,179.1
GREAVESCOT,Greaves Cotton Limited,Industrials,3861.4,1382903,165.76
EMUDHRA,eMudhra Limited,Technology,3860.56,103239,470.55
FOSECOIND,Foseco India Limited,Basic Materials,3839.97,39676,5069.5
NACLIND,NACL Industries Limited,Basic Materials,3784.9,293136,161.58
BOSCH-HCIL,Bosch Home Comfort India Limited,Consumer Cyclical,3767.84,15982,1385.7
AGI,AGI Greenpac Limited,Consumer Cyclical,3749.21,268363,579.5
JKIL,J. Kumar Infraprojects Limited,Industrials,3736.36,81580,493.8
DBCORP,D. B. Corp Limited,Communication Services,3720.53,642045,208.73
HARSHA,Harsha Engineers International Limited,Industrials,3693.2,187115,405.65
JTEKTINDIA,JTEKT India Limited,Consumer Cyclical,3688.27,343720,132.96
OPTIEMUS,Optiemus Infracom Limited,Technology,3685.02,119640,415.5
CRIZAC,CRIZAC LIMITED,Consumer Defensive,3676.38,96155,210.1
NFL,National Fertilizers Limited,Basic Materials,3649.41,911695,74.39
KNRCON,KNR Constructions Limited,Industrials,3643.68,1708024,129.56
CHEMPLASTS,Chemplast Sanmar Limited,Basic Materials,3626.56,253563,229.37
GOPAL,Gopal Snacks Limited,Consumer Defensive,3622.91,319237,290.65
ORCHPHARMA,Orchid Pharma Limited,Healthcare,3614.24,92661,712.6
ASHOKA,Ashoka Buildcon Limited,Industrials,3595.78,845084,128.09
MAHLOG,Mahindra Logistics Limited,Industrials,3582.43,190948,361.05
ASHIANA,Ashiana Housing Limited,Real Estate,3579.69,81754,356.1
INDIQUBE,INDIQUBE SPACES LIMITED,Real Estate,3553.72,64745,167.63
KSL,Kalyani Steels Limited,Basic Materials,3553.58,55604,814.05
IDEAFORGE,ideaForge Technology Limited,Technology,3552.15,2254927,818.7
GRMOVER,GRM Overseas Limited,Consumer Defensive,3543.47,2443090,170.75
FLAIR,FLAIR WRITING INDUST LTD,Industrials,3520.21,105119,334.0
DEEDEV,DEE DEVELOPMENT ENG LTD,Industrials,3472.86,497422,501.4
HEIDELBERG,HeidelbergCement India Limited,Basic Materials,3472.45,55641,153.22
INDOTHAI,Indo Thai Securities Limited,Financial Services,3463.68,376994,269.3
EIEL,ENVIRO INFRA ENGINEERS L,Industrials,3392.99,1810251,193.3
INDRAMEDCO,Indraprastha Medical Corporation Limited,Healthcare,3371.27,472824,367.75
NRBBEARING,NRB Bearings Limited,Consumer Cyclical,3362.25,1684090,346.9
AARTIDRUGS,Aarti Drugs Limited,Healthcare,3356.45,160570,367.75
BALMLAWRIE,Balmer Lawrie & Co. Ltd.,Industrials,3326.71,289168,194.54
KOLTEPATIL,Kolte-Patil Developers Limited,Real Estate,3323.29,48651,374.75
CYIENTDLM,Cyient DLM Limited,Technology,3303.54,319786,416.25
KISSHT,ONEMI TECHNOLOGY SOL LTD,Financial Services,3303.45,7046020,196.07
FUSION,Fusion Finance Limited,Financial Services,3299.66,463013,204.04
ARSSBL,ANAND RATHI SH N STK BR L,Financial Services,3297.15,335266,525.65
NIITMTS,NIIT Learning Systems Limited,Consumer Defensive,3271.61,825353,237.9
MARATHON,Marathon Nextgen Realty Limited,Real Estate,3255.06,48944,482.8
HIRECT,Hind Rectifiers Limited,Industrials,3252.82,126117,946.35
CARRARO,CARRARO INDIA LIMITED,Consumer Cyclical,3240.82,94086,570.05
BHAGCHEM,Bhagiradha Chemicals & Industries Limited,Basic Materials,3229.41,45256,249.05
KIRLOSIND,Kirloskar Industries Limited,Industrials,3209.39,4338,3049.8
INDOSTAR,IndoStar Capital Finance Limited,Financial Services,3185.41,74096,197.14
GREENPLY,Greenply Industries Limited,Basic Materials,3175.63,227074,254.25
KITEX,Kitex Garments Limited,Consumer Cyclical,3127.16,477149,156.75
NAVNETEDUL,Navneet Education Limited,Communication Services,3114.46,73872,140.79
MPSLTD,MPS Limited,Communication Services,3111.28,72937,1832.8
IOLCP,IOL Chemicals and Pharmaceuticals Limited,Healthcare,3109.63,8243271,105.94
HERITGFOOD,Heritage Foods Limited,Consumer Defensive,3066.44,729409,330.45
AYE,AYE FINANCE LIMITED,Financial Services,3062.84,2020453,125.27
JINDALPOLY,Jindal Poly Films Limited,Consumer Cyclical,3062.2,15734,699.35
DCAL,Dishman Carbogen Amcis Limited,Healthcare,3045.51,718517,194.25
MUTHOOTMF,MUTHOOT MICROFIN LIMITED,Financial Services,3038.09,497161,181.09
HUBTOWN,Hubtown Limited,Real Estate,3016.8,1042873,212.3
NOVARTIND,Novartis India Limited,Healthcare,2986.1,99908,1209.4
MSTCLTD,MSTC Limited,Industrials,2972.64,130051,422.25
INTERARCH,Interarch Building Solutions Limited,Industrials,2965.26,291992,1768.0
FCL,Fineotex Chemical Limited,Basic Materials,2962.49,7011556,25.44
ADFFOODS,ADF Foods Limited,Consumer Defensive,2947.64,471433,268.3
BLISSGVS,Bliss GVS Pharma Limited,Healthcare,2937.23,3184492,277.65
GRAUWEIL,Grauer & Weil (India) Limited,Basic Materials,2919.06,102877,64.38
MAITHANALL,Maithan Alloys Limited,Basic Materials,2907.66,41602,998.8
MARINE,Marine Electricals (India) Limited,Industrials,2902.05,351941,218.75
BBL,Bharat Bijlee Limited,Industrials,2897.89,76804,2563.8
EASEMYTRIP,Easy Trip Planners Limited,Consumer Cyclical,2876.75,29865334,7.91
MEDIASSIST,MEDI ASSIST HEALTH SER L,Healthcare,2874.53,244756,384.8
NSIL,Nalwa Sons Investments Limited,Financial Services,2859.82,2180,5568.0
DEEPINDS,Deep Industries Limited,Energy,2851.84,542022,445.6
GUFICBIO,Gufic Biosciences Limited,Healthcare,2827.97,69616,282.0
GATEWAY,Gateway Distriparks Limited,Industrials,2826.98,825087,56.58
NITINSPIN,Nitin Spinners Limited,Consumer Cyclical,2807.63,471591,499.4
ORIENTCEM,Orient Cement Limited,Basic Materials,2803.5,230041,136.45
BUILDPRO,Shankara Buildpro Limited,Consumer Cyclical,2799.1,62176,1154.3
ELPROINTL,Elpro International Limited,Unknown,2793.52,599743,164.83
KKCL,Kewal Kiran Clothing Limited,Consumer Cyclical,2777.76,43611,450.75
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,Consumer Defensive,2768.93,226724,342.1
JUBLCPL,Jubilant Agri and Consumer Products Limited,Basic Materials,2765.63,4433,1825.2
INA,Insolation Energy Limited,Technology,2763.97,654264,125.41
KDDL,KDDL Limited,Consumer Cyclical,2763.65,20539,2247.0
INDOTECH,Indo Tech Transformers Limited,Industrials,2760.99,92779,2599.8
NOCIL,NOCIL Limited,Basic Materials,2747.23,454600,164.48
PARAGMILK,Parag Milk Foods Limited,Consumer Defensive,2747.11,748729,218.01
MAYURUNIQ,Mayur Uniquoters Limited,Consumer Cyclical,2730.56,130508,628.4
GANECOS,Ganesha Ecosphere Limited,Consumer Cyclical,2721.51,142314,1016.9
BOROLTD,Borosil Limited,Consumer Cyclical,2715.84,91851,227.1
ARVSMART,Arvind SmartSpaces Limited,Real Estate,2705.46,30385,589.85
JTLIND,JTL Industries Limited,Basic Materials,2698.51,4913900,68.65
JINDWORLD,Jindal Worldwide Limited,Consumer Cyclical,2659.9,5227333,26.53
EUROPRATIK,EURO PRATIK SALES LIMITED,Basic Materials,2649.54,221892,259.25
ANTELOPUS,ANTELOPUS SELAN ENRGY LTD,Energy,2642.63,225512,751.55
GLOBUSSPR,Globus Spirits Limited,Consumer Defensive,2625.71,107477,903.3
CARYSIL,Carysil Limited,Consumer Cyclical,2612.31,51798,918.45
GKENERGY,GK ENERGY LIMITED,Utilities,2568.88,1172693,126.66
AUTOAXLES,Automotive Axles Limited,Consumer Cyclical,2545.31,11055,1684.3
KIRIINDUS,Kiri Industries Limited,Basic Materials,2543.83,170640,390.35
PARKHOTELS,PARKHOTELS,Consumer Cyclical,2541.07,293144,119.09
BOMDYEING,The Bombay Dyeing and Manufacturing Company Limited,Consumer Cyclical,2536.66,1054451,122.82
APCOTEXIND,Apcotex Industries Limited,Basic Materials,2532.11,85526,488.4
DDEVPLSTIK,Ddev Plastiks Industries Limited,Basic Materials,2501.03,88588,241.7
AJMERA,Ajmera Realty & Infra India Limited,Real Estate,2485.73,465009,126.31
GREENPANEL,Greenpanel Industries Limited,Basic Materials,2485.29,103195,202.67
EFCIL,EFC (I) Limited,Real Estate,2484.63,945549,178.21
HIKAL,Hikal Limited,Healthcare,2484.02,248341,201.46
MARSONS,Marsons Limited,Industrials,2462.41,1518608,143.08
ORISSAMINE,The Orissa Minerals Development Company Limited,Basic Materials,2450.76,13584,4084.6
IMAGICAA,Imagicaaworld Entertainment Limited,Communication Services,2445.65,507939,43.22
DREDGECORP,Dredging Corporation of India Limited,Industrials,2432.78,85504,868.85
JASH,Jash Engineering Limited,Industrials,2431.28,88327,386.5
MANGLMCEM,Mangalam Cement Limited,Basic Materials,2428.97,73020,883.35
FMGOETZE,Federal-Mogul Goetze (India) Limited,Consumer Cyclical,2426.4,44316,436.15
CAMLINFINE,Camlin Fine Sciences Limited,Basic Materials,2407.87,1791161,125.35
DIAMONDYD,Prataap Snacks Limited,Consumer Defensive,2401.45,17634,1004.35
BEPL,Bhansali Engineering Polymers Limited,Basic Materials,2376.6,437811,95.5
MONARCH,Monarch Networth Capital Limited,Financial Services,2375.67,219718,299.7
PANACEABIO,Panacea Biotec Limited,Healthcare,2367.03,128319,386.45
KPEL,K.P. Energy Limited,Industrials,2361.8,598780,349.4
KERNEX,Kernex Microsystems (India) Limited,Technology,2360.4,257683,1404.8
MOLDTKPAC,Mold-Tek Packaging Limited,Consumer Cyclical,2336.66,768348,703.2
EVEREADY,Eveready Industries India Limited,Industrials,2325.63,94640,319.95
NITCO,NITCO Limited,Industrials,2314.49,914870,96.23
BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,Consumer Cyclical,2314.38,103051,60.93
EPACK,EPACK Durable Limited,Consumer Cyclical,2311.89,579509,240.25
ALEMBICLTD,Alembic Limited,Real Estate,2309.75,180645,89.95
