symbol,name,sector,market_cap_cr,avg_volume,current_price
MSPL,MSP Steel & Power Limited,Basic Materials,2299.49,2555175,40.57
MOREPENLAB,Morepen Laboratories Limited,Healthcare,2298.12,4119556,41.94
APOLLOPIPE,Apollo Pipes Limited,Industrials,2295.66,655177,522.7
BHARATRAS,Bharat Rasayan Limited,Basic Materials,2293.87,12009,1380.1
JISLJALEQS,Jain Irrigation Systems Limited,Industrials,2282.68,3693577,31.12
FISCHER,Fischer Medical Ventures Limited,Healthcare,2282.3,822895,34.87
GIPCL,Gujarat Industries Power Company Limited,Utilities,2274.69,230166,146.55
AWFIS,AWFIS SPACE SOLUTIONS LTD,Industrials,2274.27,408811,317.9
HINDOILEXP,Hindustan Oil Exploration Company Limited,Energy,2237.42,1602629,169.19
MUFIN,Mufin Green Finance Limited,Financial Services,2233.49,1818753,112.71
HPL,HPL Electric & Power Limited,Industrials,2232.51,228262,347.2
HONDAPOWER,Honda India Power Products Limited,Industrials,2205.92,3818,2174.8
HLEGLAS,HLE Glascoat Limited,Industrials,2204.15,118338,317.35
NPST,NETWORK PEOPLE SRV TECH L,Technology,2191.82,35055,1051.2
DCXINDIA,DCX Systems Limited,Industrials,2175.38,1223624,195.3
MMFL,M M Forgings Limited,Industrials,2153.12,128165,445.95
ARKADE,ARKADE DEVELOPERS LIMITED,Real Estate,2121.02,250408,114.24
DPABHUSHAN,D. P. Abhushan Limited,Consumer Cyclical,2112.27,25731,925.3
INSECTICID,Insecticides (India) Limited,Basic Materials,2103.19,36776,722.8
KICL,Kalyani Investment Company Limited,Financial Services,2100.54,1913,4811.9
KCP,The KCP Limited,Basic Materials,2094.07,164382,162.43
ADVAIT,Advait Energy Transitions Limited,Industrials,2082.36,44545,1904.0
INDOCO,Indoco Remedies Limited,Healthcare,2072.99,87062,224.9
GEOJITFSL,Geojit Financial Services Limited,Financial Services,2063.83,721199,73.94
JAYKAY,Jaykay Enterprises Limited,Industrials,2061.4,104302,158.22
NUCLEUS,Nucleus Software Exports Limited,Technology,2055.48,13544,780.8
CONFIPET,Confidence Petroleum India Limited,Energy,2046.94,5521648,61.61
BAJEL,Bajel Projects Limited,Utilities,2044.02,2653750,176.67
MUKANDLTD,Mukand Limited,Basic Materials,2037.68,418184,141.02
DIVGIITTS,Divgi TorqTransfer Systems Limited,Consumer Cyclical,2030.71,20501,664.0
GMBREW,G.M. Breweries Limited,Consumer Defensive,2022.52,58343,885.25
BFUTILITIE,BF Utilities Limited,Industrials,2021.81,32489,536.75
EPACKPEB,EPACK PREFAB TECHN LTD,Industrials,2016.8,837126,200.42
GSPCROP,GSP CROP SCIENCE LIMITED,Basic Materials,1990.07,220612,427.8
CEINSYS,Ceinsys Tech Limited,Industrials,1982.8,135765,947.0
JAICORPLTD,Jai Corp Limited,Basic Materials,1975.48,324953,112.56
COSMOFIRST,Cosmo First Limited,Consumer Cyclical,1973.08,74030,760.1
CAPACITE,Capacit'e Infraprojects Limited,Industrials,1960.28,243044,231.7
NDRAUTO,NDR Auto Components Limited,Consumer Cyclical,1936.45,127202,811.75
EIHAHOTELS,EIH Associated Hotels Limited,Consumer Cyclical,1934.73,16677,317.5
NILKAMAL,Nilkamal Limited,Consumer Cyclical,1929.03,16331,1288.4
LAOPALA,La Opala RG Limited,Consumer Cyclical,1911.75,70777,172.23
IPL,India Pesticides Limited,Basic Materials,1902.62,557571,165.21
KRSNAA,Krsnaa Diagnostics Limited,Healthcare,1895.72,58246,584.4
HGS,Hinduja Global Solutions Limited,Industrials,1893.14,66883,406.95
CANTABIL,Cantabil Retail India Limited,Consumer Cyclical,1889.72,189711,225.94
FILATEX,Filatex India Limited,Consumer Cyclical,1881.92,549687,42.38
ARMANFIN,Arman Financial Services Limited,Financial Services,1879.2,73186,1787.2
BGRENERGY,BGR Energy Systems Limited,Industrials,1868.98,65377,259.0
BCG,Brightcom Group Limited,Communication Services,1867.13,2671600,9.25
DELTACORP,Delta Corp Limited,Consumer Cyclical,1856.99,3419910,69.35
JNKINDIA,JNK India Limited,Industrials,1846.2,175055,329.95
MTNL,Mahanagar Telephone Nigam Limited,Communication Services,1841.49,1764280,29.23
ADOR,Ador Welding Limited,Industrials,1833.91,26177,1053.8
HINDWAREAP,Hindware Home Innovation Limited,Consumer Cyclical,1824.91,84159,218.17
HATHWAY,Hathway Cable and Datacom Limited,Communication Services,1814.36,2035668,10.25
ORIENTHOT,Oriental Hotels Limited,Consumer Cyclical,1805.64,114770,101.1
EMSLIMITED,EMS Limited,Industrials,1802.81,157048,324.65
ASIANTILES,Asian Granito India Limited,Industrials,1796.64,978573,60.6
PANAMAPET,Panama Petrochem Limited,Energy,1794.24,36318,296.6
MBEL,M AND B ENGINEERING LTD,Industrials,1767.02,378100,309.2
BLSE,BLS E-SERVICES LIMITED,Industrials,1741.37,187893,192.09
DSSL,Dynacons Systems & Solutions Limited,Technology,1735.94,187746,1362.9
JISLDVREQS,Jain Irrigation Systems Limited,Industrials,1735.49,17662,23.66
GOODYEAR,Goodyear India Limited,Consumer Cyclical,1731.72,5190,750.75
GTLINFRA,GTL Infrastructure Limited,Technology,1729.23,139385753,1.35
PARACABLES,Paramount Communications Limited,Technology,1717.11,10374599,56.26
HITECH,Hi-Tech Pipes Limited,Basic Materials,1715.33,596709,84.62
DLINKINDIA,D-Link (India) Limited,Technology,1715.24,345726,483.1
INDNIPPON,India Nippon Electricals Limited,Consumer Cyclical,1697.96,16928,750.6
ASALCBR,Associated Alcohols & Breweries Limited,Consumer Defensive,1691.17,25451,842.25
JINDRILL,Jindal Drilling & Industries Limited,Energy,1686.7,12109492,582.0
ACCELYA,Accelya Solutions India Limited,Technology,1675.62,7765,1122.6
GARUDA,GARUDA CONSTRUCT N ENG L,Industrials,1672.89,1331258,179.8
ALGOQUANT,Algoquant Fintech Limited,Financial Services,1667.18,2254282,59.31
INDIANHUME,The Indian Hume Pipe Company Limited,Industrials,1658.16,117478,314.75
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,Energy,1651.79,42655,412.9
ONEPOINT,One Point One Solutions Limited,Industrials,1616.72,1627534,61.59
AMRUTANJAN,Amrutanjan Health Care Limited,Healthcare,1603.38,69713,554.8
GNA,G N A Axles Limited,Consumer Cyclical,1593.81,121467,371.25
EXICOM,Exicom Tele-Systems Limited,Industrials,1582.45,583385,113.78
BHARATWIRE,Bharat Wire Ropes Limited,Basic Materials,1563.44,876861,227.83
ALLTIME,ALL TIME PLASTICS LIMITED,Consumer Defensive,1559.35,66522,238.04
HESTERBIO,Hester Biosciences Limited,Healthcare,1557.95,45458,1831.4
LANDMARK,Landmark Cars Limited,Consumer Cyclical,1555.35,75810,375.1
ARFIN,Arfin India Limited,Basic Materials,1543.47,5254483,91.48
JGCHEM,J.G.CHEMICALS LIMITED,Basic Materials,1538.64,120732,392.65
BFINVEST,BF Investment Limited,Financial Services,1534.77,24691,407.45
NELCO,Nelco Limited,Technology,1533.17,86589,671.9
MIRCELECTR,MIRC Electronics Limited,Consumer Cyclical,1528.55,8789858,41.38
GODAVARIB,GODAVARI BIOREFINERIES L,Basic Materials,1527.86,156386,298.55
ASIANENE,Asian Energy Services Limited,Energy,1522.85,298977,313.45
KRISHNADEF,KRISHNA DEF AND ALD IND L,Industrials,1519.5,181311,1080.8
KALAMANDIR,Sai Silks (Kalamandir) Limited,Consumer Cyclical,1518.59,1587019,103.06
ESAFSFB,ESAF Small Finance Bank,Financial Services,1506.29,2122612,29.21
ASTEC,Astec LifeSciences Limited,Basic Materials,1505.83,30205,675.8
NIBE,Nibe Limited,Industrials,1505.63,39407,1007.7
DOLLAR,Dollar Industries Limited,Consumer Cyclical,1505.53,101092,265.45
DYCL,Dynamic Cables Limited,Industrials,1492.28,954968,307.95
GOCLCORP,GOCL Corporation Limited,Basic Materials,1489.65,47397,300.5
JYOTISTRUC,Jyoti Structures Limited,Industrials,1487.3,9127519,12.46
MOBIKWIK,ONE MOBIKWIK SYSTEMS LTD,Technology,1487.21,6620417,188.9
GPTINFRA,GPT Infraprojects Limited,Industrials,1471.52,106782,116.45
GANDHAR,Gandhar Oil Refinery (India) Limited,Energy,1468.0,262621,149.98
INFOBEAN,InfoBeans Technologies Limited,Technology,1464.77,446228,151.07
MCLOUD,Magellanic Cloud Limited,Technology,1463.83,1586571,24.85
JAGRAN,Jagran Prakashan Limited,Communication Services,1463.29,140288,67.23
OMAXE,Omaxe Limited,Real Estate,1457.48,128978,79.36
APEX,Apex Frozen Foods Limited,Consumer Defensive,1456.25,652131,466.0
NGLFINE,NGL Fine-Chem Limited,Healthcare,1452.14,11704,2350.5
PASHUPATI,Pashupati Cotspin Limited,Consumer Cyclical,1439.66,98682,91.21
ATULAUTO,Atul Auto Limited,Consumer Cyclical,1437.24,397613,517.9
AQYLON,Aqylon Nexus Limited,Communication Services,1427.49,3010106,56.26
5PAISA,5paisa Capital Limited,Financial Services,1423.96,44777,303.75
NAVKARCORP,Navkar Corporation Limited,Industrials,1416.39,380697,94.1
GOCOLORS,Go Fashion (India) Limited,Consumer Cyclical,1402.47,78349,266.65
DIGITIDE,Digitide Solutions Limited,Industrials,1397.02,411841,93.69
DCW,DCW Limited,Basic Materials,1384.57,1315759,46.91
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,Healthcare,1384.48,74715,206.21
EXPLEOSOL,Expleo Solutions Limited,Technology,1374.51,558835,885.65
IGPL,I G Petrochemicals Limited,Basic Materials,1368.06,41180,444.25
DOLATALGO,Dolat Algotech Limited,Financial Services,1359.42,165614,77.24
MAHASTEEL,Mahamaya Steel Industries Limited,Basic Materials,1356.91,3576,825.65
AURUM,Aurum PropTech Limited,Real Estate,1349.93,56834,177.05
IVALUE,iValue Infosolutions Limited,Technology,1345.27,81345,246.25
CLSEL,Chaman Lal Setia Exports Ltd.,Consumer Defensive,1338.61,33425,269.2
AWHCL,Antony Waste Handling Cell Limited,Industrials,1337.44,96280,471.4
AYMSYNTEX,AYM Syntex Limited,Consumer Cyclical,1336.64,22408,228.04
GREENPOWER,Orient Green Power Company Limited,Utilities,1334.91,8009423,11.38
MOL,Meghmani Organics Limited,Basic Materials,1324.21,1273640,52.07
ALLCARGO,Allcargo Logistics Limited,Industrials,1318.05,4583613,8.8
ANDHRAPAP,Andhra Paper Limited,Basic Materials,1295.51,62693,65.15
LINCOLN,Lincoln Pharmaceuticals Limited,Healthcare,1290.32,96350,644.2
EKC,Everest Kanto Cylinder Limited,Industrials,1287.02,157188,114.7
BETA,BETA DRUGS LIMITED,Healthcare,1283.93,27375,1271.9
ASIANHOTNR,Asian Hotels (North) Limited,Consumer Cyclical,1275.16,5573,299.1
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,Consumer Cyclical,1272.31,1384001,711.6
IMPAL,India Motor Parts & Accessories Limited,Consumer Cyclical,1268.47,2538,1016.4
ORIENTTECH,ORIENT TECHNOLOGIES LTD,Technology,1262.87,266684,275.7
CAPITALSFB,Capital Small Finance Bank Limited,Financial Services,1258.0,72350,276.9
HUHTAMAKI,Huhtamaki India Limited,Consumer Cyclical,1248.98,104912,165.38
DEN,DEN Networks Limited,Communication Services,1245.31,377747,26.12
NELCAST,Nelcast Limited,Industrials,1240.6,225660,142.2
EXCELINDUS,Excel Industries Limited,Basic Materials,1240.22,7815,986.6
BALAJITELE,Balaji Telefilms Limited,Communication Services,1236.33,1203420,101.42
IGARASHI,Igarashi Motors India Limited,Consumer Cyclical,1233.66,69423,391.95
DHANBANK,Dhanlaxmi Bank Limited,Financial Services,1231.46,1839055,31.2
ALLDIGI,Alldigi Tech Limited,Industrials,1230.27,5833,807.35
ANDHRSUGAR,The Andhra Sugars Limited,Basic Materials,1228.76,549957,90.66
LGHL,LAXMI GOLDORNA HOUSE LTD,Consumer Cyclical,1224.01,36131,244.35
KROSS,KROSS LIMITED,Consumer Cyclical,1217.68,2804436,188.76
CENTRUM,Centrum Capital Limited,Financial Services,1213.99,247750,23.49
ICEMAKE,Ice Make Refrigeration Limited,Industrials,1212.36,17467,768.3
HMAAGRO,HMA Agro Industries Limited,Consumer Defensive,1207.36,199867,24.11
IKIO,IKIO Technologies Limited,Technology,1205.97,157798,156.05
BLKASHYAP,B.L. Kashyap and Sons Limited,Industrials,1202.05,536710,53.31
MONTECARLO,Monte Carlo Fashions Limited,Consumer Cyclical,1195.83,16806,576.8
IFGLEXPOR,IFGL Refractories Limited,Basic Materials,1194.85,22065,165.77
BHARATSE,Bharat Seats Limited,Consumer Cyclical,1190.63,264387,189.59
GULPOLY,Gulshan Polyols Limited,Basic Materials,1182.85,851148,190.22
MOTISONS,MOTISONS JEWELLERS LTD,Consumer Cyclical,1178.07,3385269,11.76
IRMENERGY,IRM Energy Limited,Utilities,1176.15,1223487,286.45
HARDWYN,Hardwyn India Limited,Industrials,1162.96,3953970,23.81
INDSWFTLAB,Ind-Swift Laboratories Limited,Healthcare,1162.65,402457,133.89
ARIHANTSUP,Arihant Superstructures Limited,Real Estate,1162.56,173131,268.8
GPTHEALTH,GPT Healthcare Limited,Healthcare,1161.49,101391,141.55
AEROENTER,Aeroflex Enterprises Limited,Basic Materials,1150.53,427691,101.74
LEMERITE,LE MERITE EXPORTS LIMITED,Consumer Cyclical,1145.04,75599,470.05
AMNPLST,Amines & Plasticizers Limited,Basic Materials,1144.53,145449,208.02
MASTERTR,Master Trust Limited,Financial Services,1144.29,451052,93.02
DIFFNKG,DIFFUSION ENGINEERS LTD,Industrials,1134.39,146871,305.55
ARIS,Arisinfra Solutions Limited,Industrials,1127.57,1149882,137.91
HITECHGEAR,The Hi-Tech Gears Limited,Consumer Cyclical,1105.11,1477,587.4
LAXMIDENTL,LAXMI DENTAL LIMITED,Healthcare,1104.79,84562,201.01
NINSYS,NINtec Systems Limited,Technology,1104.16,7993,594.4
GALAPREC,GALA PRECISION ENG LTD,Industrials,1095.66,38750,856.15
CIFL,Capital India Finance Limited,Financial Services,1091.44,222509,27.91
MACPOWER,Macpower CNC Machines Limited,Industrials,1088.75,14746,1088.3
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,Financial Services,1087.98,5657,1035.0
GKSL,GUJARAT KIDNEY N SUP SP L,Healthcare,1081.89,1349806,137.22
FAZE3Q,Faze Three Limited,Consumer Cyclical,1080.54,5562,445.2
DAMCAPITAL,DAM CAPITAL ADVISORS LTD,Financial Services,1079.66,680409,152.74
ALICON,Alicon Castalloy Limited,Industrials,1076.68,28619,659.05
BIRLANU,BirlaNu Limited,Industrials,1076.16,15061,1427.1
MICEL,MIC Electronics Limited,Technology,1069.61,2003367,44.38
JARO,JARO INS OF TEC MG N RE L,Consumer Defensive,1067.64,1666993,479.4
MADRASFERT,Madras Fertilizers Limited,Basic Materials,1064.72,223716,66.09
JINDALPHOT,Jindal Photo Limited,Financial Services,1061.87,2626,1031.2
GANDHITUBE,Gandhi Special Tubes Limited,Industrials,1054.73,16837,867.95
MWL,MANGALAM WORLDWIDE LTD,Basic Materials,1054.67,45361,355.1
BOROSCI,Borosil Scientific Limited,Consumer Cyclical,1053.4,57019,118.43
MANAKCOAT,Manaksia Coated Metals & Industries Limited,Industrials,1034.53,230877,97.75
CREST,Crest Ventures Limited,Financial Services,1030.04,23832,364.4
ORICONENT,Oricon Enterprises Limited,Consumer Cyclical,1025.99,84578,64.94
OAL,Oriental Aromatics Limited,Basic Materials,1024.25,16095,304.35
AFSL,Abans Financial Services Limited,Financial Services,1023.27,16774,201.46
EXCELSOFT,EXCELSOFT TECHNOLOGIES L,Technology,1019.88,673457,88.62
BSHSL,Bombay Super Hybrid Seeds Limited,Basic Materials,1019.15,14808,97.12
BLUSPRING,Bluspring Enterprises Limited,Industrials,1015.11,222693,67.94
BHAGYANGR,Bhagyanagar India Limited,Basic Materials,1015.04,232904,317.25
AVTNPL,AVT Natural Products Limited,Basic Materials,1014.52,27112,66.62
CONTROLPR,Control Print Limited,Industrials,1008.28,18052,630.4
KAPSTON,Kapston Services Limited,Industrials,997.57,12709,327.8
GKWLIMITED,GKW Limited,Industrials,994.02,322,1666.0
FINOPB,Fino Payments Bank Limited,Financial Services,992.55,226990,119.27
BCLIND,BCL Industries Limited,Consumer Defensive,989.09,690528,33.51
HIMATSEIDE,Himatsingka Seide Limited,Consumer Cyclical,985.82,1545818,78.4
BIL,Bhartiya International Ltd.,Consumer Cyclical,985.46,1658,734.85
MAMATA,MAMATA MACHINERY LIMITED,Industrials,985.17,58980,400.35
IZMO,IZMO Limited,Technology,981.54,24412,656.0
DPSCLTD,India Power Corporation Limited,Utilities,965.03,117663,9.91
MANALIPETC,Manali Petrochemicals Limited,Basic Materials,964.4,195231,56.07
GRPLTD,GRP Limited,Consumer Cyclical,964.27,2398,1808.0
BAJAJHCARE,Bajaj HealthCare Limited,Healthcare,956.52,299044,284.15
CNL,Creative Newtech Limited,Technology,956.49,28077,636.95
HARIOMPIPE,Hariom Pipe Industries Limited,Basic Materials,955.65,234372,308.6
ESTER,Ester Industries Limited,Basic Materials,954.2,229338,97.78
AVADHSUGAR,Avadh Sugar & Energy Limited,Consumer Defensive,953.88,31422,476.5
CENTENKA,Century Enka Limited,Consumer Cyclical,947.77,13389,433.75
MAFATIND,Mafatlal Industries Limited,Unknown,945.33,35686,130.97
KRISHIVAL,KRISHIVAL FOODS LIMITED,Consumer Defensive,944.27,4686,368.45
INDORAMA,Indo Rama Synthetics (India) Limited,Consumer Cyclical,941.84,65401,36.07
FINKURVE,Finkurve Financial Services Limited,Financial Services,940.09,57312,67.08
KOKUYOCMLN,Kokuyo Camlin Limited,Industrials,931.12,52274,92.83
NAHARSPING,Nahar Spinning Mills Limited,Consumer Cyclical,930.67,10530,258.05
JAYBARMARU,Jay Bharat Maruti Limited,Consumer Cyclical,925.97,236465,85.54
INDOAMIN,Indo Amines Limited,Basic Materials,925.27,632393,127.47
EIMCOELECO,Eimco Elecon (India) Limited,Industrials,911.81,15343,1580.7
DHAMPURSUG,Dhampur Sugar Mills Limited,Consumer Defensive,910.84,787144,141.64
ELECTHERM,Electrotherm (India) Limited,Basic Materials,909.26,10123,713.55
HEXATRADEX,Hexa Tradex Limited,Financial Services,909.05,4373,164.55
IFBAGRO,IFB Agro Industries Limited,Consumer Defensive,906.46,23294,967.7
AMBIKCO,Ambika Cotton Mills Limited,Consumer Cyclical,903.75,19824,1578.6
HEALTHX,Health X Platform Limited,Healthcare,903.58,4212,284.05
BAJAJINDEF,INDEF MANUFACTURING LTD,Industrials,899.2,28455,281.0
DHARMAJ,Dharmaj Crop Guard Limited,Basic Materials,896.3,56522,265.2
MUNJALAU,Munjal Auto Industries Limited,Consumer Cyclical,896.1,1222892,89.61
MATRIMONY,Matrimony.com Limited,Communication Services,884.59,11684,427.95
GCSL,Gretex Corporate Services Limited,Financial Services,881.01,320685,389.15
INDOBORAX,Indo Borax & Chemicals Limited,Basic Materials,880.71,117768,274.45
ARIHANT,Arihant Foundations & Housing Limited,Real Estate,876.94,3697,858.85
DECCANCE,Deccan Cements Limited,Basic Materials,876.45,26391,625.7
GENESYS,Genesys International Corporation Limited,Technology,872.58,722112,208.8
NDTV,New Delhi Television Limited,Communication Services,870.56,314430,77.16
NIITLTD,NIIT Limited,Consumer Defensive,868.94,653721,63.71
BORANA,BORANA WEAVES LIMITED,Consumer Cyclical,858.38,98495,322.15
DVL,Dhunseri Ventures Limited,Financial Services,855.27,14324,244.19
BODALCHEM,Bodal Chemicals Limited,Basic Materials,854.15,304652,67.82
MAXIND,Max India Limited,Healthcare,850.66,29980,161.96
OMINFRAL,Om Infra Limited,Industrials,848.15,140537,88.07
MEIL,MANGAL ELECTRICAL IND L,Industrials,838.16,50997,303.35
ABINFRA,A B INFRABUILD LIMITED,Industrials,838.09,621118,13.12
GAYAPROJ,Gayatri Projects Limited,Industrials,837.6,240390,18.04
GHCLTEXTIL,GHCL Textiles Limited,Consumer Cyclical,837.14,257424,87.58
MAANALU,Maan Aluminium Limited,Basic Materials,836.07,112296,139.38
KRYSTAL,KRYSTAL INTEGRATED SER L,Industrials,830.91,111722,594.7
KOTHARIPET,Kothari Petrochemicals Limited,Basic Materials,823.08,135332,139.87
MENONBE,Menon Bearings Limited,Consumer Cyclical,818.97,485923,146.14
HERANBA,Heranba Industries Limited,Basic Materials,818.36,27594,204.52
ELDEHSG,Eldeco Housing and Industries Limited,Real Estate,818.06,550,831.95
GEMAROMA,GEM AROMATICS LIMITED,Basic Materials,817.67,33718,156.53
GICHSGFIN,GIC Housing Finance Limited,Financial Services,815.04,85053,151.35
BIGBLOC,Bigbloc Construction Limited,Industrials,811.09,311355,57.29
ADVENTHTL,Advent Hotels International Limited,Consumer Cyclical,811.03,265176,150.35
LIKHITHA,Likhitha Infrastructure Limited,Energy,808.48,29781,204.82
ECOSMOBLTY,ECOS (INDIA) MOB & HOSP L,Industrials,804.42,295326,134.07
KELLTONTEC,Kellton Tech Solutions Limited,Technology,800.83,1761645,15.07
BLAL,BEML Land Assets Limited,Financial Services,794.04,35438,190.67
KABRAEXTRU,Kabra Extrusiontechnik Limited,Industrials,793.67,11040,226.94
GANESHCP,GANESH CONSUMER PRODUCT L,Consumer Defensive,791.16,41590,195.77
BIRLAMONEY,Aditya Birla Money Limited,Financial Services,789.04,42005,139.63
ANUHPHR,Anuh Pharma Limited,Healthcare,787.66,31011,78.59
GAUDIUMIVF,GAUDIUM IVF N WOMEN H L,Healthcare,784.86,176425,107.83
DWARKESH,Dwarikesh Sugar Industries Limited,Consumer Defensive,783.27,2437773,42.27
DMCC,DMCC Speciality Chemicals Limited,Basic Materials,781.74,177393,313.45
NRAIL,N R Agarwal Industries Limited,Basic Materials,780.07,6871,458.35
FAIRCHEMOR,Fairchem Organics Limited,Basic Materials,778.49,15932,618.05
GTPL,GTPL Hathway Limited,Communication Services,771.95,28177,68.64
NCLIND,NCL Industries Limited,Basic Materials,769.32,58673,170.08
INNOVANA,INNOVANA THINKLABS LTD,Technology,766.07,5255,370.8
JITFINFRA,JITF Infralogistics Limited,Industrials,765.97,6567,298.0
KECL,Kirloskar Electric Company Limited,Industrials,763.03,61387,114.89
MVGJL,Manoj Vaibhav Gems 'N' Jewellers Limited,Consumer Cyclical,759.48,75065,155.48
ARIHANTCAP,Arihant Capital Markets Limited,Financial Services,757.1,207881,69.07
ASAL,Automotive Stampings and Assemblies Limited,Consumer Cyclical,757.05,33459,477.2
KOPRAN,Kopran Limited,Healthcare,754.8,168070,156.32
GLOSTERLTD,Gloster Limited,Consumer Cyclical,736.7,4020,673.2
INNOVISION,INNOVISION LIMITED,Industrials,735.59,30158,308.9
ARROWGREEN,Arrow Greentech Limited,Consumer Cyclical,728.67,90465,482.95
ATL,Allcargo Terminals Limited,Industrials,728.48,197325,24.96
DBOL,Dhampur Bio Organics Limited,Consumer Defensive,727.92,67840,110.62
CONSOFINVT,Consolidated Finvest & Holdings Limited,Financial Services,720.91,4464,223.01
ADSL,Allied Digital Services Limited,Technology,711.01,267379,125.69
MODIS,Modi's Navnirman Limited,Real Estate,710.77,104394,362.8
AHCL,ANLON HEALTHCARE LIMITED,Healthcare,709.57,2493316,13.35
MUKKA,Mukka Proteins Limited,Consumer Defensive,706.8,320148,23.56
DENTA,DENTA WATER N INFRA SOL L,Industrials,701.54,132656,262.75
KAMDHENU,Kamdhenu Limited,Basic Materials,700.48,1579183,24.85
CHEVIOT,Cheviot Company Limited,Consumer Cyclical,698.1,2907,1195.0
MMP,MMP Industries Limited,Basic Materials,697.02,51134,274.39
AHLWEST,Asian Hotels (West) Limited,Consumer Cyclical,686.08,3142,588.85
BHAGERIA,Bhageria Industries Limited,Basic Materials,683.56,24778,156.62
KUANTUM,Kuantum Papers Limited,Basic Materials,682.93,82396,78.26
FABTECH,FABTECH TECHNOLOGIES LTD,Healthcare,681.08,383424,153.22
GANESHBE,Ganesh Benzoplast Limited,Basic Materials,675.48,170804,93.83
JAYAGROGN,Jayant Agro-Organics Limited,Basic Materials,669.3,33008,223.1
KSOLVES,Ksolves India Limited,Technology,667.49,34103,281.4
CCCL,Consolidated Construction Consortium Limited,Industrials,665.67,255459,14.9
MAGADSUGAR,Magadh Sugar & Energy Limited,Consumer Defensive,664.49,33635,471.55
ADVANCE,ADVANCE AGROLIFE LIMITED,Basic Materials,661.31,229058,102.87
LAXMIINDIA,LAXMI INDIA FINANCE LTD,Financial Services,658.63,322477,126.01
MCLEODRUSS,McLeod Russel India Limited,Consumer Defensive,654.31,395802,62.64
MINDTECK,Mindteck (India) Limited,Technology,650.81,88210,203.67
OSWALGREEN,Oswal Greentech Limited,Financial Services,642.54,248689,25.02
MALLCOM,Mallcom (India) Limited,Industrials,629.74,3129,1009.2
GEECEE,GeeCee Ventures Limited,Real Estate,628.71,4152,300.65
OSWALAGRO,Oswal Agro Mills Limited,Real Estate,626.05,23238,46.53
INDOFARM,INDO FARM EQUIPMENT LTD,Industrials,625.01,135413,130.07
AGARIND,Agarwal Industrial Corporation Limited,Basic Materials,621.27,48450,415.35
HINDCOMPOS,Hindustan Composites Limited,Consumer Cyclical,620.74,6918,420.3
DISHTV,Dish TV India Limited,Communication Services,618.66,1645680,3.36
COMSYN,Commercial Syn Bags Limited,Consumer Cyclical,617.35,27744,153.04
20MICRONS,20 Microns Limited,Basic Materials,613.99,87901,174.0
CHEMFAB,Chemfab Alkalis Limited,Basic Materials,612.89,12180,426.4
ONWARDTEC,Onward Technologies Limited,Technology,610.45,192257,271.17
IRISDOREME,Iris Clothings Limited,Consumer Cyclical,607.96,365079,35.62
BESTAGRO,Best Agrolife Limited,Basic Materials,604.0,446178,17.03
EVERESTIND,Everest Industries Limited,Industrials,602.99,16240,380.3
CEWATER,CONCORD ENVIRO SYSTEMS L,Utilities,599.57,41604,289.7
CHEMCON,Chemcon Speciality Chemicals Limited,Basic Materials,599.39,37979,163.63
NAHARPOLY,Nahar Poly Films Limited,Consumer Cyclical,589.37,28885,239.7
ELIN,Elin Electronics Limited,Industrials,588.61,113096,118.41
ONMOBILE,OnMobile Global Limited,Communication Services,587.96,202310,55.3
LINC,Linc Limited,Industrials,575.3,81632,96.68
NBIFIN,N.B.I. Industrial Finance Company Limited,Financial Services,574.72,515,1945.0
EIFFL,Euro India Fresh Foods Limited,Consumer Defensive,574.62,39677,231.7
FOCUS,Focus Lighting and Fixtures Limited,Consumer Cyclical,567.57,109098,84.54
APTECHT,Aptech Limited,Consumer Defensive,563.9,263678,97.22
MANBA,MANBA FINANCE LIMITED,Financial Services,563.49,41421,112.16
MODINATUR,Modi Naturals Limited,Consumer Defensive,563.19,39360,423.25
DAVANGERE,Davangere Sugar Company Limited,Consumer Defensive,556.27,26252863,3.89
KHAICHEM,Khaitan Chemicals and Fertilizers Limited,Basic Materials,555.26,58910,57.25
ENIL,Entertainment Network (India) Limited,Communication Services,553.31,12797,116.07
PANACHE,Panache Digilife Limited,Technology,548.89,34860,360.45
DCMSIL,DCM Shriram International Limited,Industrials,542.22,47319,62.33
KILITCH,Kilitch Drugs (India) Limited,Healthcare,537.25,54511,153.67
BMWVENTLTD,BMW VENTURES LIMITED,Basic Materials,536.85,99995,61.91
GLOTTIS,GLOTTIS LIMITED,Industrials,535.38,151444,57.94
GLOBAL,Global Education Limited,Consumer Defensive,534.57,115588,105.02
NILASPACES,Nila Spaces Limited,Real Estate,532.14,778936,13.51
LOKESHMACH,Lokesh Machines Limited,Industrials,528.95,16747,248.37
MODISONLTD,Modison Limited,Industrials,525.04,68644,161.8
DHUNINV,Dhunseri Investments Limited,Financial Services,524.17,810,859.7
MUNJALSHOW,Munjal Showa Limited,Consumer Cyclical,523.53,48377,130.9
CSLFINANCE,CSL Finance Limited,Financial Services,517.26,12658,230.02
COFFEEDAY,Coffee Day Enterprises Limited,Consumer Cyclical,514.82,756900,24.37
