symbol,name,sector,fundamental_score,valuation_score,growth_score,quality_score,health_score,pe_ratio,pe_discount_pct,revenue_growth,earnings_growth,roe
FINEORG,Fine Organic Industries Limited,Basic Materials,5,0,1,2,2,35.843197,0.0,0.081,-0.106,
JISLDVREQS,Jain Irrigation Systems Limited,Industrials,4,3,0,0,1,98.583336,0.0,0.043,,-0.0068
DIXON,Dixon Technologies (India) Limited,Technology,4,0,0,3,1,40.815643,0.0,0.021,-0.361,0.37133
HESTERBIO,Hester Biosciences Limited,Healthcare,4,2,1,1,0,37.877975,0.0,0.09,-0.184,
DSSL,Dynacons Systems & Solutions Limited,Technology,4,3,1,0,0,20.618761,23.8,0.095,-0.347,
APEX,Apex Frozen Foods Limited,Consumer Defensive,4,2,2,0,0,44.04537,0.0,0.145,,
DBSTOCKBRO,DB (International) Stock Brokers Limited,Financial Services,4,3,0,1,0,30.674156,0.0,-0.287,-0.167,
NHPC,NHPC Limited,Utilities,4,2,0,2,0,49.22436,0.0,-0.029,-0.043,
KHADIM,Khadim India Limited,Consumer Cyclical,4,4,0,0,0,26.338062,0.0,-0.462,,
NETWORK18,Network18 Media & Investments Limited,Communication Services,4,3,1,0,0,32.545456,0.0,0.097,,0.031689998
5PAISA,5paisa Capital Limited,Financial Services,4,2,0,2,0,21.884007,0.0,-0.11,-0.237,
FORTIS,Fortis Healthcare Limited,Healthcare,4,0,3,1,0,75.75865,0.0,0.175,-0.216,
MOTOGENFIN,The Motor & General Finance Limited,Real Estate,4,3,0,1,0,69.52941,0.0,,,
ALKALI,Alkali Metals Limited,Basic Materials,4,2,2,0,0,75.47127,0.0,0.115,,
LEMONTREE,Lemon Tree Hotels Limited,Consumer Cyclical,4,0,2,2,0,40.01079,0.0,0.143,0.0,
ANUP,The Anup Engineering Limited,Industrials,4,0,3,1,0,34.24765,0.0,0.206,-0.157,
ARCHIDPLY,Archidply Industries Limited,Basic Materials,4,2,2,0,0,34.663864,0.0,0.114,,
CELEBRITY,Celebrity Fashions Limited,Consumer Cyclical,4,1,3,0,0,,0.0,0.189,,
DODLA,Dodla Dairy Limited,Consumer Defensive,4,1,3,0,0,31.547216,0.0,0.137,0.081,
DALBHARAT,Dalmia Bharat Limited,Basic Materials,4,2,0,0,2,28.408155,0.0,0.038,-0.108,0.06501
HINDOILEXP,Hindustan Oil Exploration Company Limited,Energy,4,2,0,2,0,21.043533,0.0,-0.486,-0.808,
BIRLANU,BirlaNu Limited,Industrials,4,3,1,0,0,,0.0,0.098,,-0.10299
LIBERTSHOE,Liberty Shoes Ltd.,Consumer Cyclical,4,2,2,0,0,35.333332,0.0,0.13,-0.748,
BOHRAIND,Bohra Industries Limited,Basic Materials,4,3,0,0,1,,0.0,,,
MAXESTATES,MAXESTATES,Real Estate,4,2,0,2,0,133.1908,0.0,-0.006,-0.998,
ASTRON,Astron Paper & Board Mill Limited,Basic Materials,4,3,1,0,0,,0.0,0.056,,
JISLJALEQS,Jain Irrigation Systems Limited,Industrials,4,3,0,0,1,129.66667,0.0,0.043,,-0.0068
JPPOWER,Jaiprakash Power Ventures Limited,Utilities,4,2,0,0,2,39.877552,0.0,0.034,,0.03603
DOMS,DOMS Industries Limited,Industrials,4,0,4,0,0,62.11581,0.0,0.182,0.065,
BLUSPRING,Bluspring Enterprises Limited,Industrials,4,3,1,0,0,,0.0,0.091,,
DEEPAKNTR,Deepak Nitrite Limited,Basic Materials,4,1,1,0,2,46.7349,0.0,-0.024,0.085,0.09751
FERMENTA,Fermenta Biotech Limited,,4,2,0,2,0,,0.0,-0.122,-0.659,
AMANTA,AMANTA,Healthcare,4,3,1,0,0,36.769886,0.0,0.098,-0.106,
EPACK,EPACK Durable Limited,Consumer Cyclical,4,2,2,0,0,56.133175,0.0,0.135,0.038,
MMWL,Media Matrix Worldwide Limited,Communication Services,4,0,2,0,2,294.4,0.0,0.106,,0.0717
HLVLTD,HLV Limited,Consumer Cyclical,4,3,1,0,0,109.71428,0.0,0.055,-0.375,0.00936
KOKUYOCMLN,Kokuyo Camlin Limited,Industrials,4,2,2,0,0,35.4313,0.0,0.131,-0.339,
ABMKNO,ABM Knowledgeware Limited,,4,2,1,1,0,,0.0,0.088,-0.455,
GRANDOAK,Grand Oak Canyons Distillery Limited,,4,2,0,2,0,,0.0,,,
COMFINTE,Comfort Intech Limited,,4,3,1,0,0,,0.0,0.054,,
NATIONSTD,National Standard (India) Limited,,4,0,0,2,2,,0.0,-1.0,-0.678,0.034849998
CENTURYPLY,Century Plyboards (India) Limited,Basic Materials,4,0,4,0,0,71.97467,0.0,0.184,0.091,
BRIGADE,Brigade Enterprises Limited,Real Estate,4,2,1,1,0,2458.0356,0.0,0.076,-0.234,
GRAVISSHO,Graviss Hospitality Limited,,4,3,1,0,0,,0.0,0.095,,-0.00343
JSWCEMENT,JSWCEMENT,Basic Materials,4,2,2,0,0,,0.0,0.132,,
GTPL,GTPL Hathway Limited,Communication Services,4,3,1,0,0,49.028572,0.0,0.063,,0.009649999
CENTUM,Centum Electronics Limited,Technology,4,0,0,3,1,,0.0,-0.057,-0.836,0.28000998
OAL,Oriental Aromatics Limited,Basic Materials,4,2,2,0,0,1449.2858,0.0,0.13,,
AROGRANITE,Aro Granite Industries Limited,Industrials,4,3,0,0,1,,0.0,-0.478,,-0.065689996
ADANIENSOL,Adani Energy Solutions Limited,Utilities,4,0,3,0,1,69.93562,0.0,0.168,0.035,0.096599996
DCMNVL,DCM Nouvelle Limited,Consumer Cyclical,4,3,0,0,1,39.096443,0.0,-0.064,-0.165,0.00493
NIPPOBATRY,Indo National Limited,Industrials,4,3,1,0,0,,0.0,0.073,-0.26,
CYBERMEDIA,Cyber Media (India) Limited,Communication Services,4,3,1,0,0,40.023254,0.0,0.051,,
ELGIRUBCO,Elgi Rubber Company Limited,Consumer Cyclical,4,3,1,0,0,,0.0,0.094,,
MOL,Meghmani Organics Limited,Basic Materials,4,3,0,0,1,32.74843,0.0,-0.076,-0.59,0.01878
NUVOCO,Nuvoco Vistas Corporation Limited,Basic Materials,4,3,1,0,0,32.45283,0.0,0.087,-0.149,0.03742
FIRSTCRY,FIRSTCRY,Consumer Cyclical,4,2,2,0,0,,0.0,0.116,,
HARDWYN,Hardwyn India Limited,Industrials,4,2,1,0,1,99.208336,0.0,0.058,-0.5,
HBSL,HB Stockholdings Limited,Financial Services,3,3,0,0,0,,0.0,,,
DIAMONDYD,Prataap Snacks Limited,Consumer Defensive,3,1,0,0,2,249.8383,0.0,0.049,,0.01398
IMAGICAA,Imagicaaworld Entertainment Limited,Communication Services,3,3,0,0,0,160.07407,0.0,-0.009,-0.962,0.00051
NKIND,N.K Industries Limited,Consumer Defensive,3,3,0,0,0,,0.0,-0.308,,
IWP,The Indian Wood Products Company Limited,,3,3,0,0,0,,0.0,-0.031,-0.158,
CAMLINFINE,Camlin Fine Sciences Limited,Basic Materials,3,2,1,0,0,,0.0,0.055,,
HINDWAREAP,Hindware Home Innovation Limited,Consumer Cyclical,3,2,1,0,0,,0.0,0.068,,
CAPTRUST,Capital Trust Limited,Financial Services,3,3,0,0,0,,0.0,-0.426,,
AMDIND,AMD Industries Limited,Consumer Cyclical,3,3,0,0,0,,0.0,-0.154,,
LAHOTIOV,Lahoti Overseas Limited,,3,3,0,0,0,,0.0,-0.175,-0.057,
AARTIPHARM,Aarti Pharmalabs Limited,Healthcare,3,2,0,1,0,30.210102,0.0,-0.196,-0.352,
MADHAVIPL,Madhav Infra Projects Limited,,3,3,0,0,0,,0.0,-0.635,,
CEREBRAINT,Cerebra Integrated Technologies Limited,Industrials,3,3,0,0,0,,0.0,-0.924,,
AARNAV,Aarnav Fashions Limited,,3,3,0,0,0,,0.0,0.043,-0.569,
ACCURACY,Accuracy Shipping Limited,Industrials,3,3,0,0,0,33.705883,0.0,-0.38,-0.167,
ARSHIYA,Arshiya Limited,Industrials,3,3,0,0,0,,0.0,0.028,,
DAICHI,Dai-ichi Karkaria Limited,,3,3,0,0,0,,0.0,-0.071,,
KAKATCEM,Kakatiya Cement Sugar and Industries Limited,Basic Materials,3,3,0,0,0,,0.0,-0.245,,
HMT,HMT Limited,Industrials,3,3,0,0,0,,0.0,-0.286,,
BEEKAY,Beekay Steel Industries Limited,,3,3,0,0,0,,0.0,,,
PALREDTEC,Palred Technologies Limited,Technology,3,3,0,0,0,,0.0,-0.11,,
MHRIL,Mahindra Holidays & Resorts India Limited,Consumer Cyclical,3,0,1,0,2,67.95652,0.0,0.053,-0.431,0.08522
KANCHI,Kanchi Karpooram Limited,,3,3,0,0,0,,0.0,-0.046,-0.268,
ELANTAS,ELANTAS Beck India Limited,Basic Materials,3,0,1,2,0,49.75015,0.0,0.078,-0.054,
ABFRL,Aditya Birla Fashion and Retail Limited,Consumer Cyclical,3,3,0,0,0,,0.0,-0.456,,
HDIL,Housing Development and Infrastructure Limited,Real Estate,3,3,0,0,0,,0.0,-0.135,,
MADHUCON,Madhucon Projects Limited,Industrials,3,3,0,0,0,,0.0,-0.218,,
ASTAR,Asian Star Company Limited,,3,3,0,0,0,,0.0,-0.041,-0.297,
BVCL,Barak Valley Cements Limited,Basic Materials,3,3,0,0,0,4218.0,0.0,-0.129,,
DHRUV,Dhruv Consultancy Services Limited,Industrials,3,3,0,0,0,,0.0,,,
MANGALAM,Mangalam Drugs & Organics Limited,Healthcare,3,3,0,0,0,,0.0,-0.074,,-0.35233003
ALOKINDS,Alok Industries Limited,Consumer Cyclical,3,3,0,0,0,,0.0,0.031,,
BANKA,Banka BioLoo Limited,Industrials,3,2,1,0,0,,0.0,0.087,,
BI,Bilcare Limited,,3,3,0,0,0,,0.0,-0.085,,
ORISSAMINE,The Orissa Minerals Development Company Limited,Basic Materials,3,3,0,0,0,,0.0,-0.001,,
DCMFINSERV,DCM Financial Services Limited,Financial Services,3,3,0,0,0,,0.0,,,
ORTEL,Ortel Communications Limited,Communication Services,3,3,0,0,0,,0.0,-0.424,,
JHS,JHS Svendgaard Laboratories Limited,Consumer Defensive,3,3,0,0,0,,0.0,0.04,,
ORIENTLTD,Orient Press Limited,Consumer Cyclical,3,3,0,0,0,,0.0,-0.062,,
HGS,Hinduja Global Solutions Limited,Industrials,3,3,0,0,0,,0.0,0.011,,
AKG,AKG Exim Limited,Industrials,3,3,0,0,0,59.210526,0.0,-0.386,-0.4,0.01171
FEL,Future Enterprises Limited,Consumer Cyclical,3,3,0,0,0,,0.0,-0.132,,-2.38273
GSS,GSS Infotech Limited,Technology,3,3,0,0,0,,0.0,-0.205,,
FLEXITUFF,Flexituff Ventures International Limited,Consumer Cyclical,3,3,0,0,0,,0.0,,,
ANKITMETAL,Ankit Metal & Power Limited,Basic Materials,3,3,0,0,0,,0.0,-0.255,,
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,Consumer Cyclical,3,2,1,0,0,,0.0,0.065,,
KHANDSE,Khandwala Securities Limited,Financial Services,3,3,0,0,0,,0.0,-0.455,,
IONEXCHANG,Ion Exchange (India) Limited,Industrials,3,2,1,0,0,25.450098,0.0,0.064,-0.582,
21STCENMGM,Twentyfirst Century Management Services Limited,Financial Services,3,3,0,0,0,,0.0,,,
KSR,KSR Footwear Limited,Consumer Cyclical,3,3,0,0,0,,0.0,-0.096,,
MADHAV,Madhav Marbles and Granites Limited,Industrials,3,3,0,0,0,,0.0,-0.036,,
FMNL,Future Market Networks Limited,Real Estate,3,3,0,0,0,,0.0,-0.077,-0.554,
MORARJEE,Morarjee Textiles Limited,Consumer Cyclical,3,3,0,0,0,,0.0,,,
ATLASCYCLE,Atlas Cycles (Haryana) Limited,Consumer Cyclical,3,3,0,0,0,,0.0,-0.827,,-0.02095
GLFL,Gujarat Lease Financing Limited,Financial Services,3,3,0,0,0,349.0,0.0,-0.027,-0.5,
GANGAFORGE,Ganga Forging Limited,Industrials,3,3,0,0,0,,0.0,,,
JUBLCPL,Jubilant Agri and Consumer Products Limited,Basic Materials,3,1,2,0,0,22.832123,0.0,0.135,0.022,
BLUECHIP,Blue Chip India Limited,Financial Services,3,3,0,0,0,,0.0,,,
ODIGMA,Odigma Consultancy Solutions Limited,Communication Services,3,3,0,0,0,,0.0,-0.06,,
MTEDUCARE,MT Educare Limited,Consumer Defensive,3,3,0,0,0,,0.0,-0.422,,
COMPINFO,Compuage Infocom Limited,Technology,3,3,0,0,0,,0.0,-0.698,,
ARENTERP,Rajdarshan Industries Limited,Basic Materials,3,3,0,0,0,,0.0,,,
LCCINFOTEC,LCC Infotech Limited,Consumer Defensive,3,0,1,0,2,,0.0,0.062,,
GLOBALE,Globale Tessile Limited,Consumer Cyclical,3,3,0,0,0,,0.0,-0.776,,
CREATIVEYE,Creative Eye Limited,Communication Services,3,3,0,0,0,,0.0,,,
CTE,Cambridge Technology Enterprises Limited,Technology,3,3,0,0,0,,0.0,-0.093,,
MANKIND,Mankind Pharma Limited,Healthcare,3,0,2,1,0,58.141697,0.0,0.104,0.048,
IMPEXFERRO,Impex Ferro Tech Limited,Basic Materials,3,3,0,0,0,,0.0,,,
GANECOS,Ganesha Ecosphere Limited,Consumer Cyclical,3,3,0,0,0,68.47811,0.0,-0.102,-0.849,
IFBIND,IFB Industries Limited,Consumer Cyclical,3,1,2,0,0,37.59203,0.0,0.113,-0.229,
ARCHIES,Archies Limited,Consumer Cyclical,3,3,0,0,0,,0.0,-0.229,,
BONLON,Bonlon Industries Limited,Basic Materials,3,3,0,0,0,32.91724,0.0,-0.073,-0.606,
FLFL,Future Lifestyle Fashions Limited,Consumer Cyclical,3,3,0,0,0,,0.0,-0.787,,
BLAL,BEML Land Assets Limited,Financial Services,3,3,0,0,0,,0.0,,,
AFCONS,AFCONS,Industrials,3,3,0,0,0,27.559378,0.0,-0.073,-0.353,
FILATFASH,Filatex Fashions Limited,Consumer Cyclical,3,3,0,0,0,,0.0,-0.595,-0.985,
MIRZAINT,Mirza International Limited,Consumer Cyclical,3,3,0,0,0,49.935482,0.0,0.033,,
BALKRISIND,Balkrishna Industries Limited,Consumer Cyclical,3,1,1,1,0,33.446987,0.0,0.069,-0.15,
KANORICHEM,Kanoria Chemicals & Industries Limited,Basic Materials,3,3,0,0,0,,0.0,-0.235,,
ONMOBILE,OnMobile Global Limited,Communication Services,3,3,0,0,0,33.92638,0.0,-0.173,,
DIGITIDE,Digitide Solutions Limited,Industrials,3,2,1,0,0,,0.0,0.065,,
COCHINSHIP,Cochin Shipyard Limited,Industrials,3,0,0,2,1,57.813633,0.0,-0.066,-0.038,0.12517
MCLEODRUSS,McLeod Russel India Limited,Consumer Defensive,3,0,3,0,0,,0.0,0.202,,
GRINDWELL,Grindwell Norton Limited,Industrials,3,0,2,1,0,49.504925,0.0,0.071,0.097,
DIGISPICE,DiGiSPICE Technologies Limited,Financial Services,3,2,0,0,1,74.07407,0.0,-0.067,,0.097550005
CYIENTDLM,Cyient DLM Limited,Technology,3,1,0,0,2,45.048702,0.0,-0.138,-0.275,0.07472
JKCEMENT,J.K. Cement Limited,Basic Materials,3,0,3,0,0,41.32194,0.0,0.182,-0.079,
FUSION,Fusion Finance Limited,Financial Services,3,3,0,0,0,,0.0,,,
DPSCLTD,India Power Corporation Limited,Utilities,3,3,0,0,0,330.33334,0.0,-0.023,-0.467,
MAPMYINDIA,C. E. Info Systems Limited,Technology,3,0,0,2,1,42.201412,0.0,-0.182,-0.422,
LANCORHOL,Lancor Holdings Limited,Real Estate,3,3,0,0,0,,0.0,-0.162,,
DBOL,Dhampur Bio Organics Limited,Consumer Defensive,3,3,0,0,0,31.073034,0.0,-0.118,,
GTLINFRA,GTL Infrastructure Limited,Technology,3,3,0,0,0,,0.0,0.036,,
OMAXE,Omaxe Limited,Real Estate,3,3,0,0,0,,0.0,-0.305,,
LOTUSEYE,Lotus Eye Hospital and Institute Limited,Healthcare,3,1,2,0,0,333.0,0.0,0.106,,
JINDALPHOT,Jindal Photo Limited,Financial Services,3,3,0,0,0,87.68707,0.0,-0.964,-0.995,
ISHANCH,Ishan Dyes and Chemicals Limited,Basic Materials,3,3,0,0,0,,0.0,-0.118,,
DSFCL,DSFCL,Basic Materials,3,3,0,0,0,,0.0,0.036,,
KAYA,Kaya Limited,Consumer Defensive,3,3,0,0,0,,0.0,0.033,,
CONCOR,Container Corporation of India Limited,Industrials,3,2,0,1,0,30.954653,0.0,0.045,-0.089,
BPL,BPL Limited,Technology,3,3,0,0,0,,0.0,-0.007,-0.375,-0.037920002
MEDICAMEQ,Medicamen Biotech Limited,Healthcare,3,2,1,0,0,47.427353,0.0,0.051,-0.474,
KRITI,Kriti Industries (India) Limited,Industrials,3,2,0,0,1,341.0,0.0,0.031,,0.00533
KCPSUGIND,K.C.P. Sugar and Industries Corporation Limited,Consumer Defensive,3,3,0,0,0,68.47222,0.0,-0.232,,
DVL,Dhunseri Ventures Limited,Financial Services,3,3,0,0,0,,0.0,-0.467,-0.936,
HCL-INSYS,HCL Infosystems Limited,Technology,3,3,0,0,0,,0.0,-0.26,,
EVERESTIND,Everest Industries Limited,Industrials,3,3,0,0,0,,0.0,-0.237,,
BEML,BEML Limited,Industrials,3,0,3,0,0,59.882786,0.0,0.237,,
CASTROLIND,Castrol India Limited,Energy,3,0,1,2,0,18.724459,0.0,0.087,0.038,
CHEMFAB,Chemfab Alkalis Limited,Basic Materials,3,2,0,0,1,,0.0,-0.16,,-0.00907
PARSVNATH,Parsvnath Developers Limited,Real Estate,3,3,0,0,0,,0.0,0.048,,
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,Basic Materials,3,3,0,0,0,,0.0,,,
JUBLFOOD,Jubilant FoodWorks Limited,Consumer Cyclical,3,0,3,0,0,95.320244,0.0,0.203,,
PAKKA,Pakka Limited,Basic Materials,3,3,0,0,0,67.56716,0.0,-0.089,-0.35,
IGPL,I G Petrochemicals Limited,Basic Materials,3,3,0,0,0,,0.0,-0.166,,
DELPHIFX,Delphi World Money Limited,Financial Services,3,3,0,0,0,65.05555,0.0,-0.198,0.0,0.022079999
GUFICBIO,Gufic Biosciences Limited,Healthcare,3,1,2,0,0,56.513027,0.0,0.114,-0.358,
OILCOUNTUB,Oil Country Tubular Limited,Energy,3,3,0,0,0,,0.0,-0.864,,
GEMAROMA,GEMAROMA,Basic Materials,3,3,0,0,0,29.148975,0.0,-0.185,,
JINDALPOLY,Jindal Poly Films Limited,Consumer Cyclical,3,3,0,0,0,,0.0,-0.729,,
GVKPIL,GVK Power & Infrastructure Limited,Utilities,3,3,0,0,0,,0.0,-0.984,,
KREBSBIO,Krebs Biochemicals & Industries Limited,Healthcare,3,3,0,0,0,,0.0,-0.366,,
MUKTAARTS,Mukta Arts Limited,Communication Services,3,3,0,0,0,,0.0,-0.034,,
KRISHIVAL,KRISHIVAL,Consumer Defensive,3,0,0,1,2,42.942894,0.0,-0.184,-0.021,0.12996
NAHARSPING,Nahar Spinning Mills Limited,Consumer Cyclical,3,3,0,0,0,47.6107,0.0,-0.139,,
BECTORFOOD,Mrs. Bectors Food Specialities Limited,Consumer Defensive,3,1,2,0,0,39.875,0.0,0.084,0.099,
DHUNINV,Dhunseri Investments Limited,Financial Services,3,3,0,0,0,,0.0,-0.519,,
GABRIEL,Gabriel India Limited,Consumer Cyclical,3,0,3,0,0,,0.0,0.159,-0.089,
JKIPL,JKIPL,Industrials,3,3,0,0,0,,0.0,-0.76,,
OBCL,OBCL Limited,Industrials,3,3,0,0,0,,0.0,-0.162,,
LOYALTEX,Loyal Textile Mills Limited,Consumer Cyclical,3,3,0,0,0,,0.0,-0.32,,
GVPTECH,GVP Infotech Limited,Technology,3,3,0,0,0,,0.0,-0.46,,0.00452
ENIL,Entertainment Network (India) Limited,Communication Services,3,3,0,0,0,,0.0,0.038,,
AKSHOPTFBR,Aksh Optifibre Limited,Technology,3,3,0,0,0,,0.0,-0.089,,
GPIL,Godawari Power & Ispat Limited,Basic Materials,3,2,0,1,0,24.502127,0.0,-0.122,-0.038,
BAJAJHIND,Bajaj Hindusthan Sugar Limited,Consumer Defensive,3,3,0,0,0,,0.0,-0.065,,
DMCC,DMCC Speciality Chemicals Limited,Basic Materials,3,1,0,1,1,29.937918,0.0,-0.467,-0.085,0.114879996
KSB,KSB Limited,Industrials,3,0,0,0,3,57.467922,0.0,0.01,-0.232,
ASHIMASYN,Ashima Limited,Real Estate,3,3,0,0,0,,0.0,-0.641,,
BIOCON,Biocon Limited,Healthcare,3,2,0,0,1,151.44366,0.0,0.023,-0.725,0.011469999
ORIENTPPR,Orient Paper & Industries Limited,Basic Materials,3,3,0,0,0,,0.0,0.027,,
BSL,BSL Limited,Consumer Cyclical,3,3,0,0,0,34.99437,0.0,-0.017,-0.611,
DEVYANI,Devyani International Limited,Consumer Cyclical,3,0,3,0,0,,0.0,0.197,,-0.025880001
DISHTV,Dish TV India Limited,Communication Services,3,3,0,0,0,,0.0,-0.198,,
HERANBA,Heranba Industries Limited,Basic Materials,3,3,0,0,0,,0.0,-0.117,,
EUREKAFORB,Eureka Forbes Limited,Consumer Cyclical,3,2,1,0,0,62.111652,0.0,0.08,-0.713,
INDTERRAIN,Indian Terrain Fashions Limited,Consumer Cyclical,3,3,0,0,0,,0.0,0.047,,
AKSHARCHEM,AksharChem (India) Limited,Basic Materials,3,3,0,0,0,,0.0,-0.114,,
NATCAPSUQ,Natural Capsules Limited,Healthcare,3,3,0,0,0,,0.0,-0.139,,
MOSCHIP,MOSCHIP,Technology,3,0,3,0,0,112.21111,0.0,0.184,-0.625,
HTMEDIA,HT Media Limited,Communication Services,3,3,0,0,0,2117.0,0.0,0.014,,
ESSARSHPNG,Essar Shipping Limited,Industrials,3,3,0,0,0,,0.0,-0.99,,
EMAMIREAL,Emami Realty Limited,Real Estate,3,3,0,0,0,,0.0,-0.915,,
EMBDL,Embassy Developments Limited,Real Estate,3,3,0,0,0,,0.0,-0.237,,
NELCO,Nelco Limited,Technology,3,0,3,0,0,453.9865,0.0,0.173,,0.02586
GMMPFAUDLR,GMM Pfaudler Limited,Industrials,3,1,2,0,0,227.53807,0.0,0.102,,
GREENLAM,Greenlam Industries Limited,Consumer Cyclical,3,0,3,0,0,342.94116,0.0,0.173,,
GUJTHEM,Gujarat Themis Biosyn Limited,Healthcare,3,0,1,2,0,83.968254,0.0,0.097,-0.042,
MINDTECK,Mindteck (India) Limited,Technology,3,3,0,0,0,23.144318,0.0,-0.034,-0.36,
ALLTIME,ALLTIME,Consumer Defensive,3,2,1,0,0,43.677063,0.0,0.071,-0.328,
FELDVR,Future Enterprises Limited,Consumer Cyclical,3,3,0,0,0,,0.0,-0.132,,-2.38273
3MINDIA,3M India Limited,Industrials,2,0,2,0,0,93.45836,0.0,0.127,,
DREDGECORP,Dredging Corporation of India Limited,Industrials,2,2,0,0,0,,0.0,-0.149,,-0.05193
ACI,Archean Chemical Industries Limited,Basic Materials,2,1,0,0,1,62.127174,0.0,-0.114,-0.741,0.05552
LAXMIDENTL,LAXMIDENTL,Healthcare,2,1,1,0,0,47.6327,0.0,0.071,-0.591,
CIFL,Capital India Finance Limited,Financial Services,2,2,0,0,0,26.83654,0.0,-0.038,,
ARVSMART,Arvind SmartSpaces Limited,Real Estate,2,1,0,1,0,37.02762,0.0,-0.208,-0.396,
CHEMPLASTS,Chemplast Sanmar Limited,Basic Materials,2,2,0,0,0,,0.0,-0.21,,
AEPL,Artemis Electricals and Projects Limited,Industrials,2,1,0,1,0,42.92105,0.0,-0.769,-0.7,
ORCHPHARMA,Orchid Pharma Limited,Healthcare,2,2,0,0,0,188.51851,0.0,-0.015,,
KOLTEPATIL,Kolte-Patil Developers Limited,Real Estate,2,2,0,0,0,64.05983,0.0,-0.241,-0.847,
KITEX,Kitex Garments Limited,Consumer Cyclical,2,2,0,0,0,,0.0,-0.341,,
EMIL,Electronics Mart India Limited,Consumer Cyclical,2,2,0,0,0,49.33745,0.0,0.029,-0.061,
MSPL,MSP Steel & Power Limited,Basic Materials,2,2,0,0,0,,0.0,-0.109,-0.46,
ABREL,Aditya Birla Real Estate Limited,Real Estate,2,1,0,0,1,,0.0,,,-0.08911
ASAHIINDIA,Asahi India Glass Limited,Consumer Cyclical,2,0,2,0,0,67.572136,0.0,0.117,-0.101,
BAJAJELEC,Bajaj Electricals Limited,Consumer Cyclical,2,2,0,0,0,126.39872,0.0,-0.185,,
LOKESHMACH,Lokesh Machines Limited,Industrials,2,2,0,0,0,269.96738,0.0,-0.02,,
INDIGOPNTS,Indigo Paints Limited,Basic Materials,2,1,0,1,0,32.679935,0.0,0.047,0.008,
HONAUT,Honeywell Automation India Limited,Industrials,2,0,1,1,0,50.7612,0.0,0.071,-0.082,
PAGEIND,Page Industries Limited,Consumer Cyclical,2,0,1,1,0,54.945385,0.0,0.056,-0.074,
APCL,Anjani Portland Cement Limited,Basic Materials,2,2,0,0,0,,0.0,-0.239,,
ICIL,Indo Count Industries Limited,Consumer Cyclical,2,2,0,0,0,48.04636,0.0,-0.077,-0.677,
JBMA,JBM Auto Limited,Consumer Cyclical,2,0,2,0,0,69.437225,0.0,0.142,-0.171,
CENTRUM,Centrum Capital Limited,Financial Services,2,2,0,0,0,,0.0,-0.094,,
AFFORDABLE,Affordable Robotic & Automation Limited,Industrials,2,2,0,0,0,40.443607,0.0,-0.421,,
ANTHEM,ANTHEM,Healthcare,2,0,0,2,0,91.72131,0.0,-0.15,-0.258,
FOSECOIND,Foseco India Limited,Basic Materials,2,1,0,1,0,45.869526,0.0,0.012,-0.011,
JYOTHYLAB,Jyothy Labs Limited,Consumer Defensive,2,1,0,1,0,23.530045,0.0,0.05,-0.071,
BBOX,Black Box Limited,Technology,2,0,2,0,0,70.41267,0.0,0.105,-0.119,
BAJAJST,Bajaj Steel Industries Limited,,2,2,0,0,0,,0.0,-0.093,,
DCM,DCM Limited,Industrials,2,2,0,0,0,29.319298,0.0,0.02,,
COLPAL,Colgate-Palmolive (India) Limited,Consumer Defensive,2,0,0,2,0,44.244164,0.0,0.017,0.003,
HCG,HealthCare Global Enterprises Limited,Healthcare,2,0,2,0,0,475.5224,0.0,0.133,,
ACE,Action Construction Equipment Limited,Industrials,2,1,0,1,0,25.0,0.0,-0.023,0.043,
AVROIND,Avro India Limited,Consumer Cyclical,2,2,0,0,0,38.185184,0.0,0.035,0.0,
LAL,Lorenzini Apparels Limited,Consumer Cyclical,2,2,0,0,0,,0.0,-0.026,,
AAATECH,AAA Technologies Limited,Technology,2,1,0,1,0,38.04065,0.0,-0.31,-0.186,
BATAINDIA,Bata India Limited,Consumer Cyclical,2,0,2,0,0,50.007202,0.0,0.028,0.125,
CINEVISTA,Cinevista Limited,Communication Services,2,2,0,0,0,,0.0,-0.364,,
FAIRCHEMOR,Fairchem Organics Limited,Basic Materials,2,2,0,0,0,334.0811,0.0,-0.118,,
GOKEX,Gokaldas Exports Limited,Consumer Cyclical,2,2,0,0,0,44.055096,0.0,-0.009,-0.72,
OSWALSEEDS,ShreeOswal Seeds and Chemicals Limited,Basic Materials,2,2,0,0,0,30.923079,0.0,-0.274,-0.814,
ARTNIRMAN,Art Nirman Limited,Real Estate,2,2,0,0,0,75.254906,0.0,-0.444,-0.727,
LXCHEM,Laxmi Organic Industries Limited,Basic Materials,2,2,0,0,0,53.13241,0.0,-0.086,-0.124,
ASTRAL,Astral Limited,Industrials,2,0,2,0,0,82.665245,0.0,0.103,-0.056,
GSPCROP,GSPCROP,Basic Materials,2,2,0,0,0,24.033709,0.0,-0.017,,
LYKALABS,Lyka Labs Limited,Healthcare,2,2,0,0,0,,0.0,,,
AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,Healthcare,2,2,0,0,0,72.70491,0.0,-0.279,-0.219,
LGHL,LGHL,Consumer Cyclical,2,0,1,1,0,108.600006,0.0,0.092,-0.12,
