symbol,technical_score,trend_score,momentum_score,sr_score,volume_score,price_vs_50ma,pct_above_50ma,price_vs_200ma,pct_above_200ma,ma_cross,trend_strength,momentum_20d_pct,trend_total,rsi_score,rsi_value,macd_score,macd_position,stochastic_score,stochastic_k,momentum_total,sr_high_score,dist_from_52w_high_pct,sr_low_score,dist_from_52w_low_pct,breakout_score,sr_total,volume_trend_score,volume_trend_pct,volume_spike_score,volume_spike_pct,volume_total,current_price,sma_50,sma_200,rsi
HBLENGINE,11.5,4.0,4,2.5,1.0,3,5.8,1,-3.5,0,0.0,-1.8,4.0,3,42.9,0,bearish,1,2.8,4,1.0,31.0,1.5,42.8,0,2.5,1,7.4,0.0,-52.4,1.0,771.95,729.78,800.17,42.9
DCI,11.5,5.0,4,2.5,0.0,1,-2.5,2,9.7,2,0.0,-11.0,5.0,1,30.6,0,bearish,3,43.9,4,1.0,40.1,1.5,41.4,0,2.5,0,-73.2,0.0,-34.9,0.0,284.7,291.87,259.49,30.6
ELLEN,11.5,4.5,5,2.0,0.0,3,15.7,0,-25.0,0,1.5,5.7,4.5,4,53.9,0,bearish,1,28.1,5,0.0,56.8,2.0,57.4,0,2.0,0,-16.9,0.0,-43.2,0.0,275.4,238.11,367.3,53.9
GREAVESCOT,11.5,4.0,5,2.5,0.0,3,9.6,0,-10.5,0,1.0,5.0,4.0,4,52.0,0,bearish,1,21.3,5,1.0,32.1,1.5,38.1,0,2.5,0,-5.2,0.0,-40.2,0.0,165.76,151.26,185.22,52.0
EMMBI,11.5,2.0,7,2.5,0.0,2,4.3,0,-11.8,0,0.0,-3.8,2.0,4,47.0,0,bearish,3,59.9,7,1.0,33.0,1.5,40.7,0,2.5,0,-12.4,0.0,-53.3,0.0,84.85,81.37,96.19,47.0
ANTELOPUS,11.5,5.0,3,3.5,0.0,3,22.6,0,,0,2.0,22.0,5.0,0,73.9,3,bullish,0,78.0,3,1.5,4.9,2.0,110.5,0,3.5,0,-35.1,0.0,-18.6,0.0,751.55,612.81,,73.9
EXCELSOFT,11.5,3.0,5,2.5,1.0,3,5.5,0,,0,0.0,-3.4,3.0,3,41.9,0,bearish,2,33.3,5,1.0,37.8,1.5,33.5,0,2.5,1,9.3,0.0,-3.8,1.0,88.62,84.0,,41.9
HPAL,11.5,2.0,5,2.5,2.0,2,3.9,0,-13.0,0,0.0,-9.7,2.0,4,46.4,0,bearish,1,1.9,5,1.0,32.0,1.5,38.8,0,2.5,2,12.8,0.0,-56.0,2.0,36.81,35.42,42.31,46.4
EMAMIPAP,11.5,4.0,3,2.5,2.0,3,5.6,0,-11.8,0,1.0,3.9,4.0,1,65.9,0,bearish,2,36.9,3,1.0,36.1,1.5,41.7,0,2.5,1,2.0,1.0,37.9,2.0,77.93,73.79,88.37,65.9
JINDWORLD,11.5,4.0,5,1.5,1.0,3,11.0,0,-13.5,0,1.0,3.0,4.0,4,51.1,0,bearish,1,18.9,5,0.0,58.9,1.5,48.6,0,1.5,1,1.5,0.0,-68.0,1.0,26.53,23.9,30.68,51.1
NAGREEKCAP,11.5,5.0,1,2.5,3.0,3,8.6,2,4.7,0,0.0,-4.0,5.0,0,11.3,0,bearish,1,10.1,1,1.0,32.4,1.5,49.8,0,2.5,3,114.2,0.0,-93.4,3.0,28.91,26.61,27.63,11.3
APTECHT,11.5,4.0,2,2.5,3.0,3,8.3,1,-6.2,0,0.0,-2.2,4.0,1,31.6,0,bearish,1,10.2,2,1.0,43.5,1.5,40.7,0,2.5,3,45.1,0.0,-67.2,3.0,97.22,89.73,103.62,31.6
MAMATA,11.5,3.0,5,3.5,0.0,2,3.1,1,-4.9,0,0.0,-0.4,3.0,4,47.1,0,bearish,1,19.1,5,2.0,25.9,1.5,34.8,0,3.5,0,-14.2,0.0,-54.6,0.0,400.35,388.4,421.15,47.1
OPTIEMUS,11.5,4.0,5,2.5,0.0,3,9.6,0,-17.8,0,1.0,3.6,4.0,4,50.7,0,bearish,1,16.4,5,1.0,41.7,1.5,44.3,0,2.5,0,-31.5,0.0,-51.4,0.0,415.5,379.11,505.63,50.7
CPCAP,11.5,4.0,6,1.5,0.0,3,6.8,0,-16.4,0,1.0,0.6,4.0,3,55.6,0,bearish,3,49.1,6,0.0,56.4,1.5,31.3,0,1.5,0,-20.1,0.0,-31.5,0.0,96.53,90.35,115.43,55.6
MAHLOG,11.5,4.0,1,3.5,3.0,0,-6.9,2,2.7,2,0.0,-16.5,4.0,0,19.4,0,bearish,1,3.3,1,2.0,19.8,1.5,31.3,0,3.5,3,23.3,0.0,-49.0,3.0,361.05,387.72,351.64,19.4
CLSEL,11.5,4.0,5,2.5,0.0,2,3.9,2,0.1,0,0.0,-5.7,4.0,4,52.4,0,bearish,1,9.1,5,1.0,31.4,1.5,32.1,0,2.5,0,-12.4,0.0,-71.0,0.0,269.2,259.05,268.9,52.4
HINDCON,11.5,4.0,5,2.5,0.0,3,10.9,0,-14.0,0,1.0,3.5,4.0,3,55.9,0,bearish,2,30.3,5,1.0,42.0,1.5,49.1,0,2.5,0,-46.1,0.0,-48.2,0.0,23.35,21.05,27.14,55.9
MAXIND,11.5,4.0,5,2.5,0.0,3,6.7,0,-12.7,0,1.0,4.7,4.0,3,56.7,0,bearish,2,33.3,5,1.0,33.0,1.5,35.0,0,2.5,0,-6.9,0.0,-47.9,0.0,161.96,151.81,185.44,56.7
EICHERMOT,11.5,4.0,4,3.5,0.0,1,-1.3,2,0.8,1,0.0,-3.2,4.0,3,42.1,0,bearish,1,27.3,4,2.0,14.8,1.5,36.1,0,3.5,0,-25.8,0.0,-29.9,0.0,7014.5,7107.55,6959.39,42.1
KSCL,11.5,4.0,5,2.5,0.0,3,5.4,1,-6.0,0,0.0,-0.5,4.0,4,45.0,0,bearish,1,3.0,5,1.0,39.5,1.5,30.2,0,2.5,0,-36.4,0.0,-49.1,0.0,918.35,871.56,976.86,45.0
GEEKAYWIRE,11.5,3.0,6,2.5,0.0,3,10.5,0,-12.0,0,0.0,-7.1,3.0,3,42.8,0,bearish,3,51.5,6,1.0,35.2,1.5,44.2,0,2.5,0,-32.5,0.0,-65.9,0.0,26.69,24.16,30.32,42.8
INDIANCARD,11.5,3.0,6,2.5,0.0,3,5.6,0,-13.7,0,0.0,-2.2,3.0,4,49.2,0,bearish,2,32.3,6,1.0,46.2,1.5,35.0,0,2.5,0,-32.9,0.0,-57.0,0.0,206.62,195.68,239.45,49.2
NAHARCAP,11.5,5.0,4,2.5,0.0,3,7.6,1,-3.2,0,1.0,0.5,5.0,3,55.3,0,bearish,1,25.6,4,1.0,32.1,1.5,33.3,0,2.5,0,-38.0,0.0,-14.7,0.0,254.55,236.59,262.98,55.3
BFUTILITIE,11.5,4.0,4,2.5,1.0,3,9.5,0,-15.6,0,1.0,1.9,4.0,3,40.1,0,bearish,1,4.2,4,1.0,40.3,1.5,45.6,0,2.5,1,1.1,0.0,-56.8,1.0,536.75,490.02,635.7,40.1
CUB,11.5,4.0,2,3.5,2.0,1,-1.7,2,0.3,1,0.0,-5.7,4.0,1,31.7,0,bearish,1,16.2,2,2.0,22.7,1.5,35.3,0,3.5,2,12.7,0.0,-59.3,2.0,250.65,255.1,249.99,31.7
FIEMIND,11.5,4.0,4,3.5,0.0,2,1.4,2,1.2,0,0.0,-3.7,4.0,3,43.3,0,bearish,1,17.9,4,2.0,15.1,1.5,39.3,0,3.5,0,-16.2,0.0,4.8,0.0,2168.2,2137.33,2141.7,43.3
MANAKSTEEL,11.5,4.0,1,3.5,3.0,2,2.4,2,0.7,0,0.0,-13.0,4.0,0,19.9,0,bearish,1,3.9,1,2.0,29.3,1.5,36.6,0,3.5,3,76.6,0.0,-82.1,3.0,61.62,60.18,61.21,19.9
NELCO,11.5,3.0,3,2.5,3.0,3,5.6,0,-10.4,0,0.0,-0.2,3.0,2,39.0,0,bearish,1,3.1,3,1.0,42.1,1.5,34.4,0,2.5,3,75.1,0.0,-91.6,3.0,671.9,636.29,750.19,39.0
INSECTICID,11.5,5.0,1,3.5,2.0,3,11.9,2,0.8,0,0.0,-0.1,5.0,1,65.7,0,bearish,0,84.0,1,1.0,34.0,1.5,39.4,1,3.5,0,-32.2,2.0,115.1,2.0,722.8,646.22,717.28,65.7
INDIANB,11.5,4.0,1,3.5,3.0,0,-8.1,2,0.4,2,0.0,-11.6,4.0,0,28.1,0,bearish,1,15.5,1,2.0,18.0,1.5,45.6,0,3.5,3,20.9,0.0,-17.7,3.0,820.6,893.1,817.31,28.1
MEIL,11.5,4.0,5,2.5,0.0,3,12.4,0,,0,1.0,0.2,4.0,4,54.0,0,bearish,1,26.1,5,1.0,47.1,1.5,47.1,0,2.5,0,-14.8,0.0,-63.8,0.0,303.35,269.97,,54.0
AIRAN,11.5,2.0,7,2.5,0.0,2,4.8,0,-15.8,0,0.0,-4.3,2.0,4,45.7,0,bearish,3,53.0,7,1.0,48.0,1.5,34.4,0,2.5,0,-7.6,0.0,17.4,0.0,16.97,16.19,20.16,45.7
CONCORDBIO,11.5,3.5,5,2.0,1.0,2,2.4,0,-17.4,0,1.5,6.5,3.5,2,61.2,0,bearish,3,43.1,5,1.0,46.9,1.0,15.0,0,2.0,1,2.1,0.0,-73.0,1.0,1135.3,1108.58,1374.09,61.2
BALUFORGE,11.5,3.0,5,2.5,1.0,2,0.8,0,-14.3,0,1.0,1.5,3.0,4,48.6,0,bearish,1,2.2,5,1.0,39.0,1.5,40.2,0,2.5,1,8.9,0.0,-50.9,1.0,478.15,474.39,558.25,48.6
DATAMATICS,11.0,4.0,5,2.0,0.0,2,3.3,1,-9.8,0,1.0,2.0,4.0,4,54.5,0,bearish,1,26.2,5,1.0,33.4,1.0,27.1,0,2.0,0,-8.7,0.0,-32.6,0.0,741.8,717.8,822.34,54.5
LAMBODHARA,11.0,2.0,6,2.0,1.0,2,4.6,0,-11.0,0,0.0,-3.3,2.0,4,49.3,0,bearish,2,38.0,6,1.0,34.6,1.0,29.5,0,2.0,1,9.7,0.0,-6.9,1.0,105.97,101.33,119.09,49.3
GICRE,11.0,5.0,4,2.0,0.0,2,1.3,2,2.5,1,0.0,-2.1,5.0,3,40.2,0,bearish,1,23.0,4,2.0,10.9,0.0,10.6,0,2.0,0,-20.3,0.0,-5.5,0.0,387.45,382.64,377.82,40.2
ICRA,11.0,2.0,7,2.0,0.0,2,0.8,0,-10.2,0,0.0,-1.3,2.0,4,49.0,0,bearish,3,50.6,7,2.0,23.7,0.0,8.5,0,2.0,0,-24.6,0.0,-34.4,0.0,5390.0,5346.42,5999.62,49.0
COMPINFO,11.0,4.5,5,1.5,0.0,3,9.1,0,-23.0,0,1.5,9.0,4.5,3,40.5,0,bearish,2,38.1,5,0.0,55.1,1.5,46.2,0,1.5,0,-25.9,0.0,-51.4,0.0,1.33,1.22,1.73,40.5
IDFCFIRSTB,11.0,4.0,3,3.0,1.0,2,1.9,1,-9.3,0,1.0,0.2,4.0,2,39.3,0,bearish,1,21.5,3,2.0,22.2,1.0,16.5,0,3.0,0,-25.2,1.0,37.0,1.0,67.65,66.4,74.59,39.3
AARTIDRUGS,11.0,3.0,4,2.0,2.0,2,1.9,0,-13.4,0,1.0,0.7,3.0,3,42.0,0,bearish,1,20.9,4,1.0,34.5,1.0,15.3,0,2.0,1,8.1,1.0,29.8,2.0,367.75,360.73,424.43,42.0
HINDUNILVR,11.0,4.0,5,2.0,0.0,2,3.0,1,-4.8,0,1.0,1.8,4.0,3,42.7,0,bearish,2,38.5,5,2.0,16.7,0.0,12.3,0,2.0,0,-8.0,0.0,-45.3,0.0,2272.2,2205.41,2385.67,42.7
FDC,11.0,3.0,5,3.0,0.0,2,2.8,0,-10.2,0,1.0,2.1,3.0,4,50.0,0,bearish,1,17.5,5,2.0,29.7,1.0,17.0,0,3.0,0,-18.9,0.0,-29.9,0.0,366.15,356.0,407.7,50.0
BANARISUG,11.0,3.0,5,3.0,0.0,1,-0.5,1,-0.5,1,0.0,-0.6,3.0,4,49.7,0,bearish,1,5.2,5,2.0,18.6,1.0,16.1,0,3.0,0,-6.2,0.0,-58.1,0.0,3604.3,3622.76,3620.67,49.7
MANORAMA,11.0,2.0,3,3.0,3.0,1,-4.4,1,-5.0,0,0.0,-5.7,2.0,2,37.2,0,bearish,1,1.7,3,2.0,25.8,1.0,23.1,0,3.0,3,43.6,0.0,-3.0,3.0,1305.6,1365.97,1374.03,37.2
AKASH,11.0,4.0,4,3.0,0.0,2,2.9,2,0.0,0,0.0,-3.3,4.0,2,36.7,0,bearish,2,33.2,4,2.0,25.9,1.0,17.0,0,3.0,0,-20.1,0.0,-89.5,0.0,26.68,25.92,26.67,36.7
BAJFINANCE,11.0,3.0,5,3.0,0.0,2,0.8,1,-5.4,0,0.0,-0.8,3.0,4,46.5,0,bearish,1,20.8,5,2.0,17.4,1.0,15.6,0,3.0,0,-23.6,0.0,-32.0,0.0,910.45,903.63,961.94,46.5
ICICIPRULI,11.0,1.0,8,2.0,0.0,1,-3.3,0,-12.0,0,0.0,-4.0,1.0,3,57.8,3,bullish,2,39.6,8,2.0,24.2,0.0,9.0,0,2.0,0,-16.7,0.0,-58.6,0.0,535.6,554.06,608.49,57.8
GICHSGFIN,11.0,3.0,4,3.0,1.0,2,2.1,1,-8.8,0,0.0,-1.4,3.0,3,42.7,0,bearish,1,25.2,4,2.0,24.9,1.0,16.4,0,3.0,1,0.2,0.0,-56.9,1.0,151.35,148.26,165.9,42.7
MTEDUCARE,11.0,4.5,4,2.5,0.0,3,8.6,0,-12.2,0,1.5,5.4,4.5,2,61.1,0,bearish,2,63.9,4,1.0,38.4,1.5,34.2,0,2.5,0,-21.6,0.0,-24.6,0.0,1.57,1.45,1.79,61.1
MODTHREAD,11.0,3.0,5,3.0,0.0,1,-1.6,1,-1.6,1,0.0,-3.3,3.0,3,43.1,0,bearish,2,33.5,5,2.0,25.8,1.0,29.2,0,3.0,0,-68.2,0.0,-90.8,0.0,46.01,46.76,46.74,43.1
NEWGEN,11.0,3.0,4,1.0,3.0,2,1.8,0,-35.3,0,1.0,0.1,3.0,3,43.4,0,bearish,1,26.1,4,0.0,65.5,1.0,17.8,0,1.0,1,0.7,2.0,103.1,3.0,472.3,464.07,729.97,43.4
AVL,11.0,6.5,0,3.5,1.0,3,11.4,2,10.0,0,1.5,5.5,6.5,0,72.3,0,bearish,0,76.5,0,1.5,7.8,2.0,69.0,0,3.5,1,4.4,0.0,-5.5,1.0,552.1,495.47,502.1,72.3
MEDICO,11.0,5.5,2,3.5,0.0,3,10.4,1,-2.0,0,1.5,7.2,5.5,0,70.8,2,bullish,0,80.1,2,2.0,25.0,1.5,46.5,0,3.5,0,-40.2,0.0,0.1,0.0,44.27,40.08,45.16,70.8
MAHLIFE,11.0,2.0,5,2.0,2.0,1,-2.8,0,-10.8,0,1.0,1.8,2.0,4,49.6,0,bearish,1,23.4,5,2.0,23.6,0.0,13.8,0,2.0,2,13.1,0.0,-52.8,2.0,326.45,335.79,365.92,49.6
MUKTAARTS,11.0,4.5,4,2.5,0.0,3,8.5,0,-14.3,0,1.5,9.2,4.5,3,55.8,0,bearish,1,18.1,4,1.0,42.0,1.5,44.4,0,2.5,0,-17.1,0.0,-79.3,0.0,53.44,49.25,62.33,55.8
NBIFIN,11.0,2.0,4,2.0,3.0,2,2.6,0,-13.9,0,0.0,-7.4,2.0,3,42.1,0,bearish,1,13.8,4,1.0,41.4,1.0,26.4,0,2.0,3,20.6,0.0,-69.7,3.0,1945.0,1896.49,2257.87,42.1
PARAS,11.0,5.0,3,3.0,0.0,2,3.8,2,8.7,1,0.0,-3.6,5.0,2,38.5,0,bearish,1,4.9,3,2.0,22.5,1.0,29.8,0,3.0,0,-24.8,0.0,-16.4,0.0,753.4,725.83,693.37,38.5
ITC,11.0,3.0,6,2.0,0.0,2,1.7,0,-14.0,0,1.0,1.5,3.0,3,57.5,0,bearish,3,52.5,6,2.0,27.6,0.0,7.8,0,2.0,0,-18.9,0.0,-29.3,0.0,309.45,304.16,359.69,57.5
AAATECH,11.0,3.0,3,2.0,3.0,1,-2.8,1,-0.0,1,0.0,-10.1,3.0,2,36.2,0,bearish,1,18.0,3,1.0,31.2,1.0,23.8,0,2.0,3,32.3,0.0,-62.6,3.0,93.58,96.27,93.6,36.2
FOCUS,11.0,6.5,1,2.5,1.0,3,17.3,2,5.3,0,1.5,6.6,6.5,1,67.2,0,bearish,0,75.5,1,1.0,33.0,1.5,48.2,0,2.5,0,-19.2,1.0,33.8,1.0,84.54,72.09,80.27,67.2
LICI,11.0,3.0,5,2.0,1.0,2,0.4,1,-6.7,0,0.0,-3.5,3.0,2,39.9,0,bearish,3,45.7,5,2.0,17.4,0.0,10.8,0,2.0,0,-23.2,1.0,21.6,1.0,799.15,795.91,856.14,39.9
BLUSPRING,11.0,5.0,3,3.0,0.0,3,16.2,1,-2.9,0,1.0,1.2,5.0,1,67.0,0,bearish,2,68.8,3,1.0,32.7,2.0,54.5,0,3.0,0,-68.3,0.0,14.7,0.0,67.94,58.49,69.95,67.0
ARVINDFASN,11.0,1.0,4,3.0,3.0,1,-0.0,0,-11.1,0,0.0,-7.1,1.0,3,42.4,0,bearish,1,21.8,4,2.0,25.1,1.0,18.4,0,3.0,3,66.4,0.0,-43.1,3.0,433.4,433.55,487.42,42.4
BOSCH-HCIL,11.0,3.0,5,3.0,0.0,2,4.6,0,,0,1.0,2.9,3.0,4,53.4,0,bearish,1,8.6,5,1.5,9.4,1.5,35.7,0,3.0,0,-25.7,0.0,-54.6,0.0,1385.7,1325.28,,53.4
KWIL,11.0,2.0,4,3.0,2.0,2,1.3,0,,0,0.0,-5.2,2.0,3,42.8,0,bearish,1,1.8,4,2.0,15.6,1.0,18.7,0,3.0,2,11.0,0.0,-26.4,2.0,26.4,26.05,,42.8
JSWCEMENT,11.0,2.0,6,3.0,0.0,2,1.1,0,,0,0.0,-4.9,2.0,3,42.6,0,bearish,3,54.7,6,2.0,24.0,1.0,15.5,0,3.0,0,-7.5,0.0,-34.6,0.0,123.17,121.79,,42.6
CLEAN,11.0,3.0,4,1.0,3.0,2,1.3,0,-17.4,0,1.0,3.2,3.0,3,41.8,0,bearish,1,2.7,4,0.0,51.8,1.0,17.6,0,1.0,3,71.7,0.0,-44.2,3.0,766.65,756.68,928.38,41.8
BEL,11.0,5.0,3,3.0,0.0,1,-3.1,2,2.5,2,0.0,-7.4,5.0,2,39.7,0,bearish,1,28.8,3,2.0,10.5,1.0,25.1,0,3.0,0,-28.5,0.0,-33.6,0.0,423.65,437.07,413.15,39.7
NCC,11.0,5.0,4,2.0,0.0,3,5.4,1,-9.0,0,1.0,0.1,5.0,3,41.6,0,bearish,1,13.0,4,1.0,33.0,1.0,23.6,0,2.0,0,-2.4,0.0,-21.0,0.0,160.68,152.48,176.66,41.6
ANDHRAPAP,11.0,3.0,5,2.0,1.0,2,1.1,1,-7.5,0,0.0,-3.7,3.0,4,47.1,0,bearish,1,27.0,5,2.0,26.7,0.0,12.3,0,2.0,0,-57.4,1.0,24.0,1.0,65.15,64.44,70.41,47.1
MONEYBOXX,11.0,2.0,5,4.0,0.0,2,2.0,0,,0,0.0,-8.4,2.0,4,51.2,0,bearish,1,18.8,5,2.0,23.0,2.0,60.0,0,4.0,0,-15.9,0.0,-79.7,0.0,70.42,69.01,,51.2
GANECOS,11.0,4.0,4,3.0,0.0,3,7.3,1,-1.2,0,0.0,-1.8,4.0,3,41.0,0,bearish,1,24.8,4,1.0,40.7,2.0,55.6,0,3.0,0,-81.1,0.0,-57.3,0.0,1016.9,948.04,1029.33,41.0
GUJGASLTD,11.0,4.0,4,3.0,0.0,2,2.1,1,-8.4,0,1.0,0.7,4.0,3,44.0,0,bearish,1,20.6,4,2.0,26.3,1.0,22.7,0,3.0,0,-57.6,0.0,-57.2,0.0,369.9,362.37,403.68,44.0
ARVSMART,11.0,3.0,5,3.0,0.0,2,3.8,1,-0.4,0,0.0,-1.8,3.0,4,46.2,0,bearish,1,3.6,5,2.0,21.3,1.0,21.2,0,3.0,0,-87.8,0.0,-50.3,0.0,589.85,568.43,592.07,46.2
GTPL,11.0,4.0,5,2.0,0.0,3,7.2,0,-24.9,0,1.0,1.3,4.0,2,60.8,0,bearish,3,52.4,5,1.0,47.7,1.0,24.8,0,2.0,0,-80.0,0.0,-28.0,0.0,68.64,64.02,91.35,60.8
JTLIND,11.0,6.0,1,4.0,0.0,3,9.1,2,2.7,0,1.0,2.8,6.0,0,21.9,0,bearish,1,9.5,1,2.0,20.0,2.0,70.6,0,4.0,0,-8.9,0.0,-55.8,0.0,68.65,62.91,66.83,21.9
DOLATALGO,11.0,3.0,6,2.0,0.0,2,2.1,1,-3.7,0,0.0,-4.9,3.0,4,48.8,0,bearish,2,37.4,6,1.0,30.4,1.0,18.8,0,2.0,0,-23.8,0.0,-59.7,0.0,77.24,75.68,80.19,48.8
BRNL,11.0,3.0,5,3.0,0.0,2,2.3,1,-5.1,0,0.0,-6.5,3.0,4,48.3,0,bearish,1,7.1,5,2.0,23.6,1.0,21.5,0,3.0,0,-41.2,0.0,-65.4,0.0,20.25,19.79,21.33,48.3
MGL,11.0,3.0,5,3.0,0.0,2,2.1,1,-7.1,0,0.0,-3.4,3.0,3,42.0,0,bearish,2,38.2,5,2.0,29.8,1.0,20.8,0,3.0,0,-42.0,0.0,7.7,0.0,1087.6,1064.72,1170.99,42.0
AEGISVOPAK,11.0,3.0,6,2.0,0.0,2,3.4,0,-15.5,0,1.0,0.3,3.0,4,49.5,0,bearish,2,31.7,6,1.0,34.5,1.0,25.1,0,2.0,0,-1.5,0.0,-50.0,0.0,197.72,191.2,233.96,49.5
FMGOETZE,11.0,3.0,5,3.0,0.0,2,3.0,1,-8.3,0,0.0,-1.7,3.0,4,52.5,0,bearish,1,12.3,5,2.0,29.9,1.0,28.2,0,3.0,0,-27.3,0.0,-33.2,0.0,436.15,423.42,475.6,52.5
DMART,11.0,5.0,3,3.0,0.0,2,3.2,2,5.0,1,0.0,-5.4,5.0,2,36.6,0,bearish,1,21.6,3,2.0,11.9,1.0,21.1,0,3.0,0,-42.2,0.0,-59.7,0.0,4358.7,4224.44,4152.6,36.6
LOTUSEYE,11.0,2.0,2,4.0,3.0,1,-3.4,1,-4.6,0,0.0,-4.4,2.0,1,30.2,0,bearish,1,7.1,2,2.0,27.5,2.0,57.4,0,4.0,3,26.5,0.0,-13.6,3.0,106.56,110.28,111.69,30.2
HISARMETAL,11.0,3.0,6,2.0,0.0,2,2.2,1,-9.8,0,0.0,-2.3,3.0,4,53.1,0,bearish,2,34.5,6,1.0,31.0,1.0,23.1,0,2.0,0,-64.3,0.0,-87.6,0.0,153.89,150.63,170.68,53.1
CHOLAFIN,11.0,3.0,5,3.0,0.0,2,0.1,1,-4.2,0,0.0,-1.5,3.0,4,48.2,0,bearish,1,28.2,5,2.0,15.5,1.0,19.0,0,3.0,0,-6.5,0.0,-54.9,0.0,1546.3,1544.93,1613.85,48.2
IVC,11.0,4.0,4,3.0,0.0,2,4.6,1,-0.2,0,1.0,0.7,4.0,3,44.6,0,bearish,1,19.5,4,2.0,20.5,1.0,27.2,0,3.0,0,-16.0,0.0,-34.1,0.0,7.66,7.33,7.68,44.6
NILKAMAL,11.0,2.0,5,2.0,2.0,2,1.1,0,-10.7,0,0.0,-2.1,2.0,4,46.1,0,bearish,1,20.7,5,1.0,30.9,1.0,22.6,0,2.0,1,2.0,1.0,40.2,2.0,1288.4,1274.56,1442.39,46.1
ELGIEQUIP,11.0,5.0,3,3.0,0.0,2,1.4,2,5.4,1,0.0,-5.2,5.0,2,37.3,0,bearish,1,22.0,3,2.0,14.0,1.0,28.2,0,3.0,0,-27.0,0.0,-57.7,0.0,523.25,515.84,496.43,37.3
DCMSHRIRAM,11.0,2.0,4,3.0,2.0,1,-0.3,1,-5.9,0,0.0,-6.0,2.0,3,40.4,0,bearish,1,6.2,4,2.0,24.3,1.0,19.3,0,3.0,2,15.2,0.0,-22.2,2.0,1127.2,1130.11,1197.82,40.4
BETA,11.0,2.0,5,2.0,2.0,2,1.0,0,-18.5,0,0.0,-7.5,2.0,3,41.9,0,bearish,2,32.8,5,1.0,36.4,1.0,28.5,0,2.0,0,-7.0,2.0,338.7,2.0,1271.9,1259.73,1561.55,41.9
AARTISURF,11.0,3.0,5,2.0,1.0,2,2.3,1,-9.0,0,0.0,-0.7,3.0,4,51.4,0,bearish,1,7.2,5,1.0,39.5,1.0,24.8,0,2.0,1,8.4,0.0,-63.4,1.0,394.35,385.65,433.44,51.4
DIGISPICE,11.0,4.5,4,2.5,0.0,3,8.7,0,-12.1,0,1.5,9.9,4.5,3,42.8,0,bearish,1,23.2,4,1.0,43.7,1.5,35.0,0,2.5,0,-29.8,0.0,-70.1,0.0,20.0,18.4,22.75,42.8
ALLDIGI,11.0,3.0,5,3.0,0.0,2,1.2,1,-5.1,0,0.0,-5.5,3.0,4,45.5,0,bearish,1,6.9,5,2.0,21.4,1.0,15.3,0,3.0,0,-17.6,0.0,-56.5,0.0,807.35,797.91,850.42,45.5
GAUDIUMIVF,11.0,5.0,2,4.0,0.0,3,12.2,0,,0,2.0,12.4,5.0,1,30.2,0,bearish,1,8.0,2,2.0,18.9,2.0,55.9,0,4.0,0,-15.6,0.0,-90.7,0.0,107.83,96.1,,30.2
IL&FSENGG,11.0,3.0,6,2.0,0.0,2,4.8,1,-3.5,0,0.0,-4.3,3.0,4,54.9,0,bearish,2,40.0,6,1.0,38.1,1.0,27.6,0,2.0,0,-27.6,0.0,-51.5,0.0,26.79,25.56,27.77,54.9
AKSHARCHEM,10.5,3.0,5,2.5,0.0,3,5.1,0,-16.7,0,0.0,-4.9,3.0,4,47.9,0,bearish,1,23.1,5,1.0,39.8,1.5,40.5,0,2.5,0,-54.9,0.0,-80.6,0.0,198.5,188.79,238.2,47.9
JSLL,10.5,2.0,4,2.0,2.5,1,-1.3,1,-7.7,0,0.0,-5.4,2.0,3,41.9,0,bearish,1,8.8,4,0.0,73.6,2.0,59.9,0,2.0,1,6.5,1.5,54.9,2.5,639.1,647.5,692.59,41.9
AWL,10.5,4.5,4,2.0,0.0,3,6.3,0,-13.9,0,1.5,8.2,4.5,3,43.3,0,bearish,1,29.2,4,1.0,30.2,1.0,16.7,0,2.0,0,-19.8,0.0,-60.2,0.0,199.73,187.91,231.89,43.3
MAHAPEXLTD,10.5,0.0,9,0.0,1.5,0,-14.5,0,-42.8,0,0.0,0.0,0.0,4,45.9,2,bullish,3,43.5,9,0.0,59.4,0.0,14.2,0,0.0,0,-53.6,1.5,58.4,1.5,50.74,59.37,88.64,45.9
AAKASH,10.5,4.5,4,2.0,0.0,2,1.4,1,-2.5,0,1.5,7.2,4.5,0,75.2,2,bullish,2,69.3,4,1.0,36.2,1.0,24.6,0,2.0,0,-79.0,0.0,-8.3,0.0,8.8,8.68,9.03,75.2
DIGIDRIVE,10.5,3.0,5,2.5,0.0,3,5.8,0,-14.3,0,0.0,-5.1,3.0,4,48.1,0,bearish,1,19.4,5,1.0,38.6,1.5,40.6,0,2.5,0,-11.6,0.0,2.6,0.0,22.64,21.4,26.4,48.1
GOCLCORP,10.5,4.0,3,3.5,0.0,3,5.5,1,-3.8,0,0.0,-7.3,4.0,2,39.0,0,bearish,1,10.4,3,2.0,26.2,1.5,34.5,0,3.5,0,-77.3,0.0,-61.8,0.0,300.5,284.78,312.27,39.0
KRBL,10.5,3.0,4,2.0,1.5,2,2.1,1,-9.7,0,0.0,-3.5,3.0,3,41.1,0,bearish,1,5.3,4,1.0,30.9,1.0,23.4,0,2.0,0,-6.9,1.5,67.5,1.5,338.85,332.01,375.1,41.1
