symbol,technical_score,trend_score,momentum_score,sr_score,volume_score,price_vs_50ma,pct_above_50ma,price_vs_200ma,pct_above_200ma,ma_cross,trend_strength,momentum_20d_pct,trend_total,rsi_score,rsi_value,macd_score,macd_position,stochastic_score,stochastic_k,momentum_total,sr_high_score,dist_from_52w_high_pct,sr_low_score,dist_from_52w_low_pct,breakout_score,sr_total,volume_trend_score,volume_trend_pct,volume_spike_score,volume_spike_pct,volume_total,current_price,sma_50,sma_200,rsi
JETFREIGHT,26.5,10.0,9,3.5,4.0,3,12.5,3,31.3,2,2.0,11.4,10.0,4,54.9,2,bullish,3,56.6,9,1.5,7.9,2.0,78.0,0,3.5,3,68.8,1.0,49.3,4.0,21.18,18.83,16.13,54.9
DATAPATTNS,25.5,10.0,7,3.5,5.0,3,8.5,3,32.9,2,2.0,11.8,10.0,4,46.5,0,bearish,3,42.2,7,1.5,9.9,2.0,81.9,0,3.5,3,27.3,2.0,108.8,5.0,3876.5,3572.28,2916.85,46.5
COASTCORP,25.5,10.0,7,3.5,5.0,3,23.4,3,44.1,2,2.0,22.0,10.0,3,59.2,2,bullish,2,62.1,7,1.5,6.7,2.0,108.7,0,3.5,3,28.2,2.0,191.5,5.0,62.26,50.46,43.2,59.2
HINDZINC,25.0,10.0,9,4.0,2.0,3,11.7,3,21.1,2,2.0,10.0,10.0,3,57.5,3,bullish,3,57.4,9,2.0,11.4,2.0,57.1,0,4.0,2,11.6,0.0,14.5,2.0,637.8,570.9,526.49,57.5
KESORAMIND,25.0,10.0,6,4.0,5.0,3,25.3,3,57.4,2,2.0,15.9,10.0,1,69.1,2,bullish,3,55.0,6,2.0,13.7,2.0,170.3,0,4.0,3,43.3,2.0,135.8,5.0,12.3,9.81,7.81,69.1
NLCINDIA,24.5,10.0,8,3.5,3.0,3,23.0,3,36.1,2,2.0,15.9,10.0,2,64.9,3,bullish,3,57.1,8,1.5,9.0,2.0,63.1,0,3.5,3,53.9,0.0,17.8,3.0,352.8,286.84,259.16,64.9
MIRCELECTR,24.0,10.0,7,4.0,3.0,3,34.1,3,47.9,2,2.0,32.5,10.0,1,66.5,3,bullish,3,53.9,7,2.0,15.9,2.0,215.9,0,4.0,3,85.8,0.0,12.4,3.0,41.38,30.85,27.97,66.5
HINDCOPPER,24.0,9.0,10,4.0,1.0,3,7.2,3,35.0,2,1.0,2.5,9.0,4,53.4,3,bullish,3,46.7,10,2.0,24.9,2.0,157.9,0,4.0,0,-34.5,1.0,36.3,1.0,570.25,532.11,422.54,53.4
AEROFLEX,24.0,10.0,7,4.0,3.0,3,31.4,3,77.3,2,2.0,23.3,10.0,1,65.7,3,bullish,3,47.9,7,2.0,19.2,2.0,134.7,0,4.0,3,39.1,0.0,-29.4,3.0,370.85,282.31,209.18,65.7
HAPPYFORGE,24.0,9.5,8,3.5,3.0,3,7.0,3,26.1,2,1.5,5.8,9.5,3,59.6,2,bullish,3,54.4,8,1.5,5.7,2.0,73.4,0,3.5,3,20.6,0.0,-55.6,3.0,1386.6,1295.57,1099.96,59.6
KOTYARK,23.5,10.0,5,4.5,4.0,3,20.4,3,54.4,2,2.0,23.9,10.0,2,61.1,3,bullish,0,87.5,5,1.5,2.4,2.0,133.9,1,4.5,3,26.7,1.0,27.2,4.0,447.25,371.36,289.68,61.1
NARMADA,23.5,9.0,8,3.5,3.0,3,5.9,3,32.7,2,1.0,1.5,9.0,3,57.6,2,bullish,3,54.0,8,1.5,8.5,2.0,128.3,0,3.5,3,28.9,0.0,16.8,3.0,35.61,33.62,26.84,57.6
NORTHARC,23.5,8.0,9,3.5,3.0,3,14.1,3,10.3,0,2.0,17.2,8.0,3,59.7,3,bullish,3,42.7,9,2.0,12.6,1.5,44.0,0,3.5,3,54.4,0.0,-20.3,3.0,281.2,246.37,254.95,59.7
KINGFA,23.0,8.5,8,3.5,3.0,3,14.9,3,20.5,1,1.5,9.3,8.5,3,59.3,3,bullish,2,67.9,8,1.5,5.5,2.0,72.2,0,3.5,3,48.8,0.0,-61.9,3.0,5177.1,4504.95,4296.66,59.3
GESHIP,23.0,9.5,5,3.5,5.0,3,6.1,3,31.5,2,1.5,7.7,9.5,2,61.7,0,bearish,3,49.3,5,1.5,6.6,2.0,73.4,0,3.5,3,26.6,2.0,836.6,5.0,1533.9,1446.36,1166.43,61.7
AYMSYNTEX,23.0,10.0,6,4.0,3.0,3,11.9,3,22.5,2,2.0,19.7,10.0,4,48.1,0,bearish,2,32.2,6,2.0,18.4,2.0,61.1,0,4.0,3,41.7,0.0,-75.9,3.0,228.04,203.73,186.09,48.1
GRAPHITE,23.0,9.5,5,3.5,5.0,3,14.9,3,28.1,2,1.5,8.8,9.5,2,60.5,3,bullish,0,74.6,5,1.5,3.5,2.0,64.8,0,3.5,3,21.7,2.0,145.0,5.0,774.45,674.28,604.58,60.5
IPCALAB,23.0,9.5,7,2.5,4.0,3,5.6,3,11.9,2,1.5,9.3,9.5,2,65.0,3,bullish,2,69.1,7,1.5,3.0,1.0,28.2,0,2.5,2,15.2,2.0,282.8,4.0,1605.0,1519.92,1433.96,65.0
GAEL,22.5,10.0,6,3.5,3.0,3,11.4,3,30.8,2,2.0,10.9,10.0,1,66.0,2,bullish,3,47.3,6,1.5,8.5,2.0,60.9,0,3.5,3,33.0,0.0,-12.7,3.0,162.79,146.18,124.45,66.0
HESTERBIO,22.5,7.0,7,3.5,5.0,3,21.4,2,9.3,0,2.0,23.8,7.0,1,67.4,3,bullish,3,59.1,7,2.0,21.8,1.5,47.8,0,3.5,3,71.3,2.0,1060.9,5.0,1831.4,1509.08,1675.97,67.4
NORBTEAEXP,22.5,10.0,3,5.0,4.5,3,7.6,3,28.6,2,2.0,15.1,10.0,0,89.1,3,bullish,0,98.3,3,2.0,11.8,2.0,187.3,1,5.0,3,99.3,1.5,73.0,4.5,87.64,81.49,68.13,89.1
ADANIPOWER,22.5,10.0,7,3.5,2.0,3,21.7,3,46.6,2,2.0,10.2,10.0,4,52.7,0,bearish,3,50.4,7,1.5,5.6,2.0,110.0,0,3.5,2,10.3,0.0,14.4,2.0,221.33,181.83,151.01,52.7
NGLFINE,22.5,8.0,6,4.0,4.5,2,3.5,3,37.7,2,1.0,2.2,8.0,4,51.3,0,bearish,2,36.9,6,2.0,15.1,2.0,140.2,0,4.0,3,37.9,1.5,55.7,4.5,2350.5,2270.75,1707.5,51.3
CENTUM,22.5,8.0,8,3.5,3.0,3,6.1,3,17.9,2,0.0,-2.4,8.0,2,62.5,3,bullish,3,55.1,8,1.5,5.9,2.0,58.4,0,3.5,1,5.6,2.0,173.0,3.0,3010.8,2838.58,2553.65,62.5
GULPOLY,22.5,9.5,5,4.0,4.0,3,12.8,3,23.1,2,1.5,6.5,9.5,2,63.1,0,bearish,3,43.8,5,2.0,13.6,2.0,56.6,0,4.0,3,44.2,1.0,45.6,4.0,190.22,168.61,154.58,63.1
CRAFTSMAN,22.0,9.0,6,4.0,3.0,3,12.9,3,18.1,1,2.0,10.0,9.0,0,70.3,3,bullish,3,42.5,6,2.0,13.1,2.0,66.1,0,4.0,3,102.0,0.0,-73.2,3.0,8462.5,7495.12,7163.02,70.3
MENONBE,22.0,9.0,5,3.0,5.0,3,19.7,3,20.8,1,2.0,16.1,9.0,0,86.4,3,bullish,2,67.3,5,1.5,8.6,1.5,44.0,0,3.0,3,58.4,2.0,295.9,5.0,146.14,122.13,120.93,86.4
PAISALO,22.0,9.5,6,3.5,3.0,3,15.8,3,27.8,2,1.5,7.6,9.5,4,47.4,0,bearish,2,39.4,6,1.5,8.6,2.0,59.5,0,3.5,3,28.5,0.0,-39.0,3.0,46.73,40.36,36.56,47.4
CEIGALL,22.0,10.0,5,4.0,3.0,3,14.0,3,27.2,2,2.0,12.5,10.0,3,58.3,0,bearish,2,33.2,5,2.0,10.6,2.0,55.2,0,4.0,3,73.5,0.0,-36.1,3.0,345.4,303.08,271.61,58.3
KMEW,22.0,10.0,5,4.0,3.0,3,14.4,3,36.9,2,2.0,11.7,10.0,2,64.4,0,bearish,3,45.0,5,2.0,13.5,2.0,169.9,0,4.0,3,50.6,0.0,-61.7,3.0,1977.8,1729.57,1445.18,64.4
GODREJIND,22.0,7.0,8,4.0,3.0,3,21.7,2,8.4,0,2.0,23.4,7.0,2,62.4,3,bullish,3,59.7,8,2.0,18.3,2.0,52.5,0,4.0,3,57.9,0.0,-68.5,3.0,1135.05,932.33,1047.48,62.4
KHAITANLTD,22.0,9.0,6,4.0,3.0,3,18.8,3,20.0,1,2.0,20.8,9.0,3,43.6,0,bearish,3,42.3,6,2.0,20.5,2.0,56.6,0,4.0,3,111.9,0.0,-94.8,3.0,133.11,112.02,110.94,43.6
ATHERENERG,22.0,9.5,7,3.5,2.0,3,13.5,3,41.2,2,1.5,5.4,9.5,4,49.2,0,bearish,3,47.7,7,1.5,5.3,2.0,211.4,0,3.5,2,12.4,0.0,-18.2,2.0,937.4,826.23,664.04,49.2
AUSOMENT,22.0,10.0,5,4.0,3.0,3,16.8,3,22.7,2,2.0,14.3,10.0,4,53.0,0,bearish,1,11.0,5,2.0,23.6,2.0,61.4,0,4.0,3,102.8,0.0,-43.0,3.0,135.94,116.42,110.78,53.0
CORDSCABLE,22.0,8.0,7,4.0,3.0,3,18.0,3,13.2,0,2.0,14.9,8.0,2,62.6,2,bullish,3,44.3,7,2.0,13.2,2.0,57.7,0,4.0,3,56.1,0.0,-40.0,3.0,200.34,169.72,177.0,62.6
NESTLEIND,22.0,9.0,6,3.0,4.0,3,9.3,3,14.4,1,2.0,11.2,9.0,4,54.3,0,bearish,2,30.4,6,1.5,4.5,1.5,32.6,0,3.0,3,44.1,1.0,20.1,4.0,1430.5,1308.81,1250.36,54.3
LEMERITE,22.0,7.5,6,5.0,3.5,3,5.7,2,7.2,1,1.5,7.3,7.5,3,58.5,3,bullish,0,88.5,6,2.0,12.6,2.0,63.1,1,5.0,2,10.1,1.5,96.7,3.5,470.05,444.62,438.45,58.5
NIBL,22.0,7.0,6,4.0,5.0,3,8.6,3,11.2,1,0.0,-0.1,7.0,3,57.0,0,bearish,3,47.0,6,2.0,19.4,2.0,52.0,0,4.0,3,20.1,2.0,779.5,5.0,32.87,30.27,29.57,57.0
MUKANDLTD,22.0,6.5,7,3.5,5.0,3,7.8,2,6.3,0,1.5,5.9,6.5,4,50.7,0,bearish,3,50.3,7,2.0,11.7,1.5,35.3,0,3.5,3,48.1,2.0,319.6,5.0,141.02,130.85,132.61,50.7
E2E,22.0,9.0,6,4.0,3.0,3,18.5,3,21.3,1,2.0,15.0,9.0,4,52.3,0,bearish,2,38.9,6,2.0,20.0,2.0,70.0,0,4.0,3,37.9,0.0,-17.6,3.0,3116.7,2629.13,2569.65,52.3
APCOTEXIND,22.0,9.0,6,4.0,3.0,3,25.6,3,27.6,1,2.0,24.8,9.0,0,73.5,3,bullish,3,56.9,6,2.0,12.8,2.0,57.3,0,4.0,3,84.5,0.0,-42.7,3.0,488.4,388.98,382.84,73.5
M&MFIN,22.0,5.5,10,3.5,3.0,2,1.4,2,0.2,0,1.5,5.6,5.5,4,51.7,3,bullish,3,53.0,10,2.0,22.2,1.5,30.2,0,3.5,3,44.1,0.0,-62.7,3.0,320.65,316.07,320.03,51.7
GAYAPROJ,22.0,8.0,7,4.0,3.0,3,11.6,3,47.6,2,0.0,-9.4,8.0,4,48.0,0,bearish,3,49.0,7,2.0,12.9,2.0,184.1,0,4.0,3,32.5,0.0,-45.2,3.0,18.04,16.17,12.23,48.0
BLISSGVS,21.5,9.5,7,3.5,1.5,3,13.9,3,49.3,2,1.5,9.5,9.5,4,53.1,0,bearish,3,45.2,7,1.5,5.2,2.0,135.8,0,3.5,0,-1.2,1.5,72.4,1.5,277.65,243.74,186.01,53.1
MARKSANS,21.5,8.0,5,3.5,5.0,3,16.1,3,14.1,0,2.0,17.3,8.0,2,62.2,3,bullish,0,81.5,5,2.0,23.1,1.5,33.8,0,3.5,3,62.1,2.0,107.3,5.0,207.45,178.61,181.84,62.2
KRISHANA,21.5,9.0,6,3.5,3.0,3,17.3,3,24.9,2,1.0,4.8,9.0,4,46.5,0,bearish,2,66.4,6,1.5,6.0,2.0,93.9,0,3.5,3,39.5,0.0,-23.9,3.0,669.65,570.96,535.94,46.5
MAWANASUG,21.5,9.0,6,3.5,3.0,3,12.4,3,21.5,2,1.0,2.9,9.0,4,53.0,0,bearish,2,33.9,6,2.0,13.1,1.5,43.2,0,3.5,3,27.9,0.0,-74.3,3.0,107.5,95.66,88.51,53.0
ALKYLAMINE,21.5,7.0,8,3.5,3.0,3,19.7,2,0.4,0,2.0,22.4,7.0,2,63.4,3,bullish,3,56.4,8,2.0,29.4,1.5,42.1,0,3.5,3,49.6,0.0,-42.2,3.0,1722.6,1439.17,1715.64,63.4
JAYNECOIND,21.5,9.5,5,4.0,3.0,3,17.1,3,37.3,2,1.5,9.1,9.5,4,50.0,0,bearish,1,8.8,5,2.0,11.1,2.0,198.1,0,4.0,3,26.3,0.0,-65.5,3.0,104.05,88.89,75.77,50.0
NITINSPIN,21.5,10.0,5,3.5,3.0,3,21.5,3,41.2,2,2.0,20.8,10.0,0,73.3,2,bullish,3,55.3,5,1.5,8.4,2.0,65.3,0,3.5,3,45.3,0.0,-70.6,3.0,499.4,410.89,353.6,73.3
AUTOIND,21.5,6.5,8,4.0,3.0,3,10.9,2,1.7,0,1.5,8.8,6.5,3,58.1,2,bullish,3,59.4,8,2.0,24.3,2.0,50.9,0,4.0,3,31.8,0.0,-72.2,3.0,72.94,65.77,71.75,58.1
JSFB,21.5,8.0,7,3.5,3.0,3,21.0,3,13.8,0,2.0,28.0,8.0,4,54.6,3,bullish,0,79.2,7,2.0,11.2,1.5,48.7,0,3.5,3,64.7,0.0,-46.5,3.0,490.85,405.59,431.36,54.6
INGERRAND,21.5,9.5,6,3.0,3.0,3,10.4,3,17.3,2,1.5,6.0,9.5,3,57.9,0,bearish,3,50.0,6,1.5,4.5,1.5,43.6,0,3.0,3,49.6,0.0,-71.2,3.0,4398.7,3983.56,3750.47,57.9
HINDALCO,21.5,9.5,7,3.5,1.5,3,8.7,3,24.4,2,1.5,5.1,9.5,4,51.2,0,bearish,3,54.8,7,1.5,3.4,2.0,74.0,0,3.5,0,-31.1,1.5,57.1,1.5,1067.5,981.84,858.31,51.2
NUVAMA,21.0,6.5,8,3.5,3.0,3,13.7,2,9.7,0,1.5,5.1,6.5,2,61.5,3,bullish,3,47.6,8,2.0,10.6,1.5,34.2,0,3.5,3,38.4,0.0,-41.5,3.0,1458.5,1282.42,1329.93,61.5
ADFFOODS,21.0,8.0,6,4.0,3.0,3,25.7,3,24.9,0,2.0,21.6,8.0,4,50.8,0,bearish,2,30.0,6,2.0,11.1,2.0,75.2,0,4.0,3,52.3,0.0,-54.2,3.0,268.3,213.38,214.87,50.8
BANDHANBNK,21.0,10.0,5,3.0,3.0,3,10.5,3,19.2,2,2.0,10.8,10.0,2,61.1,0,bearish,3,47.9,5,1.5,8.6,1.5,44.8,0,3.0,3,31.3,0.0,-72.3,3.0,194.46,175.99,163.13,61.1
HSCL,21.0,10.0,5,3.0,3.0,3,17.3,3,25.3,2,2.0,21.9,10.0,3,57.4,0,bearish,2,35.6,5,1.5,8.9,1.5,42.4,0,3.0,3,96.0,0.0,-43.6,3.0,596.0,508.26,475.69,57.4
IMFA,21.0,8.0,6,4.0,3.0,3,8.0,3,21.8,2,0.0,-3.6,8.0,4,46.6,0,bearish,2,31.8,6,2.0,12.1,2.0,144.2,0,4.0,3,32.9,0.0,-55.3,3.0,1476.5,1367.27,1211.96,46.6
DMCC,21.0,7.5,7,3.5,3.0,3,25.0,3,15.1,0,1.5,6.6,7.5,2,64.1,3,bullish,2,67.3,7,1.5,9.8,2.0,63.8,0,3.5,2,16.4,1.0,44.3,3.0,313.45,250.81,272.34,64.1
IOLCP,21.0,8.0,6,4.0,3.0,3,25.6,3,20.5,0,2.0,20.9,8.0,1,69.7,3,bullish,2,60.1,6,2.0,15.2,2.0,58.0,0,4.0,3,38.3,0.0,-49.5,3.0,105.94,84.33,87.88,69.7
KSHITIJPOL,21.0,9.0,4,4.0,4.0,3,37.7,3,40.9,1,2.0,37.9,9.0,0,73.1,2,bullish,2,63.0,4,2.0,14.0,2.0,109.0,0,4.0,3,78.5,1.0,33.7,4.0,3.93,2.85,2.79,73.1
LATTEYS,21.0,8.0,7,3.0,3.0,3,17.0,3,10.7,0,2.0,10.2,8.0,2,64.9,2,bullish,3,44.8,7,1.0,33.5,2.0,55.7,0,3.0,3,66.0,0.0,-26.6,3.0,24.59,21.01,22.21,64.9
PANACHE,21.0,7.0,7,4.0,3.0,3,12.3,2,9.2,0,2.0,12.7,7.0,2,62.7,3,bullish,2,68.4,7,2.0,23.7,2.0,109.7,0,4.0,3,52.8,0.0,-70.7,3.0,360.45,321.04,330.03,62.7
ASTERDM,21.0,10.0,5,3.0,3.0,3,10.2,3,17.8,2,2.0,10.9,10.0,2,63.4,3,bullish,0,80.7,5,1.5,2.1,1.5,45.8,0,3.0,3,33.2,0.0,-42.9,3.0,753.65,683.67,640.03,63.4
NEOGEN,21.0,10.0,5,4.0,2.0,3,13.7,3,21.1,2,2.0,11.4,10.0,4,51.3,0,bearish,1,19.8,5,2.0,11.6,2.0,72.2,0,4.0,2,16.7,0.0,-85.3,2.0,1664.8,1463.88,1374.71,51.3
MARALOVER,21.0,8.0,7,3.0,3.0,3,21.6,3,11.7,0,2.0,19.5,8.0,1,65.1,3,bullish,3,46.8,7,1.0,34.7,2.0,57.3,0,3.0,3,81.6,0.0,-81.9,3.0,53.66,44.12,48.03,65.1
BALAMINES,21.0,8.0,3,5.0,5.0,3,44.5,3,33.5,0,2.0,48.4,8.0,0,74.1,3,bullish,0,92.7,3,2.0,11.7,2.0,76.2,1,5.0,3,74.2,2.0,614.9,5.0,1706.2,1180.72,1277.91,74.1
CHEMBONDCH,21.0,8.0,6,4.0,3.0,3,22.1,3,13.2,0,2.0,14.7,8.0,1,67.6,2,bullish,3,59.3,6,2.0,26.1,2.0,72.6,0,4.0,3,23.7,0.0,-38.3,3.0,180.95,148.24,159.89,67.6
INDOTECH,21.0,10.0,4,4.0,3.0,3,42.4,3,54.3,2,2.0,35.6,10.0,2,60.6,0,bearish,2,39.6,4,2.0,12.7,2.0,136.3,0,4.0,3,64.8,0.0,-78.2,3.0,2599.8,1825.74,1685.3,60.6
ANURAS,21.0,9.5,5,3.5,3.0,3,6.6,3,13.3,2,1.5,6.8,9.5,2,61.5,3,bullish,0,70.7,5,1.5,2.8,2.0,54.7,0,3.5,3,26.4,0.0,-50.2,3.0,1376.0,1290.9,1214.14,61.5
CGPOWER,21.0,9.5,6,3.5,2.0,3,11.0,3,18.7,2,1.5,5.3,9.5,3,55.1,0,bearish,3,47.6,6,1.5,5.5,2.0,59.9,0,3.5,2,19.4,0.0,-59.3,2.0,838.2,755.24,705.98,55.1
ENDURANCE,20.5,5.5,7,3.0,5.0,3,6.6,1,-2.6,0,1.5,8.1,5.5,2,63.8,3,bullish,2,63.1,7,2.0,17.3,1.0,19.7,0,3.0,3,41.0,2.0,171.4,5.0,2548.5,2390.7,2615.34,63.8
BBOX,20.5,10.0,3,4.5,3.0,3,54.0,3,65.2,2,2.0,66.9,10.0,0,92.6,3,bullish,0,97.7,3,1.5,0.8,2.0,104.8,1,4.5,3,93.3,0.0,-26.7,3.0,878.75,570.61,531.78,92.6
ARVIND,20.5,10.0,3,4.5,3.0,3,18.9,3,34.4,2,2.0,17.1,10.0,0,77.1,3,bullish,0,88.6,3,1.5,1.9,2.0,64.2,1,4.5,3,62.5,0.0,-18.5,3.0,451.1,379.24,335.6,77.1
DHANBANK,20.5,9.0,5,3.5,3.0,3,19.1,3,20.9,1,2.0,12.1,9.0,2,62.5,0,bearish,3,55.9,5,1.5,8.2,2.0,60.4,0,3.5,3,79.2,0.0,-76.3,3.0,31.2,26.2,25.8,62.5
MIDHANI,20.5,7.5,6,4.0,3.0,3,16.1,3,13.1,0,1.5,7.8,7.5,3,59.6,0,bearish,3,47.7,6,2.0,12.8,2.0,53.0,0,4.0,3,37.4,0.0,-45.3,3.0,408.05,351.44,360.75,59.6
NAZARA,20.5,8.0,4,3.5,5.0,3,18.1,3,10.7,0,2.0,11.1,8.0,1,69.7,3,bullish,0,75.3,4,2.0,17.4,1.5,39.1,0,3.5,3,42.8,2.0,1098.8,5.0,299.95,253.89,270.97,69.7
ADVENZYMES,20.5,8.0,6,3.5,3.0,3,18.3,3,16.9,0,2.0,21.7,8.0,1,66.0,3,bullish,2,36.9,6,2.0,13.2,1.5,44.4,0,3.5,3,90.2,0.0,-74.6,3.0,363.75,307.4,311.04,66.0
HIRECT,20.5,8.5,6,4.0,2.0,3,16.5,3,20.2,1,1.5,7.0,8.5,4,52.3,0,bearish,2,69.4,6,2.0,10.2,2.0,88.5,0,4.0,0,-31.8,2.0,152.6,2.0,946.35,812.39,787.54,52.3
MANORG,20.5,8.0,6,3.5,3.0,3,26.4,3,18.1,0,2.0,23.0,8.0,1,68.0,3,bullish,2,67.6,6,1.5,9.9,2.0,61.3,0,3.5,3,43.6,0.0,-87.2,3.0,574.75,454.82,486.53,68.0
FINCABLES,20.5,10.0,6,3.5,1.0,3,13.0,3,26.6,2,2.0,11.0,10.0,3,58.1,0,bearish,3,40.6,6,2.0,10.4,1.5,50.0,0,3.5,1,1.4,0.0,-61.6,1.0,1050.9,930.09,830.39,58.1
MTARTECH,20.5,10.0,3,3.5,4.0,3,54.0,3,149.4,2,2.0,46.4,10.0,0,72.6,3,bullish,0,80.0,3,1.5,6.4,2.0,420.2,0,3.5,3,47.1,1.0,47.3,4.0,7234.0,4698.77,2900.48,72.6
ORIENTELEC,20.5,6.5,8,3.0,3.0,3,9.8,2,2.3,0,1.5,6.5,6.5,4,49.1,2,bullish,2,67.3,8,2.0,21.5,1.0,29.3,0,3.0,3,35.3,0.0,-28.0,3.0,192.73,175.5,188.43,49.1
AAREYDRUGS,20.5,8.5,5,4.0,3.0,3,17.8,3,18.2,1,1.5,9.4,8.5,4,50.6,0,bearish,1,27.1,5,2.0,11.3,2.0,85.7,0,4.0,3,37.8,0.0,-85.5,3.0,88.7,75.28,75.01,50.6
MAHABANK,20.5,9.0,5,3.5,3.0,3,8.3,3,25.9,2,1.0,3.3,9.0,4,46.2,0,bearish,1,16.6,5,1.5,9.2,2.0,58.0,0,3.5,3,23.6,0.0,-67.5,3.0,78.02,72.05,61.96,46.2
ALIVUS,20.5,7.0,6,3.0,4.5,2,3.4,3,10.3,2,0.0,-2.3,7.0,4,48.9,0,bearish,2,32.6,6,2.0,14.3,1.0,27.5,0,3.0,3,23.9,1.5,73.0,4.5,1044.6,1010.36,947.21,48.9
AVALON,20.5,10.0,4,3.5,3.0,3,26.7,3,34.4,2,2.0,22.9,10.0,1,69.5,3,bullish,0,74.3,4,1.5,7.3,2.0,70.2,0,3.5,3,70.7,0.0,-37.8,3.0,1323.1,1044.47,984.53,69.5
DIACABS,20.5,9.0,3,3.5,5.0,3,34.2,3,35.7,1,2.0,22.2,9.0,0,71.8,3,bullish,0,82.9,3,1.5,4.1,2.0,114.6,0,3.5,3,77.8,2.0,213.4,5.0,196.45,146.42,144.75,71.8
FCL,20.5,7.0,7,3.5,3.0,3,10.5,2,5.8,0,2.0,10.7,7.0,2,64.5,2,bullish,3,41.2,7,2.0,28.9,1.5,33.2,0,3.5,3,65.4,0.0,-35.0,3.0,25.44,23.02,24.04,64.5
ESABINDIA,20.5,10.0,4,3.5,3.0,3,14.3,3,20.2,2,2.0,15.2,10.0,1,67.7,0,bearish,3,48.1,4,2.0,10.0,1.5,41.2,0,3.5,3,79.1,0.0,-87.5,3.0,6587.5,5765.78,5481.62,67.7
BHEL,20.5,10.0,4,3.5,3.0,3,30.3,3,49.1,2,2.0,22.3,10.0,1,68.6,3,bullish,0,74.2,4,1.5,4.7,2.0,94.2,0,3.5,3,37.2,0.0,-36.1,3.0,398.3,305.79,267.17,68.6
GOACARBON,20.0,5.5,8,3.5,3.0,3,15.5,1,-1.1,0,1.5,8.4,5.5,2,61.4,3,bullish,3,44.1,8,2.0,24.8,1.5,46.8,0,3.5,3,29.4,0.0,-24.9,3.0,400.5,346.88,405.04,61.4
MAYURUNIQ,20.0,8.5,4,3.0,4.5,3,14.6,3,19.0,1,1.5,9.5,8.5,1,69.0,3,bullish,0,81.0,4,1.5,3.0,1.5,33.4,0,3.0,3,27.6,1.5,85.5,4.5,628.4,548.49,528.21,69.0
AEROENTER,20.0,8.0,5,4.0,3.0,3,22.6,3,19.0,0,2.0,10.6,8.0,2,64.5,0,bearish,3,47.1,5,2.0,11.4,2.0,63.6,0,4.0,3,20.9,0.0,-42.9,3.0,101.74,82.99,85.47,64.5
MUNJALAU,20.0,6.5,7,3.5,3.0,3,13.5,2,8.3,0,1.5,9.7,6.5,1,68.6,3,bullish,3,58.8,7,2.0,21.8,1.5,33.3,0,3.5,3,74.9,0.0,-41.6,3.0,89.61,78.92,82.71,68.6
JUBLINGREA,20.0,6.5,7,3.5,3.0,3,14.1,2,8.3,0,1.5,9.7,6.5,4,49.1,0,bearish,3,52.9,7,2.0,13.5,1.5,36.2,0,3.5,3,37.9,0.0,-64.0,3.0,731.8,641.35,675.66,49.1
INDOBORAX,20.0,7.5,6,3.5,3.0,3,7.7,2,8.5,1,1.5,7.9,7.5,1,65.1,3,bullish,2,63.6,6,1.5,8.7,2.0,54.4,0,3.5,3,33.0,0.0,-55.2,3.0,274.45,254.75,252.97,65.1
AZAD,20.0,10.0,3,4.0,3.0,3,16.1,3,26.8,2,2.0,10.8,10.0,2,38.4,0,bearish,1,10.1,3,2.0,10.7,2.0,54.3,0,4.0,3,48.2,0.0,-47.0,3.0,2098.2,1806.71,1655.24,38.4
BHARATWIRE,20.0,8.0,5,4.0,3.0,3,18.4,3,25.3,2,0.0,-1.9,8.0,4,49.9,0,bearish,1,23.6,5,2.0,13.0,2.0,53.9,0,4.0,3,63.6,0.0,-75.5,3.0,227.83,192.38,181.88,49.9
CUBEXTUB,20.0,6.5,7,3.5,3.0,3,9.3,2,6.3,0,1.5,7.1,6.5,2,63.6,2,bullish,3,60.0,7,2.0,29.1,1.5,39.4,0,3.5,3,32.8,0.0,6.5,3.0,101.88,93.22,95.83,63.6
CALSOFT,20.0,8.0,5,4.0,3.0,3,57.3,3,48.4,0,2.0,83.5,8.0,0,79.1,3,bullish,2,69.2,5,2.0,18.3,2.0,128.4,0,4.0,3,90.8,0.0,-85.8,3.0,22.75,14.46,15.33,79.1
MMP,20.0,6.5,7,3.5,3.0,3,13.7,2,6.6,0,1.5,7.3,6.5,3,59.9,2,bullish,2,39.8,7,2.0,14.2,1.5,48.2,0,3.5,3,56.3,0.0,-37.8,3.0,274.39,241.33,257.52,59.9
MITCON,20.0,8.0,5,4.0,3.0,3,19.5,3,19.1,0,2.0,12.1,8.0,4,46.5,0,bearish,1,27.2,5,2.0,17.5,2.0,62.4,0,4.0,3,38.7,0.0,-92.8,3.0,80.51,67.37,67.59,46.5
CUPID,20.0,10.0,6,4.0,0.0,3,21.4,3,70.6,2,2.0,14.2,10.0,3,57.8,0,bearish,3,40.8,6,2.0,10.1,2.0,594.9,0,4.0,0,-12.7,0.0,-36.8,0.0,120.36,99.16,70.56,57.8
KIRLOSENG,20.0,9.5,3,4.5,3.0,3,13.6,3,47.5,2,1.5,6.1,9.5,3,55.8,0,bearish,0,85.4,3,1.5,2.0,2.0,139.2,1,4.5,1,3.0,2.0,344.3,3.0,1740.2,1532.04,1180.19,55.8
