symbol,technical_score,trend_score,momentum_score,sr_score,volume_score,price_vs_50ma,pct_above_50ma,price_vs_200ma,pct_above_200ma,ma_cross,trend_strength,momentum_20d_pct,trend_total,rsi_score,rsi_value,macd_score,macd_position,stochastic_score,stochastic_k,momentum_total,sr_high_score,dist_from_52w_high_pct,sr_low_score,dist_from_52w_low_pct,breakout_score,sr_total,volume_trend_score,volume_trend_pct,volume_spike_score,volume_spike_pct,volume_total,current_price,sma_50,sma_200,rsi
TNPL,20.0,6.5,6,3.0,4.5,3,6.7,2,2.4,0,1.5,7.1,6.5,4,46.0,0,bearish,2,34.5,6,2.0,19.9,1.0,23.4,0,3.0,3,45.5,1.5,60.6,4.5,149.96,140.55,146.4,46.0
INDUSTOWER,20.0,7.5,5,4.5,3.0,2,2.0,2,7.6,2,1.5,5.5,7.5,2,61.2,3,bullish,0,82.1,5,2.0,10.6,1.5,37.8,1,4.5,3,24.8,0.0,-23.5,3.0,430.7,422.27,400.46,61.2
FINCABLES,20.0,9.5,6,3.5,1.0,3,13.0,3,27.0,2,1.5,8.2,9.5,3,57.7,0,bearish,3,43.2,6,1.5,9.9,2.0,50.7,0,3.5,1,6.3,0.0,-31.9,1.0,1056.25,934.96,831.78,57.7
ZYDUSWELL,20.0,9.0,7,3.0,1.0,3,8.5,3,14.0,2,1.0,1.2,9.0,4,54.8,0,bearish,3,44.1,7,1.5,7.8,1.5,40.4,0,3.0,0,-84.3,1.0,26.2,1.0,509.1,469.21,446.76,54.8
PTC,20.0,10.0,5,3.0,2.0,3,13.8,3,21.7,2,2.0,11.1,10.0,4,52.3,0,bearish,1,28.9,5,1.5,9.7,1.5,40.9,0,3.0,2,18.7,0.0,-69.7,2.0,207.14,182.07,170.26,52.3
VTL,20.0,9.5,6,3.5,1.0,3,8.3,3,30.5,2,1.5,8.4,9.5,4,51.6,0,bearish,2,60.7,6,1.5,5.1,2.0,61.8,0,3.5,1,2.5,0.0,-35.4,1.0,613.7,566.67,470.12,51.6
TATACOMM,19.5,5.5,8,3.0,3.0,3,9.2,1,-1.4,0,1.5,8.0,5.5,3,57.3,3,bullish,2,62.6,8,2.0,17.8,1.0,24.5,0,3.0,3,36.6,0.0,-34.0,3.0,1646.6,1507.97,1670.79,57.3
SUNPHARMA,19.5,9.0,4,3.5,3.0,3,6.4,3,10.5,1,2.0,12.7,9.0,1,68.3,3,bullish,0,77.9,4,1.5,1.8,1.0,22.4,1,3.5,3,30.0,0.0,-59.0,3.0,1882.3,1769.21,1702.75,68.3
SBC,19.5,8.0,6,3.5,2.0,2,4.3,3,26.5,2,1.0,2.0,8.0,3,56.4,0,bearish,3,49.5,6,1.5,3.0,2.0,139.5,0,3.5,1,1.4,1.0,29.8,2.0,34.04,32.65,26.91,56.4
SUNPHARMA,19.5,9.0,4,3.5,3.0,3,6.4,3,10.5,1,2.0,12.7,9.0,1,68.3,3,bullish,0,77.9,4,1.5,1.8,1.0,22.4,1,3.5,3,30.0,0.0,-59.0,3.0,1882.3,1769.21,1702.75,68.3
LAURUSLABS,19.5,10.0,3,4.5,2.0,3,22.0,3,34.9,2,2.0,22.8,10.0,0,97.1,3,bullish,0,97.0,3,1.5,0.6,2.0,130.5,1,4.5,2,18.2,0.0,-21.7,2.0,1344.9,1102.14,996.96,97.1
TATACOMM,19.5,5.5,8,3.0,3.0,3,9.2,1,-1.4,0,1.5,8.0,5.5,3,57.3,3,bullish,2,62.6,8,2.0,17.8,1.0,24.5,0,3.0,3,36.6,0.0,-34.0,3.0,1646.6,1507.97,1670.79,57.3
NAZARA,19.0,6.5,6,3.5,3.0,3,15.3,2,9.1,0,1.5,8.6,6.5,1,69.7,3,bullish,2,66.5,6,2.0,18.8,1.5,36.7,0,3.5,3,46.8,0.0,-34.6,3.0,294.95,255.72,270.44,69.7
SUMICHEM,19.0,5.5,6,3.0,4.5,3,11.5,1,-1.7,0,1.5,5.5,5.5,3,58.3,0,bearish,3,53.7,6,2.0,29.5,1.0,29.3,0,3.0,3,27.6,1.5,61.9,4.5,468.9,420.46,476.79,58.3
ORIENTELEC,19.0,6.0,7,3.0,3.0,3,7.5,2,0.4,0,1.0,1.3,6.0,4,53.8,0,bearish,3,49.7,7,2.0,22.8,1.0,26.7,0,3.0,3,39.0,0.0,-57.8,3.0,188.88,175.63,188.14,53.8
ONGC,19.0,8.0,8,3.0,0.0,2,4.8,3,18.9,2,1.0,4.5,8.0,4,45.5,2,bullish,2,63.3,8,1.5,3.6,1.5,35.1,0,3.0,0,-18.4,0.0,-45.2,0.0,296.5,282.88,249.31,45.5
DRREDDY,19.0,6.5,7,2.5,3.0,2,4.5,2,6.0,1,1.5,9.7,6.5,4,51.2,3,bullish,0,91.5,7,1.5,3.0,1.0,16.3,0,2.5,3,32.1,0.0,-26.0,3.0,1335.2,1277.95,1260.11,51.2
HFCL,19.0,10.0,2,4.0,3.0,3,42.7,3,78.1,2,2.0,37.7,10.0,0,71.2,0,bearish,2,64.7,2,2.0,11.0,2.0,131.0,0,4.0,3,59.3,0.0,-43.2,3.0,138.17,96.86,77.57,71.2
VIJAYA,18.5,9.0,3,3.5,3.0,3,24.6,3,26.8,1,2.0,24.9,9.0,0,72.4,3,bullish,0,72.6,3,1.5,5.7,2.0,53.3,0,3.5,3,71.0,0.0,-44.2,3.0,1300.1,1043.77,1025.03,72.4
PRAJIND,18.5,8.0,6,3.5,1.0,3,9.2,3,10.5,1,1.0,0.8,8.0,3,41.9,0,bearish,3,44.4,6,2.0,27.3,1.5,41.4,0,3.5,1,0.2,0.0,-45.3,1.0,386.05,353.41,349.31,41.9
DHANUKA,18.5,6.0,5,2.5,5.0,3,16.0,1,-6.6,0,2.0,17.0,6.0,0,71.7,3,bullish,2,69.4,5,1.0,40.2,1.5,32.8,0,2.5,3,85.5,2.0,1523.4,5.0,1181.6,1018.77,1264.47,71.7
ADANIENT,18.5,8.0,3,3.5,4.0,3,24.6,3,19.2,0,2.0,20.5,8.0,0,71.2,3,bullish,0,83.5,3,1.5,2.8,2.0,55.4,0,3.5,3,20.2,1.0,32.3,4.0,2725.0,2187.39,2285.32,71.2
CGPOWER,18.5,8.0,5,3.5,2.0,3,7.8,3,15.8,2,0.0,-0.6,8.0,4,48.4,0,bearish,1,27.3,5,1.5,7.6,2.0,56.3,0,3.5,2,15.2,0.0,-48.0,2.0,819.4,759.87,707.42,48.4
CUMMINSIND,18.5,9.0,6,3.5,0.0,3,5.7,3,20.4,2,1.0,0.8,9.0,4,47.9,0,bearish,2,38.2,6,1.5,4.0,2.0,82.7,0,3.5,0,-42.8,0.0,-20.4,0.0,5254.0,4970.52,4362.1,47.9
IDEA,18.5,9.0,2,4.5,3.0,3,34.8,3,40.5,1,2.0,41.7,9.0,0,87.5,2,bullish,0,95.6,2,1.5,1.2,2.0,120.9,1,4.5,1,5.0,2.0,181.4,3.0,13.52,10.03,9.63,87.5
SPANDANA,18.5,7.0,5,3.5,3.0,3,12.7,2,3.4,0,2.0,11.2,7.0,2,64.0,0,bearish,3,47.5,5,2.0,15.9,1.5,42.0,0,3.5,3,65.7,0.0,-87.9,3.0,257.09,228.16,248.62,64.0
NAVINFLUOR,18.5,10.0,1,4.5,3.0,3,9.7,3,23.0,2,2.0,12.9,10.0,1,65.8,0,bearish,0,76.9,1,1.5,1.7,2.0,69.3,1,4.5,3,39.3,0.0,-34.8,3.0,7075.5,6451.79,5750.82,65.8
NRBBEARING,18.5,9.0,3,3.5,3.0,3,30.3,3,31.3,1,2.0,24.0,9.0,0,94.8,3,bullish,0,89.6,3,1.5,2.5,2.0,69.0,0,3.5,3,80.6,0.0,-7.5,3.0,356.7,273.71,271.72,94.8
HINDALCO,18.5,9.0,6,3.5,0.0,3,6.2,3,21.6,2,1.0,0.8,9.0,4,45.9,0,bearish,2,31.6,6,1.5,5.1,2.0,70.9,0,3.5,0,-29.5,0.0,-15.5,0.0,1048.3,986.64,861.92,45.9
PNBHOUSING,18.5,8.5,7,3.0,0.0,3,17.1,3,20.5,1,1.5,7.5,8.5,4,53.2,0,bearish,3,54.2,7,1.5,6.3,1.5,45.9,0,3.0,0,-15.7,0.0,-43.4,0.0,1064.5,909.36,883.64,53.2
MARKSANS,18.5,8.0,3,3.5,4.0,3,20.4,3,19.6,0,2.0,21.0,8.0,0,74.0,3,bullish,0,81.6,3,2.0,19.4,1.5,40.2,0,3.5,3,73.9,1.0,31.5,4.0,217.3,180.45,181.73,74.0
LALPATHLAB,18.0,8.0,3,4.0,3.0,3,19.3,3,13.8,0,2.0,16.8,8.0,0,74.1,3,bullish,0,95.5,3,1.5,3.3,1.5,33.9,1,4.0,3,58.4,0.0,-35.0,3.0,1703.7,1428.09,1497.55,74.1
GRINDWELL,18.0,8.0,3,4.0,3.0,3,20.1,3,18.4,0,2.0,16.5,8.0,0,80.5,3,bullish,0,90.8,3,1.5,1.7,1.5,41.3,1,4.0,3,74.0,0.0,-33.0,3.0,1877.9,1563.16,1586.41,80.5
LALPATHLAB,18.0,8.0,3,4.0,3.0,3,19.3,3,13.8,0,2.0,16.8,8.0,0,74.1,3,bullish,0,95.5,3,1.5,3.3,1.5,33.9,1,4.0,3,58.4,0.0,-35.0,3.0,1703.7,1428.09,1497.55,74.1
DEEPAKNTR,18.0,6.5,4,3.5,4.0,3,15.1,2,8.0,0,1.5,9.8,6.5,1,65.6,0,bearish,3,57.7,4,2.0,16.6,1.5,41.1,0,3.5,3,21.3,1.0,39.4,4.0,1805.8,1569.46,1672.25,65.6
GLENMARK,18.0,9.5,4,3.5,1.0,3,7.3,3,17.7,2,1.5,7.4,9.5,4,49.0,0,bearish,0,76.4,4,1.5,2.8,2.0,76.0,0,3.5,1,8.9,0.0,14.2,1.0,2405.9,2242.01,2044.21,49.0
GLENMARK,18.0,9.5,4,3.5,1.0,3,7.3,3,17.7,2,1.5,7.4,9.5,4,49.0,0,bearish,0,76.4,4,1.5,2.8,2.0,76.0,0,3.5,1,8.9,0.0,14.2,1.0,2405.9,2242.01,2044.21,49.0
DEEPAKNTR,18.0,6.5,4,3.5,4.0,3,15.1,2,8.0,0,1.5,9.8,6.5,1,65.6,0,bearish,3,57.7,4,2.0,16.6,1.5,41.1,0,3.5,3,21.3,1.0,39.4,4.0,1805.8,1569.46,1672.25,65.6
SOLARINDS,18.0,10.0,3,3.5,1.5,3,23.0,3,30.4,2,2.0,18.6,10.0,0,81.8,3,bullish,0,88.6,3,1.5,2.1,2.0,55.6,0,3.5,0,-1.0,1.5,61.4,1.5,18116.0,14727.98,13892.77,81.8
KEI,18.0,9.0,5,3.0,1.0,3,9.6,3,18.3,2,1.0,3.5,9.0,3,57.3,0,bearish,2,68.7,5,1.5,4.2,1.5,49.2,0,3.0,1,2.4,0.0,-34.3,1.0,5082.4,4635.65,4295.46,57.3
AJANTPHARM,18.0,10.0,3,3.0,2.0,3,11.3,3,20.2,2,2.0,16.9,10.0,0,80.1,3,bullish,0,87.3,3,1.5,2.0,1.5,41.0,0,3.0,2,13.6,0.0,11.0,2.0,3248.2,2919.14,2702.83,80.1
SUPRIYA,18.0,6.5,3,3.5,5.0,3,13.0,2,4.0,0,1.5,9.8,6.5,3,58.1,0,bearish,0,78.1,3,2.0,13.4,1.5,32.1,0,3.5,3,25.1,2.0,142.0,5.0,720.6,637.83,693.04,58.1
SOMANYCERA,18.0,8.0,1,4.0,5.0,3,20.9,3,15.6,0,2.0,13.8,8.0,1,66.2,0,bearish,0,77.7,1,2.0,18.3,2.0,52.5,0,4.0,3,88.0,2.0,1024.4,5.0,502.1,415.36,434.45,66.2
BSE,18.0,10.0,3,3.5,1.5,3,26.5,3,52.1,2,2.0,19.8,10.0,0,81.8,3,bullish,0,85.2,3,1.5,2.5,2.0,107.3,0,3.5,0,-13.4,1.5,84.9,1.5,4190.8,3314.04,2755.6,81.8
BSE,18.0,10.0,3,3.5,1.5,3,26.5,3,52.1,2,2.0,19.8,10.0,0,81.8,3,bullish,0,85.2,3,1.5,2.5,2.0,107.3,0,3.5,0,-13.4,1.5,84.9,1.5,4190.8,3314.04,2755.6,81.8
INDIAGLYCO,18.0,7.0,5,3.0,3.0,3,5.4,2,6.4,1,1.0,2.2,7.0,4,45.7,0,bearish,1,15.8,5,2.0,17.6,1.0,27.1,0,3.0,3,28.6,0.0,-69.0,3.0,998.2,947.44,937.86,45.7
SFL,18.0,5.0,7,3.0,3.0,3,10.8,1,-3.3,0,1.0,3.9,5.0,1,66.7,3,bullish,3,55.4,7,2.0,23.8,1.0,28.4,0,3.0,3,71.3,0.0,-34.8,3.0,586.55,529.51,606.28,66.7
KEI,18.0,9.0,5,3.0,1.0,3,9.6,3,18.3,2,1.0,3.5,9.0,3,57.3,0,bearish,2,68.7,5,1.5,4.2,1.5,49.2,0,3.0,1,2.4,0.0,-34.3,1.0,5082.4,4635.65,4295.46,57.3
GSPL,18.0,4.0,6,3.0,5.0,1,-0.3,1,-9.3,0,2.0,13.2,4.0,3,40.7,2,bullish,1,25.4,6,2.0,24.3,1.0,18.6,0,3.0,3,54.3,2.0,194.7,5.0,268.35,269.29,295.83,40.7
VISHNU,18.0,8.0,6,3.0,1.0,3,9.5,3,16.3,2,0.0,-0.2,8.0,3,57.4,0,bearish,3,48.6,6,1.5,5.2,1.5,34.8,0,3.0,0,-7.9,1.0,35.1,1.0,598.1,546.16,514.36,57.4
SHREEPUSHK,18.0,6.5,5,3.5,3.0,3,7.6,2,1.0,0,1.5,9.9,6.5,4,45.9,0,bearish,1,21.2,5,2.0,22.3,1.5,35.7,0,3.5,3,111.5,0.0,-73.8,3.0,369.8,343.83,366.21,45.9
FEDERALBNK,17.5,7.0,7,3.5,0.0,2,2.0,3,15.1,2,0.0,-3.3,7.0,4,52.6,0,bearish,3,44.5,7,1.5,5.1,2.0,55.8,0,3.5,0,-8.8,0.0,-13.7,0.0,286.6,280.88,249.0,52.6
NAM-INDIA,17.5,9.0,3,3.5,2.0,3,14.0,3,22.3,2,1.0,2.1,9.0,3,60.0,0,bearish,0,73.2,3,1.5,3.2,2.0,55.5,0,3.5,2,12.9,0.0,-4.5,2.0,1082.2,949.12,884.56,60.0
WOCKPHARMA,17.5,8.0,3,3.5,3.0,3,18.2,3,15.4,0,2.0,11.7,8.0,1,68.8,0,bearish,2,60.2,3,2.0,13.3,1.5,49.1,0,3.5,3,86.1,0.0,-51.9,3.0,1620.2,1370.84,1403.93,68.8
AUROPHARMA,17.5,9.5,3,4.0,1.0,3,10.5,3,26.2,2,1.5,6.4,9.5,0,80.2,3,bullish,0,89.4,3,1.5,1.1,1.5,48.9,1,4.0,0,-17.0,1.0,23.9,1.0,1512.8,1368.59,1199.09,80.2
AUROPHARMA,17.5,9.5,3,4.0,1.0,3,10.5,3,26.2,2,1.5,6.4,9.5,0,80.2,3,bullish,0,89.4,3,1.5,1.1,1.5,48.9,1,4.0,0,-17.0,1.0,23.9,1.0,1512.8,1368.59,1199.09,80.2
EASEMYTRIP,17.5,6.0,9,2.5,0.0,3,7.1,2,1.5,0,1.0,1.8,6.0,4,51.2,2,bullish,3,58.6,9,1.0,36.2,1.5,38.1,0,2.5,0,-26.3,0.0,10.1,0.0,7.97,7.44,7.85,51.2
ABCAPITAL,17.5,7.0,6,3.5,1.0,3,5.4,2,8.4,1,1.0,0.1,7.0,4,51.7,0,bearish,2,32.2,6,1.5,6.6,2.0,64.8,0,3.5,1,9.7,0.0,-40.1,1.0,351.2,333.16,324.11,51.7
OFSS,17.5,8.0,3,3.5,3.0,3,24.9,3,23.2,0,2.0,22.1,8.0,3,57.7,0,bearish,0,73.9,3,1.5,3.5,2.0,59.2,0,3.5,3,54.5,0.0,-0.3,3.0,9646.0,7724.92,7830.33,57.7
OFSS,17.5,8.0,3,3.5,3.0,3,24.9,3,23.2,0,2.0,22.1,8.0,3,57.7,0,bearish,0,73.9,3,1.5,3.5,2.0,59.2,0,3.5,3,54.5,0.0,-0.3,3.0,9646.0,7724.92,7830.33,57.7
ABCAPITAL,17.5,7.0,6,3.5,1.0,3,5.4,2,8.4,1,1.0,0.1,7.0,4,51.7,0,bearish,2,32.2,6,1.5,6.6,2.0,64.8,0,3.5,1,9.7,0.0,-40.1,1.0,351.2,333.16,324.11,51.7
MCX,17.5,10.0,3,4.5,0.0,3,23.3,3,58.3,2,2.0,22.7,10.0,0,80.5,3,bullish,0,94.4,3,1.5,0.9,2.0,174.1,1,4.5,0,-18.2,0.0,-2.0,0.0,3414.7,2769.06,2157.48,80.5
ASTERDM,17.5,9.5,2,3.0,3.0,3,8.9,3,16.7,2,1.5,9.4,9.5,0,71.7,2,bullish,0,75.1,2,1.5,2.7,1.5,44.9,0,3.0,3,35.5,0.0,-77.1,3.0,748.9,687.99,641.7,71.7
JBCHEPHARM,17.5,9.5,5,3.0,0.0,3,5.2,3,17.4,2,1.5,9.8,9.5,2,63.6,3,bullish,0,72.8,5,1.5,2.4,1.5,36.9,0,3.0,0,-15.0,0.0,-33.0,0.0,2171.6,2063.77,1850.15,63.6
INDIACEM,17.5,5.0,6,3.5,3.0,3,5.4,2,0.8,0,0.0,-3.9,5.0,4,53.4,0,bearish,2,67.7,6,2.0,16.3,1.5,36.9,0,3.5,3,115.3,0.0,-92.6,3.0,406.65,385.74,403.5,53.4
GRANULES,17.5,10.0,0,4.5,3.0,3,17.1,3,33.4,2,2.0,13.9,10.0,0,72.8,0,bearish,0,91.9,0,1.5,0.9,2.0,77.2,1,4.5,3,22.6,0.0,17.7,3.0,766.45,654.59,574.44,72.8
FSL,17.5,4.5,8,2.0,3.0,3,7.6,0,-19.4,0,1.5,7.9,4.5,2,61.0,3,bullish,3,42.8,8,1.0,38.7,1.0,19.8,0,2.0,3,48.8,0.0,-22.4,3.0,242.06,224.95,300.27,61.0
JKPAPER,17.5,6.5,2,4.0,5.0,3,11.8,2,8.8,0,1.5,9.7,6.5,2,64.8,0,bearish,0,87.0,2,2.0,11.0,1.0,29.9,1,4.0,3,43.4,2.0,484.6,5.0,395.85,354.18,363.93,64.8
SASKEN,17.5,8.0,3,3.5,3.0,3,41.6,3,35.3,0,2.0,40.4,8.0,0,80.4,3,bullish,0,79.7,3,1.5,6.9,2.0,84.0,0,3.5,3,125.8,0.0,-50.8,3.0,1823.4,1287.46,1347.41,80.4
INDIACEM,17.5,5.0,6,3.5,3.0,3,5.4,2,0.8,0,0.0,-3.9,5.0,4,53.4,0,bearish,2,67.7,6,2.0,16.3,1.5,36.9,0,3.5,3,115.3,0.0,-92.6,3.0,406.65,385.74,403.5,53.4
CAPLIPOINT,17.5,7.0,3,4.5,3.0,3,18.7,2,7.2,0,2.0,16.5,7.0,0,78.8,3,bullish,0,94.3,3,2.0,14.9,1.5,35.9,1,4.5,3,54.6,0.0,-8.2,3.0,2038.2,1717.81,1901.9,78.8
GRANULES,17.5,10.0,0,4.5,3.0,3,17.1,3,33.4,2,2.0,13.9,10.0,0,72.8,0,bearish,0,91.9,0,1.5,0.9,2.0,77.2,1,4.5,3,22.6,0.0,17.7,3.0,766.45,654.59,574.44,72.8
NATCOPHARM,17.5,9.5,5,3.0,0.0,3,6.1,3,23.3,2,1.5,5.6,9.5,3,57.4,0,bearish,2,31.4,5,1.5,7.8,1.5,43.8,0,3.0,0,-26.3,0.0,-10.6,0.0,1130.9,1065.89,917.22,57.4
VAIBHAVGBL,17.0,5.0,7,3.0,2.0,3,5.4,1,-1.4,0,1.0,1.2,5.0,4,53.1,0,bearish,3,58.8,7,2.0,22.8,1.0,28.5,0,3.0,0,-28.4,2.0,127.3,2.0,223.79,212.29,227.02,53.1
