symbol,technical_score,trend_score,momentum_score,sr_score,volume_score,price_vs_50ma,pct_above_50ma,price_vs_200ma,pct_above_200ma,ma_cross,trend_strength,momentum_20d_pct,trend_total,rsi_score,rsi_value,macd_score,macd_position,stochastic_score,stochastic_k,momentum_total,sr_high_score,dist_from_52w_high_pct,sr_low_score,dist_from_52w_low_pct,breakout_score,sr_total,volume_trend_score,volume_trend_pct,volume_spike_score,volume_spike_pct,volume_total,current_price,sma_50,sma_200,rsi
SHOPERSTOP,17.0,5.0,7,2.0,3.0,3,10.5,0,-19.3,0,2.0,11.6,5.0,1,67.0,3,bullish,3,60.0,7,1.0,42.5,1.0,22.6,0,2.0,3,67.7,0.0,-80.6,3.0,338.35,306.28,419.36,67.0
RPSGVENT,17.0,8.0,5,4.0,0.0,3,10.7,3,14.5,1,1.0,2.8,8.0,3,58.8,0,bearish,2,36.6,5,2.0,21.1,2.0,68.6,0,4.0,0,-90.4,0.0,-71.3,0.0,930.45,840.67,812.82,58.8
PIIND,17.0,4.0,9,3.0,1.0,2,4.6,1,-6.9,0,1.0,2.2,4.0,4,53.7,3,bullish,2,65.8,9,2.0,27.5,1.0,15.7,0,3.0,0,-3.6,1.0,43.6,1.0,3124.6,2988.09,3357.26,53.7
BAJAJ-AUTO,17.0,8.5,5,2.5,1.0,3,6.1,3,10.7,1,1.5,6.3,8.5,2,64.8,0,bearish,3,59.4,5,1.5,5.4,1.0,29.9,0,2.5,1,2.1,0.0,-62.9,1.0,10205.0,9613.84,9217.77,64.8
COFORGE,17.0,6.0,3,3.5,4.5,3,16.7,1,-9.9,0,2.0,14.3,6.0,0,70.2,3,bullish,0,88.3,3,2.0,28.9,1.5,40.1,0,3.5,3,23.2,1.5,69.0,4.5,1412.0,1210.07,1567.7,70.2
NMDC,17.0,9.0,5,3.0,0.0,3,5.3,3,15.3,2,1.0,0.5,9.0,3,42.7,0,bearish,2,33.5,5,1.5,5.5,1.5,39.2,0,3.0,0,-10.1,0.0,-35.6,0.0,89.02,84.52,77.2,42.7
COFORGE,17.0,6.0,3,3.5,4.5,3,16.7,1,-9.9,0,2.0,14.3,6.0,0,70.2,3,bullish,0,88.3,3,2.0,28.9,1.5,40.1,0,3.5,3,23.2,1.5,69.0,4.5,1412.0,1210.07,1567.7,70.2
NMDC,17.0,9.0,5,3.0,0.0,3,5.3,3,15.3,2,1.0,0.5,9.0,3,42.7,0,bearish,2,33.5,5,1.5,5.5,1.5,39.2,0,3.0,0,-10.1,0.0,-35.6,0.0,89.02,84.52,77.2,42.7
ZYDUSLIFE,17.0,6.5,3,2.5,5.0,3,11.1,2,8.1,0,1.5,9.6,6.5,0,72.5,3,bullish,0,81.5,3,1.5,3.8,1.0,22.0,0,2.5,3,48.1,2.0,342.6,5.0,1018.9,917.44,942.64,72.5
ZYDUSLIFE,17.0,6.5,3,2.5,5.0,3,11.1,2,8.1,0,1.5,9.6,6.5,0,72.5,3,bullish,0,81.5,3,1.5,3.8,1.0,22.0,0,2.5,3,48.1,2.0,342.6,5.0,1018.9,917.44,942.64,72.5
TRITURBINE,17.0,8.0,4,3.0,2.0,3,24.1,3,22.8,0,2.0,11.8,8.0,1,66.3,3,bullish,0,84.5,4,1.5,4.7,1.5,49.0,0,3.0,0,-21.5,2.0,1003.2,2.0,638.05,514.01,519.4,66.3
IIFL,17.0,3.0,9,2.0,3.0,2,0.5,1,-8.0,0,0.0,-1.5,3.0,3,56.1,3,bullish,3,41.7,9,1.0,31.2,1.0,15.8,0,2.0,3,84.3,0.0,-81.3,3.0,460.8,458.67,501.01,56.1
MOTHERSON,17.0,8.0,4,4.0,1.0,3,9.3,3,16.5,2,0.0,-0.2,8.0,2,62.6,2,bullish,0,91.1,4,1.5,3.1,1.5,47.0,1,4.0,0,-16.7,1.0,35.1,1.0,131.49,120.27,112.83,62.6
TORNTPHARM,16.5,8.5,5,3.0,0.0,2,4.9,3,14.9,2,1.5,9.2,8.5,2,64.5,3,bullish,0,76.8,5,1.5,2.1,1.5,45.0,0,3.0,0,-18.8,0.0,9.3,0.0,4460.1,4252.39,3880.17,64.5
BAJAJCON,16.5,10.0,3,3.5,0.0,3,23.5,3,68.3,2,2.0,12.2,10.0,1,67.0,0,bearish,2,69.9,3,1.5,6.0,2.0,213.1,0,3.5,0,-12.6,0.0,-64.2,0.0,526.75,426.58,312.96,67.0
SOLARA,16.5,7.0,3,3.5,3.0,3,20.9,2,5.5,0,2.0,19.2,7.0,0,71.9,3,bullish,0,86.0,3,2.0,20.7,1.5,38.1,0,3.5,3,82.7,0.0,-14.3,3.0,582.65,481.74,552.48,71.9
RAYMOND,16.5,7.0,2,3.0,4.5,3,25.5,2,6.2,0,2.0,14.2,7.0,2,61.8,0,bearish,0,78.4,2,1.0,33.7,2.0,62.5,0,3.0,3,58.5,1.5,65.7,4.5,520.05,414.44,489.51,61.8
STLTECH,16.5,10.0,3,3.5,0.0,3,54.9,3,161.8,2,2.0,37.8,10.0,0,82.6,3,bullish,0,77.7,3,1.5,7.8,2.0,493.5,0,3.5,0,-21.3,0.0,-51.6,0.0,400.9,258.77,153.16,82.6
PIDILITIND,16.5,5.0,7,2.5,2.0,3,5.5,1,-0.4,0,1.0,2.6,5.0,2,62.1,3,bullish,2,64.6,7,1.5,7.6,1.0,15.6,0,2.5,2,12.4,0.0,-42.9,2.0,1455.8,1380.05,1462.23,62.1
SHILPAMED,16.5,10.0,3,3.5,0.0,3,21.0,3,28.4,2,2.0,15.7,10.0,0,77.3,3,bullish,0,77.5,3,1.5,5.4,2.0,82.1,0,3.5,0,-10.8,0.0,-21.9,0.0,472.45,390.48,367.82,77.3
AARTIIND,16.5,7.0,3,3.5,3.0,2,4.9,3,16.3,2,0.0,-0.2,7.0,1,32.5,0,bearish,2,34.7,3,2.0,10.3,1.5,38.8,0,3.5,3,20.8,0.0,-70.5,3.0,469.25,447.45,403.43,32.5
POLYCAB,16.5,9.0,3,4.5,0.0,3,15.6,3,21.3,1,2.0,14.0,9.0,0,81.1,3,bullish,0,90.1,3,1.5,1.4,2.0,60.0,1,4.5,0,-5.8,0.0,-31.4,0.0,9162.5,7924.71,7553.16,81.1
PIDILITIND,16.5,5.0,7,2.5,2.0,3,5.5,1,-0.4,0,1.0,2.6,5.0,2,62.1,3,bullish,2,64.6,7,1.5,7.6,1.0,15.6,0,2.5,2,12.4,0.0,-42.9,2.0,1455.8,1380.05,1462.23,62.1
STEELXIND,16.5,6.0,4,3.5,3.0,3,13.6,3,11.6,0,0.0,-2.1,6.0,4,52.2,0,bearish,0,72.3,4,2.0,11.7,1.5,45.7,0,3.5,3,24.0,0.0,-67.0,3.0,10.2,8.98,9.14,52.2
MOLDTKPAC,16.5,7.0,3,3.5,3.0,3,22.4,2,5.5,0,2.0,13.7,7.0,0,78.0,3,bullish,0,78.4,3,2.0,23.2,1.5,47.1,0,3.5,3,72.5,0.0,-6.0,3.0,681.8,556.84,646.49,78.0
CHAMBLFERT,16.0,4.0,7,3.0,2.0,2,2.8,1,-3.9,0,1.0,0.2,4.0,4,51.4,3,bullish,0,80.1,7,2.0,26.9,0.0,13.4,1,3.0,2,16.9,0.0,-20.8,2.0,453.25,440.74,471.49,51.4
LUXIND,16.0,7.0,5,4.0,0.0,3,12.6,3,16.8,1,0.0,-12.8,7.0,3,42.3,0,bearish,2,30.1,5,2.0,24.1,2.0,68.0,0,4.0,0,-43.3,0.0,-62.6,0.0,1384.8,1229.66,1185.62,42.3
GREAVESCOT,16.0,5.5,7,2.5,1.0,3,12.0,1,-8.0,0,1.5,5.4,5.5,4,52.6,0,bearish,3,58.9,7,1.0,30.4,1.5,41.8,0,2.5,0,-0.0,1.0,29.2,1.0,170.1,151.91,184.83,52.6
IMFA,16.0,7.0,2,4.0,3.0,2,3.4,3,16.8,2,0.0,-6.3,7.0,1,30.2,0,bearish,1,15.3,2,2.0,15.2,2.0,135.5,0,4.0,3,31.1,0.0,-52.9,3.0,1423.8,1376.5,1218.86,30.2
PSPPROJECT,16.0,5.5,5,3.5,2.0,3,8.6,1,-1.2,0,1.5,5.5,5.5,4,53.4,0,bearish,1,22.7,5,2.0,24.9,1.5,35.8,0,3.5,2,10.4,0.0,-50.8,2.0,773.0,712.06,782.69,53.4
CREDITACC,16.0,5.0,5,3.0,3.0,2,4.4,2,0.2,0,1.0,3.9,5.0,4,52.0,0,bearish,1,11.0,5,2.0,16.5,1.0,20.9,0,3.0,3,61.7,0.0,-89.7,3.0,1310.0,1255.39,1307.91,52.0
CREDITACC,16.0,5.0,5,3.0,3.0,2,4.4,2,0.2,0,1.0,3.9,5.0,4,52.0,0,bearish,1,11.0,5,2.0,16.5,1.0,20.9,0,3.0,3,61.7,0.0,-89.7,3.0,1310.0,1255.39,1307.91,52.0
CHAMBLFERT,16.0,4.0,7,3.0,2.0,2,2.8,1,-3.9,0,1.0,0.2,4.0,4,51.4,3,bullish,0,80.1,7,2.0,26.9,0.0,13.4,1,3.0,2,16.9,0.0,-20.8,2.0,453.25,440.74,471.49,51.4
SUBEXLTD,16.0,6.0,5,3.0,2.0,3,14.5,1,-7.3,0,2.0,14.2,6.0,3,59.0,0,bearish,2,32.7,5,1.0,39.7,2.0,56.9,0,3.0,2,14.6,0.0,-77.9,2.0,10.37,9.05,11.19,59.0
NESTLEIND,16.0,8.0,2,3.0,3.0,3,8.8,3,14.2,1,1.0,2.6,8.0,1,34.2,0,bearish,1,16.6,2,1.5,4.5,1.5,32.7,0,3.0,3,24.0,0.0,-24.8,3.0,1431.4,1315.57,1253.24,34.2
GABRIEL,15.5,6.5,3,4.0,2.0,3,13.7,2,3.3,0,1.5,6.1,6.5,1,69.0,0,bearish,2,61.4,3,2.0,20.9,2.0,88.9,0,4.0,2,17.9,0.0,-66.2,2.0,1095.3,962.93,1060.52,69.0
DELTACORP,15.5,5.0,4,3.5,3.0,3,10.3,1,-3.2,0,1.0,2.3,5.0,3,44.4,0,bearish,1,21.6,4,2.0,29.6,1.5,44.0,0,3.5,3,97.6,0.0,-75.5,3.0,69.56,63.04,71.83,44.4
QUESS,15.5,5.5,5,2.0,3.0,3,7.4,1,-5.0,0,1.5,5.3,5.5,4,54.0,0,bearish,1,27.4,5,1.0,42.5,1.0,25.2,0,2.0,3,97.3,0.0,-87.5,3.0,205.46,191.28,216.34,54.0
BEML,15.5,4.0,6,3.5,2.0,3,8.7,1,-2.0,0,0.0,-0.2,4.0,4,49.8,0,bearish,2,36.7,6,2.0,24.9,1.5,34.8,0,3.5,2,15.3,0.0,-41.3,2.0,1826.4,1679.84,1863.73,49.8
RADICO,15.5,9.0,2,3.0,1.5,3,18.7,3,20.0,1,2.0,11.0,9.0,2,62.7,0,bearish,0,80.6,2,1.5,2.0,1.5,48.0,0,3.0,0,-16.5,1.5,71.8,1.5,3599.9,3032.57,3000.49,62.7
KANSAINER,15.5,5.0,4,3.5,3.0,3,12.0,1,-4.0,0,1.0,4.5,5.0,1,65.2,3,bullish,0,71.7,4,2.0,18.4,1.5,36.5,0,3.5,3,28.3,0.0,-41.8,3.0,215.51,192.48,224.53,65.2
SIS,15.5,8.0,1,3.5,3.0,3,24.8,3,22.1,0,2.0,20.0,8.0,1,67.0,0,bearish,0,79.7,1,1.5,3.5,2.0,57.3,0,3.5,3,72.2,0.0,-58.2,3.0,404.25,323.92,331.13,67.0
BALRAMCHIN,15.5,8.0,3,3.5,1.0,3,8.9,3,14.2,1,1.0,1.6,8.0,0,76.3,3,bullish,0,76.3,3,2.0,11.7,1.5,39.9,0,3.5,1,5.1,0.0,12.5,1.0,550.45,505.25,482.01,76.3
KANSAINER,15.5,5.0,4,3.5,3.0,3,12.0,1,-4.0,0,1.0,4.5,5.0,1,65.2,3,bullish,0,71.7,4,2.0,18.4,1.5,36.5,0,3.5,3,28.3,0.0,-41.8,3.0,215.51,192.48,224.53,65.2
GPIL,15.5,7.0,5,3.5,0.0,2,3.3,3,13.5,2,0.0,-2.7,7.0,2,39.8,0,bearish,3,48.0,5,1.5,7.1,2.0,66.5,0,3.5,0,-12.0,0.0,0.5,0.0,290.55,281.29,255.92,39.8
METROPOLIS,15.5,6.5,3,3.0,3.0,3,7.5,2,4.0,0,1.5,6.9,6.5,2,60.8,0,bearish,1,29.8,3,2.0,15.1,1.0,27.5,0,3.0,3,56.4,0.0,-79.0,3.0,508.4,472.91,488.84,60.8
METROPOLIS,15.5,6.5,3,3.0,3.0,3,7.5,2,4.0,0,1.5,6.9,6.5,2,60.8,0,bearish,1,29.8,3,2.0,15.1,1.0,27.5,0,3.0,3,56.4,0.0,-79.0,3.0,508.4,472.91,488.84,60.8
DEEPAKFERT,15.0,6.0,3,4.0,2.0,3,18.6,2,3.8,0,1.0,4.3,6.0,3,59.6,0,bearish,0,74.0,3,2.0,25.0,2.0,52.9,0,4.0,0,-41.5,2.0,130.5,2.0,1324.5,1117.19,1276.04,59.6
TECHM,15.0,4.0,4,2.0,5.0,2,3.6,1,-1.5,0,1.0,0.3,4.0,4,51.1,0,bearish,0,77.9,4,2.0,20.9,0.0,12.5,0,2.0,3,22.0,2.0,121.9,5.0,1467.1,1415.76,1489.16,51.1
KPITTECH,15.0,4.0,7,2.0,2.0,3,5.0,0,-28.3,0,1.0,1.1,4.0,4,51.1,0,bearish,3,50.8,7,1.0,47.8,1.0,19.0,0,2.0,2,19.7,0.0,17.0,2.0,743.7,708.14,1036.86,51.1
ONEPOINT,15.0,8.5,2,3.5,1.0,3,16.6,3,20.4,1,1.5,10.0,8.5,0,79.6,0,bearish,2,68.6,2,2.0,14.2,1.5,47.9,0,3.5,1,7.4,0.0,-6.0,1.0,60.03,51.49,49.88,79.6
PNBGILTS,15.0,2.0,8,2.0,3.0,2,2.4,0,-14.3,0,0.0,-2.7,2.0,4,53.1,2,bullish,2,35.1,8,1.0,38.7,1.0,24.1,0,2.0,3,78.0,0.0,-51.1,3.0,72.7,70.98,84.84,53.1
TECHM,15.0,4.0,4,2.0,5.0,2,3.6,1,-1.5,0,1.0,0.3,4.0,4,51.1,0,bearish,0,77.9,4,2.0,20.9,0.0,12.5,0,2.0,3,22.0,2.0,121.9,5.0,1467.1,1415.76,1489.16,51.1
DIVISLAB,15.0,7.5,3,3.5,1.0,3,9.6,2,9.7,1,1.5,10.0,7.5,0,73.9,3,bullish,0,89.6,3,1.5,1.8,1.0,22.6,1,3.5,1,3.0,0.0,5.6,1.0,6912.0,6308.93,6301.19,73.9
THANGAMAYL,15.0,6.0,3,4.0,2.0,1,-3.4,3,19.3,2,0.0,-9.2,6.0,2,35.7,0,bearish,1,25.4,3,2.0,16.5,2.0,108.7,0,4.0,2,18.9,0.0,14.1,2.0,3653.1,3780.02,3061.3,35.7
YESBANK,15.0,6.5,5,2.5,1.0,3,10.9,2,4.5,0,1.5,9.9,6.5,1,67.3,2,bullish,2,64.6,5,1.5,9.6,1.0,27.7,0,2.5,1,6.7,0.0,-44.2,1.0,21.97,19.8,21.02,67.3
YESBANK,15.0,6.5,5,2.5,1.0,3,10.9,2,4.5,0,1.5,9.9,6.5,1,67.3,2,bullish,2,64.6,5,1.5,9.6,1.0,27.7,0,2.5,1,6.7,0.0,-44.2,1.0,21.97,19.8,21.02,67.3
VENKEYS,15.0,5.0,4,3.0,3.0,3,5.0,2,4.0,0,0.0,-5.1,5.0,3,44.2,0,bearish,1,6.7,4,2.0,15.9,1.0,29.9,0,3.0,3,38.8,0.0,-42.2,3.0,1513.8,1441.54,1455.32,44.2
KOTAKBANK,15.0,4.0,9,2.0,0.0,2,1.6,1,-6.1,0,1.0,1.4,4.0,4,50.0,3,bullish,2,62.5,9,2.0,15.7,0.0,10.5,0,2.0,0,-3.3,0.0,10.1,0.0,381.95,376.03,406.77,50.0
360ONE,15.0,6.0,5,3.0,1.0,3,5.7,2,1.3,0,1.0,4.7,6.0,2,63.8,3,bullish,0,71.0,5,2.0,12.8,1.0,21.9,0,3.0,1,6.3,0.0,-62.5,1.0,1098.4,1038.94,1084.57,63.8
SYNGENE,14.5,4.5,5,2.0,3.0,3,10.2,0,-16.8,0,1.5,8.1,4.5,2,61.0,0,bearish,3,46.8,5,1.0,35.3,1.0,24.0,0,2.0,3,68.2,0.0,-72.1,3.0,471.35,427.87,566.68,61.0
SYNGENE,14.5,4.5,5,2.0,3.0,3,10.2,0,-16.8,0,1.5,8.1,4.5,2,61.0,0,bearish,3,46.8,5,1.0,35.3,1.0,24.0,0,2.0,3,68.2,0.0,-72.1,3.0,471.35,427.87,566.68,61.0
RBLBANK,14.5,6.0,3,3.5,2.0,2,2.6,2,7.7,1,1.0,1.9,6.0,2,38.2,0,bearish,1,4.0,3,1.5,7.5,2.0,59.3,0,3.5,2,18.9,0.0,-57.6,2.0,323.65,315.48,300.5,38.2
LUPIN,14.5,5.0,5,2.5,2.0,1,-1.1,2,8.0,2,0.0,-0.9,5.0,4,47.8,0,bearish,1,27.1,5,1.5,8.3,1.0,24.5,0,2.5,2,18.6,0.0,-15.1,2.0,2287.4,2313.64,2117.57,47.8
WINDMACHIN,14.5,6.0,5,3.5,0.0,3,8.8,2,2.5,0,1.0,1.0,6.0,4,49.2,0,bearish,1,29.9,5,2.0,29.7,1.5,43.2,0,3.5,0,-5.7,0.0,-57.2,0.0,287.35,264.07,280.41,49.2
TEXRAIL,14.5,4.0,5,2.5,3.0,3,8.6,0,-11.9,0,1.0,2.7,4.0,4,52.6,0,bearish,1,19.0,5,1.0,41.9,1.5,39.9,0,2.5,3,83.5,0.0,-68.4,3.0,109.17,100.49,123.91,52.6
IGARASHI,14.5,6.0,5,2.5,1.0,3,14.9,1,-8.4,0,2.0,10.4,6.0,3,55.9,0,bearish,2,32.9,5,1.0,40.1,1.5,46.9,0,2.5,1,4.9,0.0,-58.9,1.0,398.15,346.58,434.77,55.9
ATGL,14.5,5.0,5,3.5,1.0,3,7.9,2,6.1,0,0.0,-0.9,5.0,2,38.2,0,bearish,3,45.3,5,2.0,21.9,1.5,34.7,0,3.5,0,-53.3,1.0,21.2,1.0,623.3,577.91,587.55,38.2
UTTAMSUGAR,14.5,4.0,4,3.5,3.0,2,3.6,2,2.1,0,0.0,-2.7,4.0,3,41.5,0,bearish,1,24.5,4,2.0,25.0,1.5,35.6,0,3.5,3,31.0,0.0,-22.0,3.0,245.6,237.06,240.55,41.5
FORTIS,14.5,6.0,5,3.5,0.0,3,8.3,2,4.1,0,1.0,4.1,6.0,3,59.0,0,bearish,2,69.1,5,2.0,13.0,1.5,44.1,0,3.5,0,-13.1,0.0,-21.5,0.0,960.55,887.06,922.49,59.0
NOCIL,14.0,4.0,5,3.5,1.5,2,4.8,2,3.8,0,0.0,-3.3,4.0,3,41.9,0,bearish,2,38.7,5,2.0,17.8,1.5,37.0,0,3.5,0,-83.4,1.5,74.1,1.5,171.62,163.73,165.33,41.9
ADANIPORTS,14.0,9.0,2,3.0,0.0,3,14.8,3,20.3,1,2.0,11.0,9.0,2,62.8,0,bearish,0,73.1,2,1.5,3.3,1.5,36.6,0,3.0,0,-0.8,0.0,-33.5,0.0,1762.8,1534.88,1465.37,62.8
LXCHEM,14.0,5.5,5,2.5,1.0,3,16.9,1,-7.6,0,1.5,8.7,5.5,2,60.1,0,bearish,3,48.0,5,1.0,35.0,1.5,45.7,0,2.5,1,0.4,0.0,-25.1,1.0,156.74,134.1,169.66,60.1
AEGISLOG,14.0,4.0,7,3.0,0.0,3,6.7,1,-2.6,0,0.0,-3.7,4.0,4,47.3,0,bearish,3,50.4,7,2.0,25.8,1.0,21.6,0,3.0,0,-52.1,0.0,0.9,0.0,700.5,656.81,719.37,47.3
MARICO,14.0,8.5,3,2.5,0.0,3,7.2,3,11.6,1,1.5,7.6,8.5,0,74.4,3,bullish,0,80.3,3,1.5,2.0,1.0,23.4,0,2.5,0,-4.1,0.0,-23.2,0.0,831.45,775.93,745.05,74.4
MARICO,14.0,8.5,3,2.5,0.0,3,7.2,3,11.6,1,1.5,7.6,8.5,0,74.4,3,bullish,0,80.3,3,1.5,2.0,1.0,23.4,0,2.5,0,-4.1,0.0,-23.2,0.0,831.45,775.93,745.05,74.4
TFCILTD,14.0,5.0,5,4.0,0.0,2,3.8,2,7.3,1,0.0,-2.8,5.0,4,49.8,0,bearish,1,14.1,5,2.0,13.7,2.0,88.5,0,4.0,0,-17.6,0.0,-1.0,0.0,73.05,70.37,68.09,49.8
TATASTEEL,14.0,7.0,4,3.0,0.0,2,2.4,3,14.1,2,0.0,-1.8,7.0,3,41.4,0,bearish,1,21.9,4,1.5,6.7,1.5,39.7,0,3.0,0,-10.1,0.0,16.1,0.0,209.29,204.29,183.5,41.4
INDHOTEL,14.0,3.0,7,3.0,1.0,2,3.3,1,-7.1,0,0.0,-1.1,3.0,4,53.4,0,bearish,3,54.1,7,2.0,19.6,1.0,15.5,0,3.0,0,-14.6,1.0,24.4,1.0,652.75,632.05,702.83,53.4
INDHOTEL,14.0,3.0,7,3.0,1.0,2,3.3,1,-7.1,0,0.0,-1.1,3.0,4,53.4,0,bearish,3,54.1,7,2.0,19.6,1.0,15.5,0,3.0,0,-14.6,1.0,24.4,1.0,652.75,632.05,702.83,53.4
TTKPRESTIG,14.0,4.0,5,2.0,3.0,3,5.5,0,-12.1,0,1.0,3.3,4.0,4,52.6,0,bearish,1,24.3,5,1.0,32.3,1.0,23.5,0,2.0,3,22.0,0.0,-89.8,3.0,522.4,494.99,594.16,52.6
GSFC,14.0,5.0,3,4.0,2.0,3,7.7,1,-3.0,0,1.0,0.7,5.0,3,56.3,0,bearish,0,80.0,3,2.0,18.1,1.0,27.1,1,4.0,0,-45.0,2.0,148.6,2.0,176.44,163.81,181.94,56.3
MANAPPURAM,13.5,7.5,2,4.0,0.0,3,13.7,3,11.5,0,1.5,7.0,7.5,2,63.2,0,bearish,0,91.4,2,1.5,1.6,1.5,39.5,1,4.0,0,-0.6,0.0,-32.4,0.0,315.3,277.39,282.74,63.2
GODFRYPHLP,13.5,4.5,6,2.0,1.0,3,10.1,0,-12.8,0,1.5,8.1,4.5,3,55.1,0,bearish,3,50.0,6,1.0,40.4,1.0,27.7,0,2.0,1,0.6,0.0,7.0,1.0,2339.9,2124.36,2682.21,55.1
LTTS,13.5,3.0,6,3.0,1.5,2,3.7,0,-10.4,0,1.0,0.1,3.0,4,49.7,0,bearish,2,30.6,6,2.0,24.8,1.0,18.1,0,3.0,0,-48.4,1.5,74.5,1.5,3554.6,3426.21,3965.15,49.7
MANAPPURAM,13.5,7.5,2,4.0,0.0,3,13.7,3,11.5,0,1.5,7.0,7.5,2,63.2,0,bearish,0,91.4,2,1.5,1.6,1.5,39.5,1,4.0,0,-0.6,0.0,-32.4,0.0,315.3,277.39,282.74,63.2
TIINDIA,13.5,4.0,6,3.5,0.0,2,4.8,2,2.7,0,0.0,-4.4,4.0,3,44.3,0,bearish,3,47.7,6,2.0,15.4,1.5,33.7,0,3.5,0,-3.1,0.0,-40.8,0.0,2892.2,2759.26,2815.12,44.3
ROSSARI,13.5,3.0,5,2.5,3.0,3,8.1,0,-11.2,0,0.0,-1.5,3.0,2,60.7,0,bearish,3,45.9,5,1.0,34.1,1.5,34.7,0,2.5,3,70.6,0.0,-87.5,3.0,504.95,467.07,568.49,60.7
TIINDIA,13.5,4.0,6,3.5,0.0,2,4.8,2,2.7,0,0.0,-4.4,4.0,3,44.3,0,bearish,3,47.7,6,2.0,15.4,1.5,33.7,0,3.5,0,-3.1,0.0,-40.8,0.0,2892.2,2759.26,2815.12,44.3
UJJIVANSFB,13.5,5.0,4,3.5,1.0,1,-3.9,2,1.6,2,0.0,-7.5,5.0,3,40.6,0,bearish,1,2.6,4,2.0,20.4,1.5,31.0,0,3.5,1,4.6,0.0,-47.8,1.0,54.13,56.34,53.26,40.6
WELENT,13.0,3.0,4,3.0,3.0,2,3.2,1,-1.0,0,0.0,-3.3,3.0,1,32.8,0,bearish,3,41.7,4,2.0,14.9,1.0,19.8,0,3.0,3,69.4,0.0,-47.7,3.0,493.55,478.28,498.51,32.8
GRASIM,13.0,6.5,4,2.5,0.0,3,6.8,2,5.1,0,1.5,5.7,6.5,1,68.7,3,bullish,0,74.3,4,1.5,2.4,1.0,17.3,0,2.5,0,-13.1,0.0,-29.2,0.0,2935.2,2749.32,2792.4,68.7
GRASIM,13.0,6.5,4,2.5,0.0,3,6.8,2,5.1,0,1.5,5.7,6.5,1,68.7,3,bullish,0,74.3,4,1.5,2.4,1.0,17.3,0,2.5,0,-13.1,0.0,-29.2,0.0,2935.2,2749.32,2792.4,68.7
COLPAL,13.0,6.0,3,4.0,0.0,3,7.4,2,1.5,0,1.0,3.3,6.0,3,58.4,0,bearish,0,73.5,3,2.0,18.6,1.0,22.8,1,4.0,0,-21.5,0.0,-6.7,0.0,2188.3,2037.51,2154.93,58.4
MANKIND,13.0,7.0,3,3.0,0.0,3,13.7,2,8.7,0,2.0,13.3,7.0,0,74.6,3,bullish,0,82.8,3,1.5,8.2,1.5,30.5,0,3.0,0,-3.4,0.0,5.3,0.0,2492.6,2193.07,2294.07,74.6
TATAELXSI,13.0,1.0,9,1.0,2.0,1,-1.8,0,-17.9,0,0.0,-4.0,1.0,4,52.8,2,bullish,3,59.9,9,1.0,37.3,0.0,6.1,0,1.0,2,10.2,0.0,-11.5,2.0,4186.1,4261.47,5096.48,52.8
COLPAL,13.0,6.0,3,4.0,0.0,3,7.4,2,1.5,0,1.0,3.3,6.0,3,58.4,0,bearish,0,73.5,3,2.0,18.6,1.0,22.8,1,4.0,0,-21.5,0.0,-6.7,0.0,2188.3,2037.51,2154.93,58.4
AFFLE,13.0,3.0,5,2.0,3.0,2,2.7,0,-14.3,0,1.0,0.7,3.0,4,52.9,0,bearish,1,22.7,5,1.0,33.3,1.0,16.5,0,2.0,3,44.2,0.0,-72.8,3.0,1457.2,1418.66,1700.78,52.9
MINDACORP,13.0,3.0,7,3.0,0.0,2,0.8,1,-5.1,0,0.0,-4.5,3.0,4,50.2,0,bearish,3,44.6,7,2.0,16.0,1.0,17.2,0,3.0,0,-22.0,0.0,-66.5,0.0,520.2,515.91,548.1,50.2
COALINDIA,13.0,8.0,2,3.0,0.0,2,0.4,3,13.1,2,1.0,2.9,8.0,1,30.4,0,bearish,1,13.8,2,1.5,7.0,1.5,32.1,0,3.0,0,-15.2,0.0,-34.5,0.0,456.95,455.23,404.04,30.4
VBL,13.0,6.0,3,3.0,1.0,3,13.2,2,9.9,0,1.0,4.1,6.0,3,44.9,0,bearish,0,76.8,3,1.5,3.6,1.5,35.4,0,3.0,1,6.5,0.0,-32.2,1.0,514.8,454.6,468.41,44.9
SURYAROSNI,13.0,3.0,5,2.0,3.0,2,5.0,1,-8.3,0,0.0,-1.1,3.0,4,48.9,0,bearish,1,15.8,5,1.0,32.0,1.0,27.9,0,2.0,3,33.8,0.0,-53.3,3.0,239.65,228.31,261.32,48.9
TATAELXSI,13.0,1.0,9,1.0,2.0,1,-1.8,0,-17.9,0,0.0,-4.0,1.0,4,52.8,2,bullish,3,59.9,9,1.0,37.3,0.0,6.1,0,1.0,2,10.2,0.0,-11.5,2.0,4186.1,4261.47,5096.48,52.8
HUDCO,13.0,4.0,3,3.0,3.0,2,4.8,1,-3.0,0,1.0,1.1,4.0,2,37.6,0,bearish,1,13.0,3,2.0,18.1,1.0,27.1,0,3.0,3,29.6,0.0,-66.3,3.0,202.11,192.85,208.33,37.6
BHARTIARTL,13.0,4.0,7,2.0,0.0,2,4.1,1,-2.3,0,1.0,4.6,4.0,4,53.1,3,bullish,0,81.1,7,2.0,12.0,0.0,9.9,0,2.0,0,-4.8,0.0,-7.0,0.0,1913.5,1837.91,1959.15,53.1
