symbol,name,sector,risk_score,volatility_risk_score,concentration_risk_score,liquidity_risk_score,beta_score,beta,volatility_score,annual_volatility_pct,drawdown_score,max_drawdown_pct,volatility_risk_total,institutional_score,institutional_holding_pct,promoter_score,promoter_holding_pct,float_score,float_pct,concentration_risk_total,volume_score,avg_volume,mcap_score,market_cap_cr,liquidity_risk_total,risk_flags
KIRLOSENG,Kirloskar Oil Engines Limited,Industrials,15.5,7.0,4.5,4.0,2,,2.0,40.8,3.0,16.6,7.0,2.0,30.2,1.5,42.9,1.0,57.1,4.5,2.5,546591,1.5,24137.0,4.0,NONE
GESHIP,The Great Eastern Shipping Company Limited,Industrials,15.5,7.5,4.0,4.0,2,,2.5,31.5,3.0,10.5,7.5,2.0,25.2,1.0,30.8,1.0,69.2,4.0,2.5,649296,1.5,24497.0,4.0,NONE
HEROMOTOCO,Hero MotoCorp Limited,Consumer Cyclical,15.5,7.0,4.0,4.5,2,0.56,2.5,26.8,2.5,20.4,7.0,2.0,36.8,1.0,37.4,1.0,64.7,4.0,2.5,684025,2.0,100197.0,4.5,NONE
NBCC,NBCC (India) Limited,Industrials,15.5,7.0,4.0,4.5,3,0.67,2.0,35.0,2.0,39.4,7.0,1.5,14.4,2.0,61.8,0.5,38.5,4.0,3.0,11172858,1.5,25132.0,4.5,NONE
BAJAJFINSV,Bajaj Finserv Ltd.,Financial Services,15.5,6.5,4.0,5.0,1,0.36,3.0,22.1,2.5,25.0,6.5,1.5,14.8,2.0,63.9,0.5,34.7,4.0,3.0,1244102,2.0,279707.0,5.0,NONE
JSWENERGY,JSW Energy Limited,Utilities,15.5,6.5,4.0,5.0,1,-0.13,2.5,29.6,3.0,19.8,6.5,1.5,17.2,2.0,68.9,0.5,30.3,4.0,3.0,3166632,2.0,93628.0,5.0,NONE
JSWENERGY,JSW Energy Limited,Utilities,15.5,6.5,4.0,5.0,1,-0.13,2.5,29.6,3.0,19.8,6.5,1.5,17.2,2.0,68.9,0.5,30.3,4.0,3.0,3166632,2.0,93628.0,5.0,NONE
INDHOTEL,The Indian Hotels Company Limited,Consumer Cyclical,15.5,6.5,4.0,5.0,1,-0.13,3.0,24.6,2.5,29.2,6.5,2.0,32.1,1.0,39.4,1.0,59.9,4.0,3.0,2835906,2.0,92915.0,5.0,NONE
INDHOTEL,The Indian Hotels Company Limited,Consumer Cyclical,15.5,6.5,4.0,5.0,1,-0.13,3.0,24.6,2.5,29.2,6.5,2.0,32.1,1.0,39.4,1.0,59.9,4.0,3.0,2835906,2.0,92915.0,5.0,NONE
PTC,PTC India Limited,Utilities,15.0,8.0,3.0,4.0,3,0.79,2.5,30.7,2.5,20.5,8.0,2.0,21.2,0.0,21.7,1.0,79.0,3.0,3.0,1334872,1.0,6132.0,4.0,NONE
FINCABLES,Finolex Cables Limited,Industrials,15.0,7.0,4.5,3.5,2,0.49,2.5,30.7,2.5,27.6,7.0,1.5,19.0,2.0,58.7,1.0,43.2,4.5,2.0,357413,1.5,16154.0,3.5,NONE
CANFINHOME,Can Fin Homes Limited,Financial Services,15.0,7.5,4.0,3.5,2,0.43,2.5,26.3,3.0,16.6,7.5,2.0,29.7,1.0,38.7,1.0,67.6,4.0,2.0,227411,1.5,11165.0,3.5,NONE
JBCHEPHARM,J. B. Chemicals & Pharmaceuticals Limited,Healthcare,15.0,7.0,4.5,3.5,1,-0.04,3.0,22.6,3.0,10.7,7.0,2.0,29.3,1.5,49.2,1.0,49.5,4.5,2.0,249937,1.5,34867.0,3.5,NONE
HAL,Hindustan Aeronautics Limited,Industrials,15.0,6.5,3.5,5.0,2,0.55,2.5,27.2,2.0,31.0,6.5,1.5,13.0,1.5,71.6,0.5,27.6,3.5,3.0,1346516,2.0,289794.0,5.0,NONE
VGUARD,V-Guard Industries Limited,Industrials,15.0,6.5,5.0,3.5,1,0.08,3.0,22.7,2.5,25.7,6.5,2.0,35.0,2.0,55.9,1.0,43.3,5.0,2.0,339316,1.5,13665.0,3.5,NONE
NAZARA,Nazara Technologies Limited,Communication Services,15.0,6.0,4.5,4.5,2,,2.0,40.4,2.0,39.1,6.0,2.0,26.2,1.5,41.1,1.0,62.7,4.5,3.0,3605374,1.5,10927.0,4.5,NONE
GODREJPROP,Godrej Properties Limited,Real Estate,15.0,5.5,5.0,4.5,2,0.48,2.5,34.4,1.0,40.4,5.5,2.0,23.9,2.0,57.6,1.0,40.7,5.0,2.5,928672,2.0,51669.0,4.5,NONE
PHOENIXLTD,The Phoenix Mills Limited,Real Estate,15.0,6.0,4.5,4.5,1,0.33,2.5,27.1,2.5,24.3,6.0,2.0,36.4,1.5,47.9,1.0,52.0,4.5,2.5,617496,2.0,61579.0,4.5,NONE
SBICARD,SBI Cards and Payment Services Limited,Financial Services,15.0,5.5,4.5,5.0,1,0.28,2.5,26.0,2.0,38.4,5.5,2.0,24.5,2.0,68.6,0.5,31.4,4.5,3.0,1245514,2.0,59361.0,5.0,NONE
NAUKRI,Info Edge (India) Limited,Communication Services,15.0,5.5,4.5,5.0,1,0.32,2.5,26.7,2.0,39.3,5.5,2.0,38.3,1.5,47.5,1.0,47.7,4.5,3.0,1435786,2.0,60476.0,5.0,NONE
AXISBANK,Axis Bank Limited,Financial Services,15.0,8.0,2.0,5.0,2,0.45,3.0,23.3,3.0,17.2,8.0,1.0,69.6,0.0,2.8,1.0,90.3,2.0,3.0,6665883,2.0,385030.0,5.0,NONE
BEML,BEML Limited,Industrials,15.0,6.0,5.0,4.0,3,0.76,2.0,43.2,1.0,42.7,6.0,2.0,20.4,2.0,54.2,1.0,45.7,5.0,2.5,766725,1.5,15212.0,4.0,NONE
SBICARD,SBI Cards and Payment Services Limited,Financial Services,15.0,5.5,4.5,5.0,1,0.28,2.5,26.0,2.0,38.4,5.5,2.0,24.5,2.0,68.6,0.5,31.4,4.5,3.0,1245514,2.0,59361.0,5.0,NONE
OBEROIRLTY,Oberoi Realty Limited,Real Estate,15.0,6.0,4.5,4.5,1,0.33,2.5,26.0,2.5,28.8,6.0,2.0,24.8,2.0,67.7,0.5,32.0,4.5,2.5,584059,2.0,58976.0,4.5,NONE
BALRAMCHIN,Balrampur Chini Mills Limited,Consumer Defensive,15.0,6.5,4.5,4.0,2,,2.5,30.9,2.0,35.6,6.5,2.0,34.7,1.5,43.3,1.0,58.5,4.5,2.5,535333,1.5,11116.0,4.0,NONE
NAUKRI,Info Edge (India) Limited,Communication Services,15.0,5.5,4.5,5.0,1,0.32,2.5,26.7,2.0,39.3,5.5,2.0,38.3,1.5,47.5,1.0,47.7,4.5,3.0,1435786,2.0,60476.0,5.0,NONE
OBEROIRLTY,Oberoi Realty Limited,Real Estate,15.0,6.0,4.5,4.5,1,0.33,2.5,26.0,2.5,28.8,6.0,2.0,24.8,2.0,67.7,0.5,32.0,4.5,2.5,584059,2.0,58976.0,4.5,NONE
SIEMENS,Siemens Limited,Industrials,15.0,8.5,2.5,4.0,3,0.63,2.5,29.5,3.0,15.8,8.5,1.5,10.1,1.0,76.9,0.0,23.6,2.5,2.0,446223,2.0,126455.0,4.0,NONE
WELCORP,Welspun Corp Limited,Basic Materials,15.0,6.5,4.5,4.0,2,0.5,2.0,36.2,2.5,25.3,6.5,2.0,27.6,1.5,49.8,1.0,48.8,4.5,2.5,795451,1.5,33773.0,4.0,NONE
FINPIPE,Finolex Industries Limited,Industrials,15.0,6.5,4.5,4.0,2,0.57,2.5,29.0,2.0,34.4,6.5,1.5,16.1,2.0,59.4,1.0,40.8,4.5,2.5,891623,1.5,10255.0,4.0,NONE
TECHM,Tech Mahindra Limited,Technology,15.0,6.0,4.0,5.0,1,0.18,2.5,25.3,2.5,24.7,6.0,2.0,44.0,1.0,36.6,1.0,60.6,4.0,3.0,2046105,2.0,129944.0,5.0,NONE
TECHM,Tech Mahindra Limited,Technology,15.0,6.0,4.0,5.0,1,0.18,2.5,25.3,2.5,24.7,6.0,2.0,44.0,1.0,36.6,1.0,60.6,4.0,3.0,2046105,2.0,129944.0,5.0,NONE
CARBORUNIV,Carborundum Universal Limited,Industrials,15.0,7.0,4.5,3.5,2,,2.5,32.8,2.5,26.0,7.0,2.0,37.2,1.5,40.5,1.0,61.4,4.5,2.0,229895,1.5,20501.0,3.5,NONE
MTARTECH,MTAR Technologies Limited,Industrials,15.0,7.5,4.0,3.5,4,1.04,1.0,51.6,2.5,21.2,7.5,2.0,31.2,1.0,30.4,1.0,64.2,4.0,2.0,497807,1.5,20947.0,3.5,NONE
HFCL,HFCL Limited,Technology,15.0,7.0,3.5,4.5,3,0.64,2.0,42.2,2.0,33.6,7.0,1.5,11.8,1.0,35.3,1.0,78.3,3.5,3.0,23767689,1.5,21144.0,4.5,NONE
AEGISLOG,AEGISLOG,Energy,15.0,7.0,4.0,4.0,3,0.67,2.0,36.7,2.0,36.2,7.0,1.5,16.2,2.0,67.5,0.5,34.4,4.0,2.5,732722,1.5,24588.0,4.0,NONE
GRANULES,Granules India Limited,Healthcare,15.0,6.5,4.0,4.5,1,0.01,2.5,29.7,3.0,18.8,6.5,2.0,22.0,1.0,39.3,1.0,59.9,4.0,3.0,1171943,1.5,18992.0,4.5,NONE
GRANULES,Granules India Limited,Healthcare,15.0,6.5,4.0,4.5,1,0.01,2.5,29.7,3.0,18.8,6.5,2.0,22.0,1.0,39.3,1.0,59.9,4.0,3.0,1171943,1.5,18992.0,4.5,NONE
MARKSANS,Marksans Pharma Limited,Healthcare,15.0,7.0,4.0,4.0,4,0.98,2.0,37.3,1.0,40.3,7.0,1.5,17.7,1.5,44.1,1.0,47.3,4.0,3.0,1175333,1.0,9847.0,4.0,NONE
SIEMENS,Siemens Limited,Industrials,15.0,8.5,2.5,4.0,3,0.63,2.5,29.5,3.0,15.8,8.5,1.5,10.1,1.0,76.9,0.0,23.6,2.5,2.0,446223,2.0,126455.0,4.0,NONE
WOCKPHARMA,Wockhardt Limited,Healthcare,15.0,6.0,4.5,4.5,3,0.77,1.0,51.4,2.0,39.9,6.0,1.5,14.7,2.0,51.0,1.0,47.0,4.5,3.0,1037652,1.5,26327.0,4.5,NONE
HDFCBANK,HDFC Bank Limited,Financial Services,15.0,7.5,2.5,5.0,2,0.48,3.0,18.8,2.5,27.8,7.5,1.5,58.0,0.0,0.2,1.0,99.6,2.5,3.0,26021555,2.0,1173824.0,5.0,NONE
METROPOLIS,Metropolis Healthcare Limited,Healthcare,15.0,7.0,4.5,3.5,2,,2.5,31.1,2.5,24.4,7.0,2.0,43.6,1.5,48.9,1.0,50.0,4.5,2.0,379217,1.5,10541.0,3.5,NONE
GPIL,Godawari Power & Ispat Limited,Basic Materials,15.0,7.0,3.5,4.5,2,0.57,2.0,36.7,3.0,20.0,7.0,1.0,4.5,2.0,63.4,0.5,34.6,3.5,3.0,2591577,1.5,18892.0,4.5,NONE
METROPOLIS,Metropolis Healthcare Limited,Healthcare,15.0,7.0,4.5,3.5,2,,2.5,31.1,2.5,24.4,7.0,2.0,43.6,1.5,48.9,1.0,50.0,4.5,2.0,379217,1.5,10541.0,3.5,NONE
INDUSINDBK,IndusInd Bank Limited,Financial Services,15.0,7.0,3.0,5.0,2,0.56,2.5,28.3,2.5,22.0,7.0,2.0,49.5,0.0,16.6,1.0,81.7,3.0,3.0,4439270,2.0,69749.0,5.0,NONE
WIPRO,Wipro Limited,Technology,15.0,6.5,3.5,5.0,1,0.37,3.0,22.9,2.5,29.4,6.5,1.5,15.1,1.5,72.7,0.5,29.1,3.5,3.0,12260761,2.0,204638.0,5.0,NONE
USHAMART,Usha Martin Limited,Basic Materials,15.0,6.5,4.5,4.0,1,0.15,2.5,34.0,3.0,19.6,6.5,2.0,26.4,1.5,40.4,1.0,45.0,4.5,2.5,784631,1.5,14305.0,4.0,NONE
PIIND,PI Industries Limited,Basic Materials,15.0,7.0,4.5,3.5,2,0.47,3.0,24.3,2.0,36.9,7.0,2.0,39.9,1.5,46.5,1.0,53.4,4.5,2.0,237640,1.5,47401.0,3.5,NONE
PNCINFRA,PNC Infratech Limited,Industrials,15.0,6.5,5.0,3.5,3,0.6,2.5,30.5,1.0,49.6,6.5,2.0,26.8,2.0,56.1,1.0,45.6,5.0,2.5,540871,1.0,5492.0,3.5,NONE
MARUTI,Maruti Suzuki India Limited,Consumer Cyclical,15.0,6.5,4.5,4.0,1,0.31,3.0,23.2,2.5,28.8,6.5,2.0,27.8,2.0,60.3,0.5,37.2,4.5,2.0,414872,2.0,407340.0,4.0,NONE
EDELWEISS,Edelweiss Financial Services Limited,Financial Services,15.0,6.5,4.0,4.5,2,0.59,2.0,40.4,2.5,22.9,6.5,1.5,14.6,1.5,40.2,1.0,40.5,4.0,3.0,6419610,1.5,10321.0,4.5,NONE
EMAMILTD,Emami Limited,Consumer Defensive,14.5,5.5,5.0,4.0,1,0.22,2.5,26.3,2.0,36.0,5.5,2.0,30.7,2.0,57.0,1.0,44.2,5.0,2.5,594968,1.5,18990.0,4.0,NONE
ASTERDM,Aster DM Healthcare Limited,Healthcare,14.5,6.0,4.5,4.0,1,-0.04,2.5,31.0,2.5,25.6,6.0,2.0,32.8,2.0,53.3,0.5,37.1,4.5,2.5,962991,1.5,38713.0,4.0,NONE
LALPATHLAB,Dr. Lal PathLabs Limited,Healthcare,14.5,6.0,5.0,3.5,1,0.11,2.5,29.5,2.5,24.4,6.0,2.0,29.9,2.0,54.9,1.0,45.3,5.0,2.0,329088,1.5,28448.0,3.5,NONE
CREDITACC,CreditAccess Grameen Limited,Financial Services,14.5,6.5,4.0,4.0,2,,2.0,39.6,2.5,23.2,6.5,1.5,16.6,2.0,66.2,0.5,33.6,4.0,2.5,617887,1.5,20970.0,4.0,NONE
CREDITACC,CreditAccess Grameen Limited,Financial Services,14.5,6.5,4.0,4.0,2,,2.0,39.6,2.5,23.2,6.5,1.5,16.6,2.0,66.2,0.5,33.6,4.0,2.5,617887,1.5,20970.0,4.0,NONE
KOTAKBANK,Kotak Mahindra Bank Limited,Financial Services,14.5,6.5,3.0,5.0,1,0.31,3.0,21.1,2.5,20.6,6.5,2.0,46.6,0.0,28.8,1.0,73.5,3.0,3.0,17488487,2.0,379905.0,5.0,NONE
EMAMILTD,Emami Limited,Consumer Defensive,14.5,5.5,5.0,4.0,1,0.22,2.5,26.3,2.0,36.0,5.5,2.0,30.7,2.0,57.0,1.0,44.2,5.0,2.5,594968,1.5,18990.0,4.0,NONE
ZYDUSWELL,Zydus Wellness Limited,Consumer Defensive,14.5,6.5,4.0,4.0,2,,2.0,36.9,2.5,28.8,6.5,1.5,19.4,2.0,69.8,0.5,29.3,4.0,2.5,984566,1.5,16197.0,4.0,NONE
IRCTC,Indian Railway Catering & Tourism Corporation Limited,Consumer Cyclical,14.5,6.0,4.0,4.5,1,0.16,3.0,20.9,2.0,36.8,6.0,1.5,16.2,2.0,62.4,0.5,37.6,4.0,3.0,1307565,1.5,42384.0,4.5,NONE
KAJARIACER,Kajaria Ceramics Limited,Industrials,14.5,6.5,4.5,3.5,2,0.58,2.5,31.5,2.0,31.8,6.5,2.0,28.2,1.5,48.2,1.0,51.8,4.5,2.0,360923,1.5,16794.0,3.5,NONE
VOLTAS,Voltas Limited,Consumer Cyclical,14.5,6.0,4.0,4.5,1,0.21,2.5,30.4,2.5,21.8,6.0,2.0,40.3,1.0,36.7,1.0,71.9,4.0,3.0,1099760,1.5,43101.0,4.5,NONE
TCS,Tata Consultancy Services Limited,Technology,14.5,6.0,3.5,5.0,1,0.29,3.0,21.9,2.0,34.5,6.0,1.5,17.0,1.5,71.8,0.5,28.2,3.5,3.0,3197042,2.0,841965.0,5.0,NONE
LALPATHLAB,Dr. Lal PathLabs Limited,Healthcare,14.5,6.0,5.0,3.5,1,0.11,2.5,29.5,2.5,24.4,6.0,2.0,29.9,2.0,54.9,1.0,45.3,5.0,2.0,329088,1.5,28448.0,3.5,NONE
NATCOPHARM,NATCO Pharma Limited,Healthcare,14.5,5.5,4.5,4.5,1,0.26,2.0,35.1,2.5,23.2,5.5,1.5,10.9,2.0,51.0,1.0,46.6,4.5,3.0,1166029,1.5,20256.0,4.5,NONE
TRITURBINE,Triveni Turbine Limited,Industrials,14.5,5.5,4.5,4.5,1,0.38,2.5,32.9,2.0,34.3,5.5,2.0,28.3,2.0,59.8,0.5,35.2,4.5,3.0,1141467,1.5,20283.0,4.5,NONE
TORNTPHARM,Torrent Pharmaceuticals Limited,Healthcare,14.5,7.0,3.5,4.0,1,0.14,3.0,20.1,3.0,10.3,7.0,1.5,15.2,1.5,71.2,0.5,30.7,3.5,2.0,339067,2.0,150950.0,4.0,NONE
ICICIBANK,ICICI Bank Limited,Financial Services,14.5,7.0,2.5,5.0,1,0.28,3.0,17.8,3.0,18.4,7.0,1.5,56.4,0.0,3.0,1.0,99.5,2.5,3.0,12547660,2.0,889489.0,5.0,NONE
BSOFT,Birlasoft Limited,Technology,14.5,6.0,4.5,4.0,2,0.48,2.0,36.2,2.0,33.5,6.0,2.0,30.6,1.5,41.0,1.0,59.4,4.5,3.0,1610832,1.0,8969.0,4.0,NONE
MCX,Multi Commodity Exchange of India Limited,Financial Services,14.5,7.0,2.5,5.0,2,,2.0,37.2,3.0,18.1,7.0,1.5,50.6,0.0,15.0,1.0,85.0,2.5,3.0,3203630,2.0,86909.0,5.0,NONE
FEDERALBNK,The Federal Bank Limited,Financial Services,14.5,7.0,2.5,5.0,1,0.33,3.0,24.5,3.0,15.2,7.0,1.5,53.9,0.0,9.7,1.0,83.0,2.5,3.0,8850703,2.0,70620.0,5.0,NONE
APLAPOLLO,APL Apollo Tubes Limited,Basic Materials,14.5,6.0,4.0,4.5,1,0.29,2.5,27.0,2.5,21.7,6.0,2.0,43.8,1.0,35.9,1.0,64.1,4.0,2.5,652962,2.0,51769.0,4.5,NONE
ALKEM,Alkem Laboratories Limited,Healthcare,14.5,7.0,4.5,3.0,1,0.29,3.0,22.4,3.0,12.0,7.0,2.0,24.9,2.0,62.9,0.5,32.8,4.5,1.0,144982,2.0,65402.0,3.0,NONE
APLAPOLLO,APL Apollo Tubes Limited,Basic Materials,14.5,6.0,4.0,4.5,1,0.29,2.5,27.0,2.5,21.7,6.0,2.0,43.8,1.0,35.9,1.0,64.1,4.0,2.5,652962,2.0,51769.0,4.5,NONE
KEI,KEI Industries Limited,Industrials,14.5,7.0,4.0,3.5,2,0.51,2.5,30.3,2.5,23.3,7.0,2.0,42.2,1.0,36.0,1.0,63.9,4.0,2.0,327308,1.5,48588.0,3.5,NONE
VIJAYA,Vijaya Diagnostic Centre Limited,Healthcare,14.5,6.0,5.0,3.5,1,0.28,2.5,29.4,2.5,24.4,6.0,2.0,35.8,2.0,52.5,1.0,47.4,5.0,2.0,225410,1.5,13378.0,3.5,NONE
NLCINDIA,NLC India Limited,Utilities,14.5,7.0,3.0,4.5,2,,2.0,35.9,3.0,17.2,7.0,1.5,14.7,1.0,75.2,0.5,25.8,3.0,3.0,2793721,1.5,49690.0,4.5,NONE
KEI,KEI Industries Limited,Industrials,14.5,7.0,4.0,3.5,2,0.51,2.5,30.3,2.5,23.3,7.0,2.0,42.2,1.0,36.0,1.0,63.9,4.0,2.0,327308,1.5,48588.0,3.5,NONE
INDIANB,Indian Bank,Financial Services,14.5,6.5,3.0,5.0,1,0.35,2.5,31.1,3.0,18.3,6.5,1.5,16.3,1.0,75.9,0.5,26.2,3.0,3.0,2100896,2.0,110060.0,5.0,NONE
DRREDDY,Dr. Reddy's Laboratories Limited,Healthcare,14.5,7.0,2.5,5.0,1,0.29,3.0,23.0,3.0,14.5,7.0,1.5,51.4,0.0,29.5,1.0,72.1,2.5,3.0,1814216,2.0,111168.0,5.0,NONE
PERSISTENT,Persistent Systems Limited,Technology,14.0,5.5,4.0,4.5,1,0.09,2.5,31.4,2.0,30.7,5.5,2.0,42.0,1.0,33.0,1.0,65.5,4.0,2.5,562083,2.0,79151.0,4.5,NONE
SYNGENE,Syngene International Limited,Healthcare,14.0,4.5,5.0,4.5,1,0.03,2.5,31.6,1.0,46.0,4.5,2.0,37.5,2.0,53.0,1.0,43.6,5.0,3.0,1237334,1.5,18941.0,4.5,NONE
SYNGENE,Syngene International Limited,Healthcare,14.0,4.5,5.0,4.5,1,0.03,2.5,31.6,1.0,46.0,4.5,2.0,37.5,2.0,53.0,1.0,43.6,5.0,3.0,1237334,1.5,18941.0,4.5,NONE
TITAGARH,Titagarh Rail Systems Limited,Industrials,14.0,6.0,4.0,4.0,3,0.78,2.0,35.3,1.0,40.3,6.0,1.5,15.6,1.5,40.6,1.0,59.2,4.0,3.0,1582993,1.0,9960.0,4.0,NONE
TRENT,Trent Limited,Consumer Cyclical,14.0,4.5,4.5,5.0,1,0.38,2.5,32.5,1.0,47.0,4.5,2.0,28.6,1.5,41.9,1.0,53.6,4.5,3.0,1057705,2.0,144669.0,5.0,NONE
TRENT,Trent Limited,Consumer Cyclical,14.0,4.5,4.5,5.0,1,0.38,2.5,32.5,1.0,47.0,4.5,2.0,28.6,1.5,41.9,1.0,53.6,4.5,3.0,1057705,2.0,144669.0,5.0,NONE
RADICO,Radico Khaitan Limited,Consumer Defensive,14.0,6.0,4.5,3.5,1,0.24,2.5,33.2,2.5,24.7,6.0,2.0,29.6,1.5,44.2,1.0,57.4,4.5,2.0,386271,1.5,48214.0,3.5,NONE
ACC,ACC Limited,Basic Materials,14.0,6.0,4.5,3.5,1,0.29,3.0,21.1,2.0,37.3,6.0,2.0,33.0,2.0,57.5,0.5,37.9,4.5,2.0,272960,1.5,25526.0,3.5,NONE
MUTHOOTFIN,Muthoot Finance Limited,Financial Services,14.0,6.5,3.0,4.5,2,0.54,2.0,36.0,2.5,23.9,6.5,1.5,16.2,1.5,73.4,0.0,21.1,3.0,2.5,730930,2.0,132629.0,4.5,NONE
UJJIVANSFB,Ujjivan Small Finance Bank Limited,Financial Services,14.0,6.5,3.0,4.5,2,,2.0,38.4,2.5,22.8,6.5,2.0,34.9,0.0,1.7,1.0,98.2,3.0,3.0,12861588,1.5,10525.0,4.5,NONE
IIFL,IIFL Finance Limited,Financial Services,14.0,5.0,4.5,4.5,1,0.25,2.0,39.2,2.0,36.5,5.0,2.0,29.3,1.5,48.4,1.0,52.7,4.5,3.0,2118297,1.5,19595.0,4.5,NONE
ZYDUSLIFE,Zydus Lifesciences Limited,Healthcare,14.0,7.0,2.5,4.5,1,0.32,3.0,21.6,3.0,17.9,7.0,1.5,13.8,1.0,75.2,0.0,24.8,2.5,2.5,887736,2.0,102525.0,4.5,NONE
ZYDUSLIFE,Zydus Lifesciences Limited,Healthcare,14.0,7.0,2.5,4.5,1,0.32,3.0,21.6,3.0,17.9,7.0,1.5,13.8,1.0,75.2,0.0,24.8,2.5,2.5,887736,2.0,102525.0,4.5,NONE
MUTHOOTFIN,Muthoot Finance Limited,Financial Services,14.0,6.5,3.0,4.5,2,0.54,2.0,36.0,2.5,23.9,6.5,1.5,16.2,1.5,73.4,0.0,21.1,3.0,2.5,730930,2.0,132629.0,4.5,NONE
TDPOWERSYS,TD Power Systems Limited,Industrials,14.0,6.5,3.0,4.5,2,,2.0,45.1,2.5,23.9,6.5,2.0,35.6,0.0,27.7,1.0,71.3,3.0,3.0,1169846,1.5,19627.0,4.5,NONE
RAMCOCEM,The Ramco Cements Limited,Basic Materials,14.0,6.0,4.5,3.5,1,0.12,2.5,25.7,2.5,28.0,6.0,2.0,31.5,1.5,49.1,1.0,53.6,4.5,2.0,342894,1.5,21423.0,3.5,NONE
MANKIND,Mankind Pharma Limited,Healthcare,14.0,7.0,3.0,4.0,2,0.47,2.5,25.2,2.5,28.5,7.0,1.5,18.4,1.0,75.3,0.5,27.3,3.0,2.0,497124,2.0,102902.0,4.0,NONE
WABAG,VA Tech Wabag Limited,Industrials,14.0,8.5,2.5,3.0,4,0.82,2.5,33.8,2.0,36.2,8.5,1.5,17.7,0.0,28.4,1.0,71.5,2.5,2.0,318408,1.0,8669.0,3.0,NONE
PERSISTENT,Persistent Systems Limited,Technology,14.0,5.5,4.0,4.5,1,0.09,2.5,31.4,2.0,30.7,5.5,2.0,42.0,1.0,33.0,1.0,65.5,4.0,2.5,562083,2.0,79151.0,4.5,NONE
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Financial Services,14.0,7.5,1.5,5.0,2,0.49,3.0,22.7,2.5,26.9,7.5,1.0,69.0,0.0,23.7,0.5,25.3,1.5,3.0,1290235,2.0,75657.0,5.0,NONE
TFCILTD,Tourism Finance Corporation of India Limited,Financial Services,14.0,6.5,4.0,3.5,2,,2.0,49.3,2.5,27.1,6.5,1.0,5.1,2.0,50.6,1.0,53.4,4.0,3.0,7968877,0.5,3382.0,3.5,NONE
GABRIEL,Gabriel India Limited,Consumer Cyclical,14.0,6.0,4.5,3.5,3,0.72,1.0,54.1,2.0,37.4,6.0,1.5,18.6,2.0,56.0,1.0,43.9,4.5,2.0,499909,1.5,15733.0,3.5,NONE
M&M,Mahindra & Mahindra Limited,Consumer Cyclical,14.0,6.0,3.0,5.0,1,0.38,2.5,27.1,2.5,22.9,6.0,2.0,49.1,0.0,25.2,1.0,68.4,3.0,3.0,2537186,2.0,371312.0,5.0,NONE
MPHASIS,Mphasis Limited,Technology,14.0,6.5,3.5,4.0,2,0.43,2.5,27.6,2.0,31.8,6.5,1.5,52.8,1.0,31.2,1.0,68.8,3.5,2.5,549625,1.5,42371.0,4.0,NONE
MPHASIS,Mphasis Limited,Technology,14.0,6.5,3.5,4.0,2,0.43,2.5,27.6,2.0,31.8,6.5,1.5,52.8,1.0,31.2,1.0,68.8,3.5,2.5,549625,1.5,42371.0,4.0,NONE
SOBHA,Sobha Limited,Real Estate,14.0,5.5,5.0,3.5,1,0.35,2.5,33.3,2.0,32.0,5.5,2.0,27.1,2.0,58.5,1.0,41.5,5.0,2.0,229428,1.5,14843.0,3.5,NONE
IRCON,Ircon International Limited,Industrials,14.0,6.0,3.5,4.5,3,0.76,2.0,40.9,1.0,47.0,6.0,1.0,3.2,2.0,65.2,0.5,34.8,3.5,3.0,5225442,1.5,13252.0,4.5,NONE
MFSL,Max Financial Services Limited,Financial Services,14.0,7.5,2.0,4.5,2,,3.0,24.3,2.5,21.7,7.5,1.0,82.8,0.0,2.1,1.0,60.0,2.0,2.5,781115,2.0,55566.0,4.5,NONE
TIINDIA,Tube Investments of India Limited,Industrials,14.0,5.5,4.5,4.0,1,-0.3,2.5,32.9,2.0,35.7,5.5,2.0,33.5,1.5,44.0,1.0,54.7,4.5,2.0,390551,2.0,55979.0,4.0,NONE
TIINDIA,Tube Investments of India Limited,Industrials,14.0,5.5,4.5,4.0,1,-0.3,2.5,32.9,2.0,35.7,5.5,2.0,33.5,1.5,44.0,1.0,54.7,4.5,2.0,390551,2.0,55979.0,4.0,NONE
MINDACORP,Minda Corporation Limited,Consumer Cyclical,14.0,6.0,4.5,3.5,1,0.37,2.5,31.8,2.5,20.8,6.0,2.0,27.1,2.0,67.5,0.5,32.5,4.5,2.0,483014,1.5,12243.0,3.5,NONE
SUZLON,Suzlon Energy Limited,Industrials,14.0,6.5,2.5,5.0,3,0.74,2.5,33.1,1.0,44.7,6.5,1.5,19.4,0.0,18.7,1.0,79.6,2.5,3.0,73687158,2.0,72570.0,5.0,NONE
JKTYRE,JK Tyre & Industries Limited,Consumer Cyclical,14.0,5.0,4.5,4.5,2,0.49,2.0,36.9,1.0,40.5,5.0,1.5,14.1,2.0,62.3,1.0,45.2,4.5,3.0,1304036,1.5,10626.0,4.5,NONE
MAHLIFE,Mahindra Lifespace Developers Limited,Real Estate,13.5,5.5,5.0,3.0,1,0.07,2.5,31.9,2.0,30.2,5.5,2.0,28.6,2.0,52.7,1.0,47.3,5.0,2.0,243190,1.0,7017.0,3.0,NONE
