symbol,name,sector,risk_score,volatility_risk_score,concentration_risk_score,liquidity_risk_score,beta_score,beta,volatility_score,annual_volatility_pct,drawdown_score,max_drawdown_pct,volatility_risk_total,institutional_score,institutional_holding_pct,promoter_score,promoter_holding_pct,float_score,float_pct,concentration_risk_total,volume_score,avg_volume,mcap_score,market_cap_cr,liquidity_risk_total,risk_flags
FSL,Firstsource Solutions Limited,Technology,13.5,4.0,5.0,4.5,1,0.12,2.0,42.6,1.0,47.1,4.0,2.0,29.9,2.0,55.3,1.0,44.9,5.0,3.0,2146914,1.5,16711.0,4.5,NONE
SAREGAMA,Saregama India Limited,Communication Services,13.5,5.0,4.5,4.0,2,,2.0,36.7,1.0,45.8,5.0,1.5,10.4,2.0,63.6,1.0,40.8,4.5,3.0,1073958,1.0,7569.0,4.0,NONE
KSB,KSB Limited,Industrials,13.5,6.0,4.0,3.5,1,-0.09,2.5,29.6,2.5,23.1,6.0,1.5,14.0,2.0,70.0,0.5,30.0,4.0,2.0,260620,1.5,14571.0,3.5,NONE
TIMETECHNO,Time Technoplast Limited,Consumer Cyclical,13.5,5.0,4.5,4.0,1,0.39,2.0,37.0,2.0,36.1,5.0,2.0,21.6,1.5,48.7,1.0,47.3,4.5,3.0,2244964,1.0,8525.0,4.0,NONE
VTL,Vardhman Textiles Limited,Consumer Cyclical,13.5,5.5,4.0,4.0,1,0.07,2.0,35.4,2.5,23.9,5.5,1.5,17.8,2.0,65.6,0.5,34.0,4.0,2.5,655850,1.5,17753.0,4.0,NONE
RAILTEL,RailTel Corporation of India Limited,Communication Services,13.5,6.0,3.0,4.5,3,0.74,2.0,42.2,1.0,46.2,6.0,1.0,2.5,1.5,72.8,0.5,27.0,3.0,3.0,2526905,1.5,10185.0,4.5,NONE
LICI,Life Insurance Corporation of India,Financial Services,13.5,7.5,1.0,5.0,2,0.57,3.0,24.0,2.5,24.4,7.5,1.0,1.2,0.0,96.5,0.0,4.1,1.0,3.0,1349246,2.0,508214.0,5.0,NONE
WELENT,Welspun Enterprises Limited,Industrials,13.5,6.5,4.0,3.0,2,,2.0,36.4,2.5,27.1,6.5,1.5,10.3,2.0,65.4,0.5,30.3,4.0,2.0,215852,1.0,6693.0,3.0,NONE
STAR,Strides Pharma Science Limited,Healthcare,13.5,6.0,4.0,3.5,1,0.31,2.0,40.0,3.0,19.4,6.0,2.0,25.9,1.0,30.8,1.0,61.5,4.0,2.0,474132,1.5,10633.0,3.5,NONE
STAR,Strides Pharma Science Limited,Healthcare,13.5,6.0,4.0,3.5,1,0.31,2.0,40.0,3.0,19.4,6.0,2.0,25.9,1.0,30.8,1.0,61.5,4.0,2.0,474132,1.5,10633.0,3.5,NONE
GSFC,Gujarat State Fertilizers & Chemicals Limited,Basic Materials,13.5,5.5,4.0,4.0,1,0.26,2.5,29.4,2.0,34.5,5.5,1.5,10.7,1.5,43.6,1.0,55.7,4.0,3.0,1102850,1.0,7031.0,4.0,NONE
RAIN,Rain Industries Limited,Basic Materials,13.5,6.0,3.5,4.0,3,0.76,2.0,47.0,1.0,40.1,6.0,1.0,7.3,1.5,48.0,1.0,42.2,3.5,3.0,2995652,1.0,5163.0,4.0,NONE
CUB,City Union Bank Limited,Financial Services,13.5,6.5,2.5,4.5,2,0.45,2.0,36.6,2.5,23.3,6.5,1.5,55.4,0.0,8.0,1.0,93.7,2.5,3.0,2608010,1.5,18659.0,4.5,NONE
NCC,NCC Limited,Industrials,13.5,5.5,4.0,4.0,2,,2.5,28.6,1.0,44.9,5.5,2.0,22.9,1.0,35.6,1.0,64.7,4.0,3.0,3298333,1.0,9359.0,4.0,NONE
DCBBANK,DCB Bank Limited,Financial Services,13.5,6.5,3.0,4.0,2,0.51,2.0,37.7,2.5,21.4,6.5,2.0,33.7,0.0,18.5,1.0,81.3,3.0,3.0,2298591,1.0,5700.0,4.0,NONE
RELIGARE,Religare Enterprises Limited,Financial Services,13.5,6.0,3.5,4.0,2,,2.0,38.5,2.0,30.6,6.0,1.0,7.7,1.5,44.3,1.0,48.3,3.5,3.0,1599706,1.0,7599.0,4.0,NONE
EIHOTEL,EIH Limited,Consumer Cyclical,13.5,5.5,4.0,4.0,1,-0.19,2.5,31.5,2.0,34.6,5.5,1.5,15.4,2.0,70.0,0.5,31.6,4.0,2.5,708717,1.5,20403.0,4.0,NONE
ITC,ITC Limited,Consumer Defensive,13.5,6.0,2.5,5.0,1,-0.02,3.0,19.0,2.0,32.5,6.0,1.5,51.4,0.0,27.5,1.0,75.5,2.5,3.0,19127804,2.0,388789.0,5.0,NONE
SBC,SBC Exports Limited,Industrials,13.5,7.0,3.0,3.5,1,0.28,3.0,23.9,3.0,8.5,7.0,0.0,0.0,2.0,58.8,1.0,42.2,3.0,3.0,10355056,0.5,1621.0,3.5,NONE
DMART,Avenue Supermarts Limited,Consumer Defensive,13.5,6.5,2.5,4.5,1,0.28,3.0,24.8,2.5,24.5,6.5,1.5,12.6,1.0,79.0,0.0,22.8,2.5,2.5,521452,2.0,276257.0,4.5,NONE
IDFCFIRSTB,IDFC First Bank Limited,Financial Services,13.5,6.5,2.0,5.0,2,,2.5,31.6,2.0,31.6,6.5,2.0,41.7,0.0,14.0,0.0,15.2,2.0,3.0,30210931,2.0,58373.0,5.0,NONE
IDFCFIRSTB,IDFC First Bank Limited,Financial Services,13.5,6.5,2.0,5.0,2,,2.5,31.6,2.0,31.6,6.5,2.0,41.7,0.0,14.0,0.0,15.2,2.0,3.0,30210931,2.0,58373.0,5.0,NONE
MOTILALOFS,Motilal Oswal Financial Services Limited,Financial Services,13.5,4.0,4.5,5.0,1,0.21,2.0,38.7,1.0,42.0,4.0,2.0,27.8,2.0,53.1,0.5,26.1,4.5,3.0,1309955,2.0,51231.0,5.0,NONE
SUPREMEIND,The Supreme Industries Limited,Industrials,13.5,5.5,4.5,3.5,1,0.24,2.5,27.0,2.0,30.3,5.5,2.0,30.2,1.5,49.2,1.0,51.1,4.5,2.0,267172,1.5,43796.0,3.5,NONE
AJANTPHARM,Ajanta Pharma Limited,Healthcare,13.5,6.5,4.5,2.5,1,0.2,2.5,25.6,3.0,15.4,6.5,2.0,21.3,2.0,66.4,0.5,33.6,4.5,1.0,120594,1.5,40582.0,2.5,NONE
POONAWALLA,Poonawalla Fincorp Limited,Financial Services,13.5,5.0,4.0,4.5,1,0.34,2.0,36.6,2.0,32.1,5.0,1.5,16.0,2.0,62.8,0.5,36.8,4.0,3.0,2051332,1.5,35413.0,4.5,NONE
JUBLFOOD,Jubilant FoodWorks Limited,Consumer Cyclical,13.5,4.5,4.5,4.5,1,0.13,2.5,28.9,1.0,42.0,4.5,2.0,42.7,1.5,40.7,1.0,59.5,4.5,3.0,1970180,1.5,31108.0,4.5,NONE
JUBLFOOD,Jubilant FoodWorks Limited,Consumer Cyclical,13.5,4.5,4.5,4.5,1,0.13,2.5,28.9,1.0,42.0,4.5,2.0,42.7,1.5,40.7,1.0,59.5,4.5,3.0,1970180,1.5,31108.0,4.5,NONE
ITC,ITC Limited,Consumer Defensive,13.5,6.0,2.5,5.0,1,-0.02,3.0,19.0,2.0,32.5,6.0,1.5,51.4,0.0,27.5,1.0,75.5,2.5,3.0,19127804,2.0,388789.0,5.0,NONE
THERMAX,Thermax Limited,Industrials,13.5,7.0,4.0,2.5,2,,2.5,32.3,2.5,29.7,7.0,2.0,20.5,1.5,73.7,0.5,28.9,4.0,1.0,191939,1.5,49752.0,2.5,NONE
RENUKA,Shree Renuka Sugars Limited,Consumer Defensive,13.5,5.5,4.0,4.0,1,-0.19,2.5,32.3,2.0,33.5,5.5,1.5,10.7,2.0,62.6,0.5,37.5,4.0,3.0,5934763,1.0,5023.0,4.0,NONE
DEEPAKNTR,Deepak Nitrite Limited,Basic Materials,13.5,6.5,4.5,2.5,2,,2.5,27.0,2.0,38.5,6.5,2.0,24.1,1.5,49.8,1.0,49.8,4.5,1.0,189299,1.5,24630.0,2.5,NONE
DEEPAKNTR,Deepak Nitrite Limited,Basic Materials,13.5,6.5,4.5,2.5,2,,2.5,27.0,2.0,38.5,6.5,2.0,24.1,1.5,49.8,1.0,49.8,4.5,1.0,189299,1.5,24630.0,2.5,NONE
RAIN,Rain Industries Limited,Basic Materials,13.5,6.0,3.5,4.0,3,0.76,2.0,47.0,1.0,40.1,6.0,1.0,7.3,1.5,48.0,1.0,42.2,3.5,3.0,2995652,1.0,5163.0,4.0,NONE
GUJGASLTD,Gujarat Gas Limited,Utilities,13.5,6.5,3.0,4.0,2,0.46,2.5,27.9,2.0,37.7,6.5,1.5,16.2,1.5,75.0,0.0,25.0,3.0,2.5,701527,1.5,25921.0,4.0,NONE
GRINDWELL,Grindwell Norton Limited,Industrials,13.5,7.0,5.0,1.5,2,0.5,2.5,28.9,2.5,25.9,7.0,2.0,21.6,2.0,58.3,1.0,41.7,5.0,0.0,59252,1.5,20792.0,1.5,LOW_LIQUIDITY
HINDZINC,Hindustan Zinc Limited,Basic Materials,13.0,7.0,1.0,5.0,3,0.66,2.0,37.5,2.0,32.9,7.0,1.0,5.1,0.0,88.6,0.0,10.2,1.0,3.0,8081799,2.0,267294.0,5.0,NONE
SFL,Sheela Foam Limited,Consumer Cyclical,13.0,6.0,5.0,2.0,2,,2.0,36.3,2.0,38.7,6.0,2.0,21.2,2.0,65.4,1.0,43.3,5.0,1.0,199158,1.0,6405.0,2.0,NONE
AFFLE,Affle 3i Limited,Communication Services,13.0,4.5,5.0,3.5,1,0.15,2.5,31.4,1.0,40.9,4.5,2.0,28.3,2.0,60.1,1.0,43.7,5.0,2.0,306309,1.5,20494.0,3.5,NONE
INFY,Infosys Limited,Technology,13.0,5.5,2.5,5.0,1,0.13,2.5,25.5,2.0,35.2,5.5,1.5,50.3,0.0,16.1,1.0,86.6,2.5,3.0,9540731,2.0,484386.0,5.0,NONE
ATGL,Adani Total Gas Limited,Utilities,13.0,6.0,2.0,5.0,3,0.63,2.0,44.6,1.0,40.1,6.0,1.0,6.9,1.0,79.8,0.0,20.2,2.0,3.0,2336634,2.0,68551.0,5.0,NONE
NAM-INDIA,Nippon Life India Asset Management Limited,Financial Services,13.0,7.0,1.5,4.5,2,0.59,2.0,37.9,3.0,18.6,7.0,1.0,89.1,0.0,0.5,0.5,27.7,1.5,2.5,914654,2.0,69076.0,4.5,NONE
JAMNAAUTO,Jamna Auto Industries Limited,Consumer Cyclical,13.0,5.5,4.0,3.5,1,0.3,2.0,40.1,2.5,25.5,5.5,1.0,6.6,2.0,53.1,1.0,45.6,4.0,3.0,2869592,0.5,4510.0,3.5,NONE
SURYAROSNI,Surya Roshni Limited,Basic Materials,13.0,6.0,4.0,3.0,3,0.62,2.0,39.5,1.0,44.8,6.0,1.0,2.8,2.0,68.8,1.0,41.1,4.0,2.0,466469,1.0,5215.0,3.0,NONE
BSE,BSE Limited,Financial Services,13.0,5.0,3.0,5.0,1,0.3,2.0,41.3,2.0,32.1,5.0,2.0,22.5,0.0,0.0,1.0,95.1,3.0,3.0,5139559,2.0,170201.0,5.0,NONE
BSE,BSE Limited,Financial Services,13.0,5.0,3.0,5.0,1,0.3,2.0,41.3,2.0,32.1,5.0,2.0,22.5,0.0,0.0,1.0,95.1,3.0,3.0,5139559,2.0,170201.0,5.0,NONE
OFSS,Oracle Financial Services Software Limited,Technology,13.0,6.5,3.5,3.0,2,0.45,2.5,30.8,2.0,34.2,6.5,1.5,12.2,1.5,72.6,0.5,27.3,3.5,1.0,176784,2.0,83980.0,3.0,NONE
OFSS,Oracle Financial Services Software Limited,Technology,13.0,6.5,3.5,3.0,2,0.45,2.5,30.8,2.0,34.2,6.5,1.5,12.2,1.5,72.6,0.5,27.3,3.5,1.0,176784,2.0,83980.0,3.0,NONE
SOUTHBANK,The South Indian Bank Limited,Financial Services,13.0,5.5,3.0,4.5,1,0.28,2.0,40.0,2.5,26.9,5.5,2.0,25.4,0.0,4.9,1.0,94.9,3.0,3.0,21834085,1.5,10143.0,4.5,NONE
IDEA,Vodafone Idea Limited,Communication Services,13.0,5.5,2.5,5.0,1,0.28,2.0,50.0,2.5,29.3,5.5,1.0,8.7,1.5,74.6,0.0,24.8,2.5,3.0,509830437,2.0,146480.0,5.0,NONE
KALAMANDIR,Sai Silks (Kalamandir) Limited,Consumer Cyclical,13.0,6.0,3.5,3.5,4,0.9,2.0,49.8,0.0,54.9,6.0,1.0,7.6,2.0,69.9,0.5,38.0,3.5,3.0,1602814,0.5,1500.0,3.5,SEVERE_DRAWDOWN
THYROCARE,Thyrocare Technologies Limited,Healthcare,13.0,5.0,4.5,3.5,1,0.35,2.0,40.1,2.0,34.1,5.0,2.0,20.9,2.0,61.1,0.5,38.6,4.5,2.5,696309,1.0,7491.0,3.5,NONE
PRSMJOHNSN,Prism Johnson Limited,Basic Materials,13.0,6.5,3.0,3.5,2,0.45,2.0,36.2,2.5,29.7,6.5,1.0,8.3,1.0,76.8,1.0,41.9,3.0,2.5,670952,1.0,6299.0,3.5,NONE
ZENSARTECH,Zensar Technologies Limited,Technology,13.0,5.5,3.5,4.0,2,,2.5,30.8,1.0,43.9,5.5,1.0,74.1,2.0,50.3,0.5,28.3,3.5,2.5,583670,1.5,11197.0,4.0,NONE
COCHINSHIP,Cochin Shipyard Limited,Industrials,13.0,5.0,3.5,4.5,2,,2.0,40.7,1.0,49.8,5.0,1.0,6.8,2.0,67.9,0.5,32.1,3.5,3.0,2030342,1.5,39189.0,4.5,NONE
MAHLOG,Mahindra Logistics Limited,Industrials,13.0,6.5,4.0,2.5,2,0.47,2.0,39.1,2.5,26.2,6.5,1.5,16.6,2.0,59.8,0.5,29.0,4.0,2.0,242402,0.5,3533.0,2.5,NONE
ARVINDFASN,Arvind Fashions Limited,Consumer Cyclical,13.0,6.0,4.0,3.0,2,,2.0,36.9,2.0,33.2,6.0,2.0,29.8,1.0,37.6,1.0,61.4,4.0,2.0,341204,1.0,5738.0,3.0,NONE
LICHSGFIN,LIC Housing Finance Limited,Financial Services,13.0,6.5,2.0,4.5,1,0.32,3.0,24.5,2.5,26.5,6.5,1.0,76.3,0.0,2.3,1.0,54.5,2.0,3.0,1623992,1.5,29868.0,4.5,NONE
KALYANKJIL,Kalyan Jewellers India Limited,Consumer Cyclical,13.0,4.0,4.5,4.5,1,0.07,2.0,38.7,1.0,43.7,4.0,2.0,22.8,2.0,62.9,0.5,35.5,4.5,3.0,5040506,1.5,35542.0,4.5,NONE
ORIENTELEC,Orient Electric Limited,Consumer Cyclical,13.0,6.0,4.5,2.5,2,,2.0,39.3,2.0,34.1,6.0,2.0,32.8,1.5,46.2,1.0,59.7,4.5,2.0,473067,0.5,4031.0,2.5,NONE
SARDAEN,Sarda Energy & Minerals Limited,Basic Materials,13.0,6.5,2.5,4.0,2,0.51,2.0,39.9,2.5,26.2,6.5,1.0,3.6,1.5,74.9,0.0,18.0,2.5,2.5,896514,1.5,18956.0,4.0,NONE
NRBBEARING,NRB Bearings Limited,Consumer Cyclical,13.0,6.5,4.0,2.5,2,0.41,2.0,35.8,2.5,28.3,6.5,2.0,20.0,1.5,49.8,0.5,39.2,4.0,2.0,269655,0.5,3457.0,2.5,NONE
TEXRAIL,Texmaco Rail & Engineering Limited,Industrials,12.5,5.0,4.0,3.5,3,0.74,2.0,42.8,0.0,55.8,5.0,1.5,10.2,1.5,48.5,1.0,51.6,4.0,3.0,2942889,0.5,4442.0,3.5,SEVERE_DRAWDOWN
RALLIS,Rallis India Limited,Basic Materials,12.5,5.0,4.5,3.0,2,0.54,2.0,38.4,1.0,42.7,5.0,1.5,16.8,2.0,56.7,1.0,44.0,4.5,2.5,970070,0.5,4922.0,3.0,NONE
SUPRIYA,Supriya Lifescience Limited,Healthcare,12.5,6.5,3.0,3.0,2,0.45,2.5,33.7,2.0,31.1,6.5,1.0,4.4,1.5,70.8,0.5,31.7,3.0,2.0,216141,1.0,5800.0,3.0,NONE
GNFC,Gujarat Narmada Valley Fertilizers & Chemicals Limited,Basic Materials,12.5,5.5,4.0,3.0,1,0.14,2.5,28.6,2.0,33.4,5.5,1.5,16.0,1.5,43.4,1.0,56.7,4.0,2.0,388905,1.0,8022.0,3.0,NONE
SOLARINDS,Solar Industries India Limited,Basic Materials,12.5,5.5,4.0,3.0,1,0.16,2.5,32.3,2.0,33.1,5.5,2.0,43.8,1.5,43.9,0.5,26.4,4.0,1.0,155715,2.0,163932.0,3.0,NONE
CENTRALBK,Central Bank of India,Financial Services,12.5,7.0,1.0,4.5,2,0.52,2.5,26.3,2.5,22.3,7.0,1.0,3.8,0.0,89.3,0.0,7.6,1.0,3.0,8133493,1.5,30811.0,4.5,NONE
CLEAN,Clean Science and Technology Limited,Basic Materials,12.5,4.5,5.0,3.0,2,,2.5,34.1,0.0,57.4,4.5,2.0,25.6,2.0,55.2,1.0,44.4,5.0,2.0,439233,1.0,8111.0,3.0,SEVERE_DRAWDOWN
SUNTECK,Sunteck Realty Limited,Real Estate,12.5,6.0,4.0,2.5,3,0.72,2.0,39.3,1.0,41.0,6.0,1.5,18.0,2.0,63.0,0.5,37.0,4.0,2.0,398696,0.5,4345.0,2.5,NONE
DLF,DLF Limited,Real Estate,12.5,4.5,3.0,5.0,1,0.34,2.5,27.6,1.0,42.3,4.5,1.5,13.2,1.5,74.1,0.0,24.4,3.0,3.0,3382735,2.0,142925.0,5.0,NONE
SONATSOFTW,Sonata Software Limited,Technology,12.5,4.0,4.5,4.0,2,,2.0,40.6,0.0,51.3,4.0,2.0,29.8,1.5,43.4,1.0,58.0,4.5,3.0,1571545,1.0,7327.0,4.0,SEVERE_DRAWDOWN
INTELLECT,Intellect Design Arena Limited,Technology,12.5,5.0,4.0,3.5,3,0.67,2.0,42.2,0.0,51.0,5.0,1.5,13.8,1.5,44.7,1.0,57.1,4.0,2.5,549960,1.0,9686.0,3.5,SEVERE_DRAWDOWN
KPITTECH,KPIT Technologies Limited,Technology,12.5,3.5,4.5,4.5,1,-0.04,2.5,32.8,0.0,55.2,3.5,2.0,28.4,1.5,47.5,1.0,60.5,4.5,3.0,1264985,1.5,20246.0,4.5,SEVERE_DRAWDOWN
RAJESHEXPO,Rajesh Exports Limited,Consumer Cyclical,12.5,5.0,4.5,3.0,3,0.74,2.0,44.1,0.0,65.2,5.0,1.5,14.8,2.0,67.8,1.0,40.7,4.5,2.5,584095,0.5,3201.0,3.0,SEVERE_DRAWDOWN
SHARDACROP,Sharda Cropchem Limited,Basic Materials,12.5,6.0,3.0,3.5,3,0.7,1.0,57.2,2.0,33.7,6.0,1.5,10.3,1.0,75.9,0.5,25.2,3.0,2.5,523031,1.0,8267.0,3.5,NONE
LEMONTREE,Lemon Tree Hotels Limited,Consumer Cyclical,12.5,4.5,4.0,4.0,1,-0.14,2.5,32.7,1.0,43.6,4.5,2.0,43.4,1.0,37.3,1.0,77.4,4.0,3.0,3986293,1.0,8790.0,4.0,NONE
TNPL,Tamil Nadu Newsprint and Papers Limited,Basic Materials,12.5,5.5,4.5,2.5,1,0.05,2.5,32.1,2.0,32.8,5.5,1.5,10.1,2.0,51.1,1.0,47.1,4.5,2.0,210613,0.5,1038.0,2.5,NONE
MOIL,MOIL Limited,Basic Materials,12.5,5.0,3.5,4.0,1,0.4,2.0,41.0,2.0,36.0,5.0,1.0,8.5,2.0,64.8,0.5,35.3,3.5,3.0,1076138,1.0,6066.0,4.0,NONE
ESCORTS,Escorts Kubota Limited,Industrials,12.5,6.5,3.5,2.5,2,0.42,2.5,31.9,2.0,30.5,6.5,1.5,12.9,1.5,73.1,0.5,28.2,3.5,1.0,145386,1.5,31807.0,2.5,NONE
CDSL,Central Depository Services (India) Limited,Financial Services,12.5,5.5,2.5,4.5,1,0.27,2.5,33.7,2.0,37.5,5.5,1.5,14.4,0.0,0.0,1.0,84.1,2.5,3.0,2555783,1.5,25279.0,4.5,NONE
HINDCOPPER,Hindustan Copper Limited,Basic Materials,12.5,4.0,3.5,5.0,2,,1.0,55.3,1.0,40.8,4.0,1.0,7.2,2.0,66.1,0.5,33.9,3.5,3.0,15910386,2.0,55072.0,5.0,NONE
DIXON,Dixon Technologies (India) Limited,Technology,12.5,4.0,4.0,4.5,1,-0.12,2.0,37.6,1.0,47.2,4.0,2.0,38.4,1.0,38.3,1.0,53.0,4.0,2.5,506658,2.0,67046.0,4.5,NONE
DIXON,Dixon Technologies (India) Limited,Technology,12.5,4.0,4.0,4.5,1,-0.12,2.0,37.6,1.0,47.2,4.0,2.0,38.4,1.0,38.3,1.0,53.0,4.0,2.5,506658,2.0,67046.0,4.5,NONE
WHIRLPOOL,Whirlpool of India Limited,Consumer Cyclical,12.5,5.0,4.0,3.5,2,0.45,2.0,36.1,1.0,46.3,5.0,2.0,42.1,1.0,39.8,1.0,59.9,4.0,2.0,461049,1.5,10786.0,3.5,NONE
ELECON,Elecon Engineering Company Limited,Industrials,12.5,5.0,3.5,4.0,2,0.56,2.0,43.9,1.0,49.5,5.0,1.0,7.6,2.0,63.2,0.5,36.4,3.5,2.5,701049,1.5,10887.0,4.0,NONE
360ONE,360 One Wam Limited,Financial Services,12.5,6.0,2.0,4.5,1,0.39,2.5,29.9,2.5,25.5,6.0,1.0,74.1,0.0,17.9,1.0,64.0,2.0,3.0,1059664,1.5,44627.0,4.5,NONE
RAJESHEXPO,Rajesh Exports Limited,Consumer Cyclical,12.5,5.0,4.5,3.0,3,0.74,2.0,44.1,0.0,65.2,5.0,1.5,14.8,2.0,67.8,1.0,40.7,4.5,2.5,584095,0.5,3201.0,3.0,SEVERE_DRAWDOWN
INDIAGLYCO,India Glycols Limited,Basic Materials,12.5,6.0,3.5,3.0,2,,2.0,40.7,2.0,30.0,6.0,1.0,3.4,2.0,63.9,0.5,33.8,3.5,2.0,233713,1.0,6691.0,3.0,NONE
PNBHOUSING,PNB Housing Finance Limited,Financial Services,12.5,5.0,3.0,4.5,1,0.36,2.0,36.2,2.0,33.0,5.0,2.0,47.5,0.0,28.0,1.0,67.4,3.0,3.0,1579939,1.5,27740.0,4.5,NONE
JYOTHYLAB,Jyothy Labs Limited,Consumer Defensive,12.5,5.5,4.0,3.0,2,0.56,2.5,26.9,1.0,44.3,5.5,1.5,16.4,2.0,69.0,0.5,31.1,4.0,2.0,480925,1.0,7840.0,3.0,NONE
RPOWER,Reliance Power Limited,Utilities,12.5,5.0,3.0,4.5,4,1.01,1.0,55.8,0.0,71.4,5.0,1.0,9.5,1.0,30.0,1.0,69.2,3.0,3.0,54737020,1.5,11212.0,4.5,SEVERE_DRAWDOWN
RCF,Rashtriya Chemicals and Fertilizers Limited,Basic Materials,12.5,6.5,2.0,4.0,2,0.41,2.5,34.8,2.0,33.9,6.5,1.0,1.4,1.0,75.0,0.0,24.9,2.0,3.0,2330177,1.0,6864.0,4.0,NONE
STEELXIND,Steel Exchange India Limited,Basic Materials,12.0,6.0,2.5,3.5,2,0.45,2.0,42.2,2.0,36.3,6.0,0.0,0.0,2.0,63.9,0.5,36.4,2.5,3.0,2610200,0.5,1301.0,3.5,NONE
VAIBHAVGBL,Vaibhav Global Limited,Consumer Cyclical,12.0,5.0,4.0,3.0,1,0.23,2.0,41.4,2.0,36.9,5.0,1.5,14.7,2.0,59.5,0.5,27.7,4.0,2.5,549347,0.5,3737.0,3.0,NONE
WESTLIFE,Westlife Foodworld Limited,Consumer Cyclical,12.0,4.5,4.5,3.0,1,-0.03,2.5,34.5,1.0,48.3,4.5,2.0,30.9,2.0,62.7,0.5,33.1,4.5,2.0,231768,1.0,7239.0,3.0,NONE
JKPAPER,JK Paper Limited,Basic Materials,12.0,5.5,3.5,3.0,1,0.22,2.0,40.0,2.5,28.1,5.5,1.0,10.0,2.0,57.6,0.5,33.3,3.5,2.0,473385,1.0,7178.0,3.0,NONE
KECL,Kirloskar Electric Company Limited,Industrials,12.0,6.0,4.0,2.0,3,0.65,2.0,42.6,1.0,48.0,6.0,1.0,1.1,2.0,57.1,1.0,42.8,4.0,2.0,303600,0.0,720.0,2.0,NONE
CSBBANK,CSB Bank Limited,Financial Services,12.0,4.0,4.5,3.5,1,0.3,2.0,45.0,1.0,40.4,4.0,1.5,15.9,2.0,53.9,1.0,57.7,4.5,2.5,717397,1.0,6095.0,3.5,NONE
NAVNETEDUL,Navneet Education Limited,Communication Services,12.0,5.5,4.0,2.5,1,0.1,2.0,37.2,2.5,25.2,5.5,1.5,12.3,2.0,65.6,0.5,34.3,4.0,2.0,266968,0.5,3156.0,2.5,NONE
MSTCLTD,MSTC Limited,Industrials,12.0,6.0,3.5,2.5,2,0.58,2.0,35.6,2.0,34.0,6.0,1.0,3.2,2.0,64.7,0.5,33.9,3.5,2.0,221785,0.5,2977.0,2.5,NONE
VENKEYS,Venky's (India) Limited,Consumer Defensive,12.0,8.0,3.5,0.5,3,0.64,2.5,35.0,2.5,28.3,8.0,1.0,1.1,2.0,61.2,0.5,35.4,3.5,0.0,80657,0.5,2133.0,0.5,LOW_LIQUIDITY
PRAJIND,Praj Industries Limited,Industrials,12.0,4.0,4.0,4.0,1,0.21,2.0,38.6,1.0,47.5,4.0,2.0,23.0,1.0,34.4,1.0,67.3,4.0,3.0,1856989,1.0,7096.0,4.0,NONE
HATHWAY,Hathway Cable and Datacom Limited,Communication Services,12.0,5.5,3.0,3.5,2,0.49,2.5,30.1,1.0,47.0,5.5,1.0,0.4,1.5,75.0,0.5,26.7,3.0,3.0,3058323,0.5,1804.0,3.5,NONE
VIPIND,V.I.P. Industries Limited,Consumer Cyclical,12.0,6.0,3.0,3.0,2,,2.0,38.9,2.0,39.5,6.0,2.0,40.0,0.0,12.2,1.0,47.0,3.0,2.5,684465,0.5,4180.0,3.0,NONE
TATAELXSI,Tata Elxsi Limited,Technology,12.0,4.5,4.0,3.5,1,0.3,2.5,29.0,1.0,40.0,4.5,1.5,14.3,1.5,44.9,1.0,55.1,4.0,2.0,264161,1.5,26078.0,3.5,NONE
INDIACEM,The India Cements Limited,Basic Materials,12.0,5.5,2.5,4.0,1,0.27,2.0,35.4,2.5,28.2,5.5,1.5,13.6,1.0,75.2,0.0,23.2,2.5,2.5,768392,1.5,18903.0,4.0,NONE
MAZDOCK,Mazagon Dock Shipbuilders Limited,Industrials,12.0,6.0,1.0,5.0,3,0.67,2.0,35.7,1.0,44.6,6.0,1.0,5.2,0.0,81.2,0.0,18.8,1.0,3.0,1785080,2.0,97731.0,5.0,NONE
SCHAEFFLER,Schaeffler India Limited,Consumer Cyclical,12.0,6.5,3.5,2.0,1,0.03,2.5,29.2,3.0,17.4,6.5,1.5,17.1,1.5,74.3,0.5,25.7,3.5,0.0,79858,2.0,62331.0,2.0,LOW_LIQUIDITY
SJVN,SJVN Limited,Utilities,12.0,6.5,1.0,4.5,2,,2.5,33.6,2.0,38.0,6.5,1.0,5.4,0.0,81.8,0.0,18.2,1.0,3.0,5980339,1.5,29301.0,4.5,NONE
ABREL,Aditya Birla Real Estate Limited,Real Estate,12.0,4.0,4.5,3.5,2,0.42,2.0,39.1,0.0,56.2,4.0,1.5,19.8,2.0,55.4,1.0,53.0,4.5,2.0,224177,1.5,14057.0,3.5,SEVERE_DRAWDOWN
TRIDENT,Trident Limited,Consumer Cyclical,12.0,5.5,2.0,4.5,1,-0.05,2.5,33.7,2.0,33.1,5.5,1.0,2.0,1.0,75.5,0.0,22.4,2.0,3.0,9495005,1.5,12454.0,4.5,NONE
AVANTIFEED,Avanti Feeds Limited,Consumer Defensive,12.0,4.5,3.5,4.0,1,0.15,1.0,54.8,2.5,27.4,4.5,1.5,11.9,1.5,70.9,0.5,26.6,3.5,2.5,991011,1.5,17268.0,4.0,NONE
