symbol,name,sector,market_cap_cr,avg_volume,current_price
MOIL,MOIL Limited,Basic Materials,6065.89,788653,298.1
SPARC,Sun Pharma Advanced Research Company Limited,Healthcare,5833.93,5308463,179.77
SUPRIYA,Supriya Lifescience Limited,Healthcare,5799.59,230378,720.6
ARVINDFASN,Arvind Fashions Limited,Consumer Cyclical,5737.81,618011,429.3
SIS,SIS Limited,Industrials,5724.98,252099,404.25
DCBBANK,DCB Bank Limited,Financial Services,5699.55,1782495,177.05
PNCINFRA,PNC Infratech Limited,Industrials,5492.25,871047,214.09
HAPPSTMNDS,Happiest Minds Technologies Limited,Technology,5417.69,651832,360.55
DHANUKA,Dhanuka Agritech Limited,Basic Materials,5326.45,206144,1181.6
SURYAROSNI,Surya Roshni Limited,Basic Materials,5215.07,767629,239.65
RAIN,Rain Industries Limited,Basic Materials,5163.24,8015389,153.51
RAIN,Rain Industries Limited,Basic Materials,5163.24,8015389,153.51
RENUKA,Shree Renuka Sugars Limited,Consumer Defensive,5023.24,11730775,23.6
SYMPHONY,Symphony Limited,Consumer Cyclical,5003.74,170814,728.65
NETWORK18,Network18 Media & Investments Limited,Communication Services,4970.16,3116247,32.18
RALLIS,Rallis India Limited,Basic Materials,4922.01,593051,253.1
JAMNAAUTO,Jamna Auto Industries Limited,Consumer Cyclical,4509.59,1775384,112.8
TEXRAIL,Texmaco Rail & Engineering Limited,Industrials,4441.74,10277384,109.17
RESPONIND,Responsive Industries Limited,Basic Materials,4410.24,395879,165.42
THOMASCOOK,Thomas Cook (India) Limited,Consumer Cyclical,4402.98,1351925,93.18
JUSTDIAL,Just Dial Limited,Communication Services,4399.59,161888,517.3
SUNTECK,Sunteck Realty Limited,Real Estate,4345.06,1432736,295.9
LXCHEM,Laxmi Organic Industries Limited,Basic Materials,4345.01,930778,156.74
VIPIND,V.I.P. Industries Limited,Consumer Cyclical,4179.88,599589,294.25
LUXIND,Lux Industries Limited,Consumer Cyclical,4164.33,181056,1384.8
ORIENTELEC,Orient Electric Limited,Consumer Cyclical,4030.51,557323,188.88
VISHNU,Vishnu Chemicals Limited,Basic Materials,4026.13,113724,598.1
GREAVESCOT,Greaves Cotton Limited,Industrials,3962.5,1159450,170.1
VAIBHAVGBL,Vaibhav Global Limited,Consumer Cyclical,3737.31,249456,223.79
SHOPERSTOP,Shoppers Stop Limited,Consumer Cyclical,3726.07,293722,338.35
DBCORP,D. B. Corp Limited,Communication Services,3696.64,210534,207.39
MAHLOG,Mahindra Logistics Limited,Industrials,3533.31,303323,356.1
RAYMOND,Raymond Limited,Industrials,3461.01,1325223,520.05
NRBBEARING,NRB Bearings Limited,Consumer Cyclical,3457.23,887196,356.7
TFCILTD,Tourism Finance Corporation of India Limited,Financial Services,3382.05,4683960,73.05
ROUTE,Route Mobile Limited,Communication Services,3274.27,293665,519.7
RAJESHEXPO,Rajesh Exports Limited,Consumer Cyclical,3200.62,146658,108.4
RAJESHEXPO,Rajesh Exports Limited,Consumer Cyclical,3200.62,146658,108.4
NAVNETEDUL,Navneet Education Limited,Communication Services,3156.27,128477,142.68
RPSGVENT,RPSG Ventures Limited,Technology,3078.52,154573,930.45
QUESS,Quess Corp Limited,Industrials,3068.16,1357590,205.46
PSPPROJECT,PSP Projects Limited,Industrials,3064.31,108193,773.0
MSTCLTD,MSTC Limited,Industrials,2976.51,162845,422.8
EASEMYTRIP,Easy Trip Planners Limited,Consumer Cyclical,2898.57,15246950,7.97
NOCIL,NOCIL Limited,Basic Materials,2866.48,786001,171.62
SOLARA,Solara Active Pharma Sciences Limited,Healthcare,2806.72,316879,582.65
ROSSARI,Rossari Biotech Limited,Basic Materials,2797.0,404527,504.95
ORIENTCEM,Orient Cement Limited,Basic Materials,2784.6,317678,135.53
SASKEN,Sasken Technologies Limited,Technology,2769.1,458572,1823.4
PARAGMILK,Parag Milk Foods Limited,Consumer Defensive,2696.96,725525,214.03
WINDMACHIN,Windsor Machines Limited,Industrials,2623.57,113223,287.35
KIRIINDUS,Kiri Industries Limited,Basic Materials,2544.16,191947,390.4
PATELENG,Patel Engineering Limited,Industrials,2469.75,5360741,25.86
TIRUMALCHM,Thirumalai Chemicals Limited,Basic Materials,2447.58,299823,203.03
EVEREADY,Eveready Industries India Limited,Industrials,2335.81,173550,321.35
SPANDANA,Spandana Sphoorty Financial Limited,Financial Services,2278.83,716039,257.09
MOLDTKPAC,Mold-Tek Packaging Limited,Consumer Cyclical,2265.55,281316,681.8
VENKEYS,Venky's (India) Limited,Consumer Defensive,2132.54,126362,1513.8
KCP,The KCP Limited,Basic Materials,2077.95,194195,161.18
SOMANYCERA,Somany Ceramics Limited,Industrials,2059.25,273635,502.1
TAJGVK,TAJGVK Hotels & Resorts Limited,Consumer Cyclical,1935.28,119271,308.65
DELTACORP,Delta Corp Limited,Consumer Cyclical,1862.62,8916086,69.56
HATHWAY,Hathway Cable and Datacom Limited,Communication Services,1803.74,1941422,10.19
INDIANHUME,The Indian Hume Pipe Company Limited,Industrials,1624.71,355427,308.4
SBC,SBC Exports Limited,Industrials,1620.95,11491699,34.04
WALCHANNAG,Walchandnagar Industries Limited,Industrials,1606.01,1911179,236.49
ONEPOINT,One Point One Solutions Limited,Industrials,1575.77,1441253,60.03
KALAMANDIR,Sai Silks (Kalamandir) Limited,Consumer Cyclical,1500.32,925728,101.82
JAGRAN,Jagran Prakashan Limited,Communication Services,1477.87,170713,67.9
OMAXE,Omaxe Limited,Real Estate,1373.92,166682,74.81
PNBGILTS,PNB Gilts Ltd.,Financial Services,1308.67,1733383,72.7
STEELXIND,Steel Exchange India Limited,Basic Materials,1301.03,3598160,10.2
IGARASHI,Igarashi Motors India Limited,Consumer Cyclical,1253.18,148585,398.15
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,Basic Materials,1195.85,494094,369.8
TNPL,Tamil Nadu Newsprint and Papers Limited,Basic Materials,1037.88,249490,149.96
HIMATSEIDE,Himatsingka Seide Limited,Consumer Cyclical,962.18,1002428,76.52
UTTAMSUGAR,Uttam Sugar Mills Limited,Consumer Defensive,936.67,322394,245.6
ZUARI,Zuari Agro Chemicals Limited,Basic Materials,903.03,173087,214.71
NIITLTD,NIIT Limited,Consumer Defensive,871.94,497885,63.93
TBZ,Tribhovandas Bhimji Zaveri Limited,Consumer Cyclical,866.76,241086,129.89
TNPETRO,Tamilnadu Petroproducts Limited,Basic Materials,816.49,122629,90.75
KELLTONTEC,Kellton Tech Solutions Limited,Technology,802.42,2432330,15.1
KECL,Kirloskar Electric Company Limited,Industrials,720.26,164777,108.45
PVP,PVP Ventures Limited,Industrials,672.62,4384894,25.83
SATIA,Satia Industries Limited,Basic Materials,640.7,143153,64.07
VISAKAIND,Visaka Industries Limited,Industrials,636.03,144197,73.61
DISHTV,Dish TV India Limited,Communication Services,618.66,3512335,3.36
SUBEXLTD,Subex Limited,Technology,575.38,3289973,10.37
