symbol,name,sector,market_cap_cr,avg_volume,current_price
BSE,BSE Limited,Financial Services,170200.57,3765673,4190.8
SOLARINDS,Solar Industries India Limited,Basic Materials,163931.79,180359,18116.0
INDIGO,InterGlobe Aviation Limited,Industrials,163563.28,1149709,4230.3
TVSMOTOR,TVS Motor Company Limited,Consumer Cyclical,156035.78,1027752,3283.4
TORNTPHARM,Torrent Pharmaceuticals Limited,Healthcare,150950.05,285475,4460.1
PIDILITIND,Pidilite Industries Limited,Basic Materials,148167.75,1055343,1455.8
PIDILITIND,Pidilite Industries Limited,Basic Materials,148167.75,1055343,1455.8
IDEA,Vodafone Idea Limited,Communication Services,146479.79,534006647,13.52
CUMMINSIND,Cummins India Limited,Industrials,145640.88,429345,5254.0
TRENT,Trent Limited,Consumer Cyclical,144669.17,1146266,4069.6
TRENT,Trent Limited,Consumer Cyclical,144669.17,1146266,4069.6
DLF,DLF Limited,Real Estate,142924.5,3244249,577.4
PFC,Power Finance Corporation Limited,Financial Services,142432.39,6740794,431.6
MOTHERSON,Samvardhana Motherson International Limited,Consumer Cyclical,138475.16,18279805,131.49
POLYCAB,Polycab India Limited,Industrials,137941.9,485424,9162.5
MUTHOOTFIN,Muthoot Finance Limited,Financial Services,132629.14,782149,3303.6
MUTHOOTFIN,Muthoot Finance Limited,Financial Services,132629.14,782149,3303.6
TATAPOWER,Tata Power Company Limited,Utilities,132606.59,7721332,415.0
TATAPOWER,Tata Power Company Limited,Utilities,132606.59,7721332,415.0
VEDL,Vedanta Limited,Basic Materials,131845.63,42972314,337.65
VEDL,Vedanta Limited,Basic Materials,131845.63,42972314,337.65
VEDL,Vedanta Limited,Basic Materials,131845.63,42972314,337.65
BRITANNIA,Britannia Industries Limited,Consumer Defensive,130466.3,539114,5416.5
TECHM,Tech Mahindra Limited,Technology,129943.76,2896079,1467.1
TECHM,Tech Mahindra Limited,Technology,129943.76,2896079,1467.1
CGPOWER,CG Power and Industrial Solutions Limited,Industrials,129052.01,4006317,819.4
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Financial Services,128820.31,1866879,1511.4
SIEMENS,Siemens Limited,Industrials,126454.83,436242,3550.9
SIEMENS,Siemens Limited,Industrials,126454.83,436242,3550.9
UNIONBANK,Union Bank of India,Financial Services,121343.8,17203253,158.96
UNIONBANK,Union Bank of India,Financial Services,121343.8,17203253,158.96
TATACONSUM,Tata Consumer Products Limited,Consumer Defensive,119826.47,2573281,1210.9
PNB,Punjab National Bank,Financial Services,116423.51,22328529,101.3
CANBK,Canara Bank,Financial Services,114426.26,22235345,126.15
INDUSTOWER,Indus Towers Limited,Communication Services,113583.77,7456134,430.7
DRREDDY,Dr. Reddy's Laboratories Limited,Healthcare,111168.06,3186451,1335.2
INDIANB,Indian Bank,Financial Services,110060.42,2699438,817.1
MARICO,Marico Limited,Consumer Defensive,107739.52,1794464,831.45
MARICO,Marico Limited,Consumer Defensive,107739.52,1794464,831.45
LUPIN,Lupin Limited,Healthcare,104583.55,1387284,2287.4
GODREJCP,Godrej Consumer Products Limited,Consumer Defensive,104575.6,1821475,1022.0
MANKIND,Mankind Pharma Limited,Healthcare,102901.59,533194,2492.6
GAIL,GAIL (India) Limited,Utilities,102650.14,9119916,156.12
ZYDUSLIFE,Zydus Lifesciences Limited,Healthcare,102525.18,1242113,1018.9
ZYDUSLIFE,Zydus Lifesciences Limited,Healthcare,102525.18,1242113,1018.9
HEROMOTOCO,Hero MotoCorp Limited,Consumer Cyclical,100196.54,639878,5007.5
MAZDOCK,Mazagon Dock Shipbuilders Limited,Industrials,97730.91,1740771,2422.8
MAZDOCK,Mazagon Dock Shipbuilders Limited,Industrials,97730.91,1740771,2422.8
UNITDSPR,UNITDSPR,Consumer Defensive,94918.59,1179355,1304.9
JSWENERGY,JSW Energy Limited,Utilities,93627.89,4303960,533.15
JSWENERGY,JSW Energy Limited,Utilities,93627.89,4303960,533.15
INDHOTEL,The Indian Hotels Company Limited,Consumer Cyclical,92914.54,2421109,652.75
INDHOTEL,The Indian Hotels Company Limited,Consumer Cyclical,92914.54,2421109,652.75
ABCAPITAL,Aditya Birla Capital Limited,Financial Services,92043.02,4957317,351.2
ABCAPITAL,Aditya Birla Capital Limited,Financial Services,92043.02,4957317,351.2
ASHOKLEY,Ashok Leyland Limited,Industrials,88918.41,19287006,151.38
RECLTD,REC Limited,Financial Services,88015.51,6621296,334.25
RECLTD,REC Limited,Financial Services,88015.51,6621296,334.25
AUROPHARMA,Aurobindo Pharma Limited,Healthcare,87043.17,1223187,1512.8
AUROPHARMA,Aurobindo Pharma Limited,Healthcare,87043.17,1223187,1512.8
MCX,Multi Commodity Exchange of India Limited,Financial Services,86908.93,2721413,3414.7
OFSS,Oracle Financial Services Software Limited,Technology,83980.44,429551,9646.0
OFSS,Oracle Financial Services Software Limited,Technology,83980.44,429551,9646.0
OIL,Oil India Limited,Energy,81606.91,6545749,501.7
OIL,Oil India Limited,Energy,81606.91,6545749,501.7
DABUR,Dabur India Limited,Consumer Defensive,80312.68,2139200,452.8
NHPC,NHPC Limited,Utilities,79416.04,14218462,79.06
PERSISTENT,Persistent Systems Limited,Technology,79151.33,734605,5066.3
PERSISTENT,Persistent Systems Limited,Technology,79151.33,734605,5066.3
IDBI,IDBI Bank Limited,Financial Services,79094.67,9480461,73.56
HINDPETRO,Hindustan Petroleum Corporation Limited,Energy,78942.21,7600531,371.0
NMDC,NMDC Limited,Basic Materials,78264.76,22340438,89.02
NMDC,NMDC Limited,Basic Materials,78264.76,22340438,89.02
SRF,SRF Limited,Industrials,78168.2,593301,2637.2
SRF,SRF Limited,Industrials,78168.2,593301,2637.2
HAVELLS,Havells India Limited,Industrials,75722.44,1349532,1207.2
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Financial Services,75657.37,1521125,522.15
TORNTPOWER,Torrent Power Limited,Utilities,74592.85,800425,1480.3
NATIONALUM,National Aluminium Company Limited,Basic Materials,73272.43,8427965,398.95
AUBANK,AU Small Finance Bank Limited,Financial Services,72732.99,2135209,971.9
LAURUSLABS,Laurus Labs Limited,Healthcare,72622.81,2303058,1344.9
SUZLON,Suzlon Energy Limited,Industrials,72569.66,99397182,52.91
FORTIS,Fortis Healthcare Limited,Healthcare,72517.5,1357496,960.55
FEDERALBNK,The Federal Bank Limited,Financial Services,70620.36,8141385,286.6
INDUSINDBK,IndusInd Bank Limited,Financial Services,69749.47,2433142,895.25
NAM-INDIA,Nippon Life India Asset Management Limited,Financial Services,69075.68,1296305,1082.2
YESBANK,Yes Bank Limited,Financial Services,68954.01,133692258,21.97
YESBANK,Yes Bank Limited,Financial Services,68954.01,133692258,21.97
ATGL,Adani Total Gas Limited,Utilities,68551.16,3131139,623.3
GLENMARK,Glenmark Pharmaceuticals Limited,Healthcare,67894.69,711612,2405.9
GLENMARK,Glenmark Pharmaceuticals Limited,Healthcare,67894.69,711612,2405.9
DIXON,Dixon Technologies (India) Limited,Technology,67045.61,696349,11048.0
DIXON,Dixon Technologies (India) Limited,Technology,67045.61,696349,11048.0
ALKEM,Alkem Laboratories Limited,Healthcare,65402.06,100774,5470.0
BANKINDIA,Bank of India Limited,Financial Services,63118.19,11609483,138.64
SCHAEFFLER,Schaeffler India Limited,Consumer Cyclical,62330.78,100483,3987.8
SCHAEFFLER,Schaeffler India Limited,Consumer Cyclical,62330.78,100483,3987.8
PHOENIXLTD,The Phoenix Mills Limited,Real Estate,61578.54,455414,1721.8
PHOENIXLTD,The Phoenix Mills Limited,Real Estate,61578.54,455414,1721.8
COFORGE,Coforge Limited,Technology,60715.99,4540793,1412.0
COFORGE,Coforge Limited,Technology,60715.99,4540793,1412.0
NAUKRI,Info Edge (India) Limited,Communication Services,60476.0,1566068,933.65
NAUKRI,Info Edge (India) Limited,Communication Services,60476.0,1566068,933.65
COLPAL,Colgate-Palmolive (India) Limited,Consumer Defensive,59518.62,372729,2188.3
COLPAL,Colgate-Palmolive (India) Limited,Consumer Defensive,59518.62,372729,2188.3
SBICARD,SBI Cards and Payment Services Limited,Financial Services,59361.14,1578799,623.8
SBICARD,SBI Cards and Payment Services Limited,Financial Services,59361.14,1578799,623.8
PRESTIGE,Prestige Estates Projects Limited,Real Estate,59315.86,593702,1377.1
OBEROIRLTY,Oberoi Realty Limited,Real Estate,58976.29,454523,1622.0
OBEROIRLTY,Oberoi Realty Limited,Real Estate,58976.29,454523,1622.0
IDFCFIRSTB,IDFC First Bank Limited,Financial Services,58372.99,21648273,67.81
IDFCFIRSTB,IDFC First Bank Limited,Financial Services,58372.99,21648273,67.81
TIINDIA,Tube Investments of India Limited,Industrials,55979.36,399334,2892.2
TIINDIA,Tube Investments of India Limited,Industrials,55979.36,399334,2892.2
MFSL,Max Financial Services Limited,Financial Services,55566.23,622646,1617.9
HINDCOPPER,Hindustan Copper Limited,Basic Materials,55072.02,6612514,569.5
UPL,UPL Limited,Basic Materials,53531.85,2146011,633.3
UPL,UPL Limited,Basic Materials,53531.85,2146011,633.3
APLAPOLLO,APL Apollo Tubes Limited,Basic Materials,51769.41,680238,1864.5
APLAPOLLO,APL Apollo Tubes Limited,Basic Materials,51769.41,680238,1864.5
GODREJPROP,Godrej Properties Limited,Real Estate,51669.18,987000,1715.4
MOTILALOFS,Motilal Oswal Financial Services Limited,Financial Services,51230.99,1351503,850.95
THERMAX,Thermax Limited,Industrials,49752.41,378093,4416.6
NLCINDIA,NLC India Limited,Utilities,49690.13,9619627,358.35
KEI,KEI Industries Limited,Industrials,48588.04,484574,5082.4
KEI,KEI Industries Limited,Industrials,48588.04,484574,5082.4
RADICO,Radico Khaitan Limited,Consumer Defensive,48213.95,511509,3599.9
BDL,Bharat Dynamics Limited,Industrials,48085.67,1168921,1311.8
PIIND,PI Industries Limited,Basic Materials,47401.19,247979,3124.6
TATACOMM,Tata Communications Limited,Communication Services,46928.1,548888,1646.6
TATACOMM,Tata Communications Limited,Communication Services,46928.1,548888,1646.6
360ONE,360 One Wam Limited,Financial Services,44627.47,1159180,1098.4
SUPREMEIND,The Supreme Industries Limited,Industrials,43796.2,252239,3446.3
VOLTAS,Voltas Limited,Consumer Cyclical,43101.04,1143110,1302.6
IRCTC,Indian Railway Catering & Tourism Corporation Limited,Consumer Cyclical,42384.0,1241115,529.8
MPHASIS,Mphasis Limited,Technology,42370.93,573232,2220.5
MPHASIS,Mphasis Limited,Technology,42370.93,573232,2220.5
AJANTPHARM,Ajanta Pharma Limited,Healthcare,40581.59,138988,3248.2
HUDCO,Housing and Urban Development Corporation Limited,Financial Services,40460.4,6620206,202.11
PETRONET,Petronet LNG Limited,Energy,39772.5,2864463,265.15
PETRONET,Petronet LNG Limited,Energy,39772.5,2864463,265.15
COCHINSHIP,Cochin Shipyard Limited,Industrials,39188.51,2589454,1489.6
ASTRAL,Astral Limited,Industrials,38924.72,648981,1448.9
ASTERDM,Aster DM Healthcare Limited,Healthcare,38713.38,1261281,748.9
CONCOR,Container Corporation of India Limited,Industrials,38507.4,1154243,505.6
GODREJIND,Godrej Industries Limited,Industrials,38197.04,779672,1134.1
LTTS,L&T Technology Services Limited,Technology,37703.14,107724,3554.6
GODFRYPHLP,Godfrey Phillips India Limited,Consumer Defensive,36498.17,1084344,2339.9
NAVINFLUOR,Navin Fluorine International Limited,Basic Materials,36287.38,315954,7075.5
UBL,United Breweries Limited,Consumer Defensive,35649.75,273408,1348.3
UBL,United Breweries Limited,Consumer Defensive,35649.75,273408,1348.3
KALYANKJIL,Kalyan Jewellers India Limited,Consumer Cyclical,35541.76,8313985,344.15
POONAWALLA,Poonawalla Fincorp Limited,Financial Services,35413.44,2404305,404.5
JBCHEPHARM,J. B. Chemicals & Pharmaceuticals Limited,Healthcare,34866.93,296011,2171.6
WELCORP,Welspun Corp Limited,Basic Materials,33772.56,1116942,1280.7
TATAINVEST,Tata Investment Corporation Limited,Financial Services,33572.51,800906,663.55
ESCORTS,Escorts Kubota Limited,Industrials,31806.72,144702,2890.8
JUBLFOOD,Jubilant FoodWorks Limited,Consumer Cyclical,31108.26,1890035,473.0
JUBLFOOD,Jubilant FoodWorks Limited,Consumer Cyclical,31108.26,1890035,473.0
CENTRALBK,Central Bank of India,Financial Services,30810.97,5098964,34.04
LICHSGFIN,LIC Housing Finance Limited,Financial Services,29868.42,2008786,543.0
SCHNEIDER,Schneider Electric Infrastructure Limited,Industrials,29761.28,204880,1244.7
MANAPPURAM,Manappuram Finance Limited,Financial Services,29617.27,4629162,315.3
MANAPPURAM,Manappuram Finance Limited,Financial Services,29617.27,4629162,315.3
SJVN,SJVN Limited,Utilities,29300.55,5647456,74.56
EXIDEIND,Exide Industries Limited,Consumer Cyclical,29295.25,4272085,344.65
LALPATHLAB,Dr. Lal PathLabs Limited,Healthcare,28448.0,808078,1703.7
LALPATHLAB,Dr. Lal PathLabs Limited,Healthcare,28448.0,808078,1703.7
PNBHOUSING,PNB Housing Finance Limited,Financial Services,27739.8,2157208,1064.5
ITI,ITI Limited,Technology,27523.12,2117448,285.85
WOCKPHARMA,Wockhardt Limited,Healthcare,26326.98,2717326,1620.2
TATAELXSI,Tata Elxsi Limited,Technology,26078.18,354515,4186.1
TATAELXSI,Tata Elxsi Limited,Technology,26078.18,354515,4186.1
GUJGASLTD,Gujarat Gas Limited,Utilities,25921.33,808398,376.55
ACC,ACC Limited,Basic Materials,25525.92,246204,1359.3
MRPL,Mangalore Refinery and Petrochemicals Limited,Energy,25512.58,10295537,145.57
CDSL,Central Depository Services (India) Limited,Financial Services,25278.55,2150634,1209.5
NBCC,NBCC (India) Limited,Industrials,25131.6,11692138,93.08
DEEPAKNTR,Deepak Nitrite Limited,Basic Materials,24629.86,277153,1805.8
DEEPAKNTR,Deepak Nitrite Limited,Basic Materials,24629.86,277153,1805.8
AEGISLOG,AEGISLOG,Energy,24587.55,573422,700.5
GESHIP,The Great Eastern Shipping Company Limited,Industrials,24497.42,2107305,1715.9
KIRLOSENG,Kirloskar Oil Engines Limited,Industrials,24137.43,451662,1660.3
SUMICHEM,Sumitomo Chemical India Limited,Basic Materials,23404.94,397358,468.9
RAMCOCEM,The Ramco Cements Limited,Basic Materials,21423.45,281821,906.65
HFCL,HFCL Limited,Technology,21143.65,78359588,138.17
CREDITACC,CreditAccess Grameen Limited,Financial Services,20970.48,966035,1310.0
CREDITACC,CreditAccess Grameen Limited,Financial Services,20970.48,966035,1310.0
MTARTECH,MTAR Technologies Limited,Industrials,20947.28,1276894,6810.0
GRINDWELL,Grindwell Norton Limited,Industrials,20792.11,162364,1877.9
CARBORUNIV,Carborundum Universal Limited,Industrials,20500.91,312309,1076.2
AFFLE,Affle 3i Limited,Communication Services,20494.15,673904,1457.2
EIHOTEL,EIH Limited,Consumer Cyclical,20402.51,165291,326.25
TRITURBINE,Triveni Turbine Limited,Industrials,20283.29,5315668,638.05
NATCOPHARM,NATCO Pharma Limited,Healthcare,20255.54,636108,1130.9
KPITTECH,KPIT Technologies Limited,Technology,20245.54,2608711,743.7
RBLBANK,RBL Bank Limited,Financial Services,20024.23,6348138,323.65
TDPOWERSYS,TD Power Systems Limited,Industrials,19626.98,1753363,1256.3
IIFL,IIFL Finance Limited,Financial Services,19594.5,4916567,460.8
STLTECH,Sterlite Technologies Limited,Technology,19570.64,5961631,400.9
CROMPTON,Crompton Greaves Consumer Electricals Limited,Consumer Cyclical,19189.63,6487756,293.6
CROMPTON,Crompton Greaves Consumer Electricals Limited,Consumer Cyclical,19189.63,6487756,293.6
GRANULES,Granules India Limited,Healthcare,18992.4,1605843,766.45
GRANULES,Granules India Limited,Healthcare,18992.4,1605843,766.45
EMAMILTD,Emami Limited,Consumer Defensive,18989.93,407133,435.05
EMAMILTD,Emami Limited,Consumer Defensive,18989.93,407133,435.05
SARDAEN,Sarda Energy & Minerals Limited,Basic Materials,18956.35,540185,537.95
SYNGENE,Syngene International Limited,Healthcare,18941.25,4248598,471.35
SYNGENE,Syngene International Limited,Healthcare,18941.25,4248598,471.35
INDIACEM,The India Cements Limited,Basic Materials,18902.93,1682339,406.65
INDIACEM,The India Cements Limited,Basic Materials,18902.93,1682339,406.65
GPIL,Godawari Power & Ispat Limited,Basic Materials,18892.31,2299670,290.55
CUB,City Union Bank Limited,Financial Services,18659.0,3474002,251.1
CHAMBLFERT,Chambal Fertilisers and Chemicals Limited,Basic Materials,18159.57,1013355,453.25
CHAMBLFERT,Chambal Fertilisers and Chemicals Limited,Basic Materials,18159.57,1013355,453.25
VTL,Vardhman Textiles Limited,Consumer Cyclical,17753.22,803347,613.7
KANSAINER,Kansai Nerolac Paints Limited,Basic Materials,17427.4,942244,215.51
KANSAINER,Kansai Nerolac Paints Limited,Basic Materials,17427.4,942244,215.51
REDINGTON,Redington Limited,Technology,17295.98,3275424,221.24
AVANTIFEED,Avanti Feeds Limited,Consumer Defensive,17267.77,687738,1267.4
AARTIIND,Aarti Industries Limited,Basic Materials,17036.8,1418932,469.25
KAJARIACER,Kajaria Ceramics Limited,Industrials,16793.67,465312,1054.4
DEEPAKFERT,Deepak Fertilisers And Petrochemicals Corporation Limited,Basic Materials,16737.09,395629,1324.5
FSL,Firstsource Solutions Limited,Technology,16710.81,8107737,242.06
ZYDUSWELL,Zydus Wellness Limited,Consumer Defensive,16197.39,665500,509.1
FINCABLES,Finolex Cables Limited,Industrials,16154.22,631407,1056.25
GABRIEL,Gabriel India Limited,Consumer Cyclical,15733.32,428273,1095.3
GSPL,Gujarat State Petronet Limited,,15628.66,1254366,277.0
CAPLIPOINT,Caplin Point Laboratories Limited,Healthcare,15492.7,211073,2038.2
BEML,BEML Limited,Industrials,15211.9,390899,1826.4
SOBHA,Sobha Limited,Real Estate,14843.05,263418,1387.8
POLYMED,Poly Medicure Limited,Healthcare,14766.28,123837,1455.1
GRAPHITE,Graphite India Limited,Industrials,14614.1,2430366,748.0
KSB,KSB Limited,Industrials,14570.56,311856,837.2
USHAMART,Usha Martin Limited,Basic Materials,14305.29,923444,469.95
ZENTEC,Zen Technologies Limited,Industrials,14070.29,1005270,1564.5
ABREL,Aditya Birla Real Estate Limited,Real Estate,14056.65,297909,1271.2
VGUARD,V-Guard Industries Limited,Industrials,13665.41,366078,312.85
VIJAYA,Vijaya Diagnostic Centre Limited,Healthcare,13377.6,374408,1300.1
IRCON,Ircon International Limited,Industrials,13251.87,3706261,140.9
TRIDENT,Trident Limited,Consumer Cyclical,12453.61,5735019,24.44
TRIDENT,Trident Limited,Consumer Cyclical,12453.61,5735019,24.44
JMFINANCIL,JM Financial Limited,Financial Services,12343.2,2408999,129.05
MINDACORP,Minda Corporation Limited,Consumer Cyclical,12243.47,278073,520.2
THANGAMAYL,Thangamayil Jewellery Limited,Consumer Cyclical,11354.57,148331,3653.1
RPOWER,Reliance Power Limited,Utilities,11212.08,51218339,27.11
ZENSARTECH,Zensar Technologies Limited,Technology,11197.42,522560,493.9
CANFINHOME,Can Fin Homes Limited,Financial Services,11164.97,194393,838.5
IEX,Indian Energy Exchange Limited,Financial Services,11158.94,8682499,125.48
BALRAMCHIN,Balrampur Chini Mills Limited,Consumer Defensive,11116.36,1136652,550.45
GODREJAGRO,Godrej Agrovet Limited,Consumer Defensive,11011.65,209271,572.45
NAZARA,Nazara Technologies Limited,Communication Services,10926.87,4983271,294.95
ELECON,Elecon Engineering Company Limited,Industrials,10886.76,1235596,485.15
WHIRLPOOL,Whirlpool of India Limited,Consumer Cyclical,10786.33,384176,849.85
WHIRLPOOL,Whirlpool of India Limited,Consumer Cyclical,10786.33,384176,849.85
PCBL,PCBL Chemical Limited,Basic Materials,10763.17,1317984,273.55
STAR,Strides Pharma Science Limited,Healthcare,10633.04,403867,1153.6
STAR,Strides Pharma Science Limited,Healthcare,10633.04,403867,1153.6
JKTYRE,JK Tyre & Industries Limited,Consumer Cyclical,10626.35,936120,368.6
METROPOLIS,Metropolis Healthcare Limited,Healthcare,10540.76,770143,508.4
METROPOLIS,Metropolis Healthcare Limited,Healthcare,10540.76,770143,508.4
UJJIVANSFB,Ujjivan Small Finance Bank Limited,Financial Services,10525.25,15516664,54.13
MGL,Mahanagar Gas Limited,Utilities,10464.52,224294,1059.4
EDELWEISS,Edelweiss Financial Services Limited,Financial Services,10320.98,5664989,109.04
FINPIPE,Finolex Industries Limited,Industrials,10255.36,320041,165.86
RAILTEL,RailTel Corporation of India Limited,Communication Services,10184.98,1599193,317.35
SOUTHBANK,The South Indian Bank Limited,Financial Services,10143.17,14207079,38.75
CYIENT,Cyient Limited,Industrials,10004.08,448242,905.85
CYIENT,Cyient Limited,Industrials,10004.08,448242,905.85
TITAGARH,Titagarh Rail Systems Limited,Industrials,9960.47,1690967,739.6
MARKSANS,Marksans Pharma Limited,Healthcare,9847.25,2121417,217.3
VESUVIUS,Vesuvius India Limited,Industrials,9716.75,119244,478.75
INTELLECT,Intellect Design Arena Limited,Technology,9686.35,915889,697.1
NCC,NCC Limited,Industrials,9359.31,3145437,149.07
SHILPAMED,Shilpa Medicare Limited,Healthcare,9240.26,684700,472.45
BSOFT,Birlasoft Limited,Technology,8968.71,1149192,320.9
LEMONTREE,Lemon Tree Hotels Limited,Consumer Cyclical,8790.3,8251292,111.01
WABAG,VA Tech Wabag Limited,Industrials,8669.36,323717,1391.2
TIMETECHNO,Time Technoplast Limited,Consumer Cyclical,8524.59,2928100,172.69
STARCEMENT,Star Cement Limited,Basic Materials,8516.89,211725,210.72
MAHSEAMLES,Maharashtra Seamless Limited,Basic Materials,8512.3,140290,635.25
ZEEL,Zee Entertainment Enterprises Limited,Communication Services,8421.83,18433841,87.68
ZEEL,Zee Entertainment Enterprises Limited,Communication Services,8421.83,18433841,87.68
SHARDACROP,Sharda Cropchem Limited,Basic Materials,8266.9,738444,916.3
CLEAN,Clean Science and Technology Limited,Basic Materials,8110.55,744810,763.15
GNFC,Gujarat Narmada Valley Fertilizers & Chemicals Limited,Basic Materials,8022.23,724330,545.95
JKLAKSHMI,JK Lakshmi Cement Limited,Basic Materials,8002.35,140905,644.6
JYOTHYLAB,Jyothy Labs Limited,Consumer Defensive,7840.03,968984,213.5
IMFA,Indian Metals and Ferro Alloys Limited,Basic Materials,7681.99,260167,1423.8
KRBL,KRBL Limited,Consumer Defensive,7626.61,584029,333.2
RELIGARE,Religare Enterprises Limited,Financial Services,7599.03,1540144,228.07
ABFRL,Aditya Birla Fashion and Retail Limited,Consumer Cyclical,7597.56,4463438,62.46
SAREGAMA,Saregama India Limited,Communication Services,7568.96,7024005,394.3
THYROCARE,Thyrocare Technologies Limited,Healthcare,7490.95,826035,470.65
SONATSOFTW,Sonata Software Limited,Technology,7326.75,2175682,264.7
WESTLIFE,Westlife Foodworld Limited,Consumer Cyclical,7239.26,145594,466.4
RELAXO,Relaxo Footwears Limited,Consumer Cyclical,7237.89,148265,290.75
DBL,Dilip Buildcon Limited,Industrials,7219.86,141367,444.45
JKPAPER,JK Paper Limited,Basic Materials,7177.5,519109,395.85
TTKPRESTIG,TTK Prestige Limited,Consumer Cyclical,7154.32,785143,522.4
PRAJIND,Praj Industries Limited,Industrials,7096.1,2903285,386.05
GSFC,Gujarat State Fertilizers & Chemicals Limited,Basic Materials,7030.74,595340,176.44
MAHLIFE,Mahindra Lifespace Developers Limited,Real Estate,7016.84,264394,328.9
BAJAJCON,Bajaj Consumer Care Limited,Consumer Defensive,6880.32,1470979,526.75
RCF,Rashtriya Chemicals and Fertilizers Limited,Basic Materials,6864.1,1145479,124.42
SUDARSCHEM,Sudarshan Chemical Industries Limited,Basic Materials,6736.02,208771,856.7
WELENT,Welspun Enterprises Limited,Industrials,6693.22,419063,493.55
INDIAGLYCO,India Glycols Limited,Basic Materials,6690.61,183970,998.2
NEWGEN,Newgen Software Technologies Limited,Technology,6509.57,1559332,461.15
SFL,Sheela Foam Limited,Consumer Cyclical,6405.32,378198,586.55
PRSMJOHNSN,Prism Johnson Limited,Basic Materials,6299.0,1863583,125.14
PTC,PTC India Limited,Utilities,6131.52,2373183,207.14
CSBBANK,CSB Bank Limited,Financial Services,6095.26,817556,359.65
